T,Alt,FAlt,FVeloc,LDA,Apogee,N-O,Drogue,Main,AUX
52.10,-3.00,-2.09,-4.53,0,0,0,0,0,0
52.15,-3.00,-2.28,-3.62,0,0,0,0,0,0
52.20,-3.00,-2.42,-2.90,0,0,0,0,0,0
52.25,-3.00,-2.54,-2.32,0,0,0,0,0,0
52.30,-2.00,-2.43,2.15,0,0,0,0,0,0
52.35,-1.00,-2.14,5.72,0,0,0,0,0,0
52.40,-2.00,-2.11,0.57,0,0,0,0,0,0
52.45,-2.00,-2.09,0.46,0,0,0,0,0,0
52.50,-3.00,-2.27,-3.63,0,0,0,0,0,0
52.55,-3.00,-2.42,-2.91,0,0,0,0,0,0
52.60,-2.00,-2.33,1.67,0,0,0,0,0,0
52.65,-2.00,-2.27,1.34,0,0,0,0,0,0
52.70,-1.00,-2.01,5.07,0,0,0,0,0,0
52.75,-2.00,-2.01,0.06,0,0,0,0,0,0
52.80,-3.00,-2.21,-3.95,0,0,0,0,0,0
52.85,-2.00,-2.17,0.84,0,0,0,0,0,0
52.90,-2.00,-2.13,0.67,0,0,0,0,0,0
52.95,-3.00,-2.31,-3.46,0,0,0,0,0,0
53.00,-4.00,-2.65,-6.77,0,0,0,0,0,0
53.05,-2.00,-2.52,2.58,0,0,0,0,0,0
53.10,-1.00,-2.21,6.07,0,0,0,0,0,0
53.15,-3.00,-2.37,-3.15,0,0,0,0,0,0
53.20,-2.00,-2.30,1.48,0,0,0,0,0,0
53.25,-2.00,-2.24,1.19,0,0,0,0,0,0
53.30,-2.00,-2.19,0.95,0,0,0,0,0,0
53.35,-2.00,-2.15,0.76,0,0,0,0,0,0
53.40,-3.00,-2.32,-3.39,0,0,0,0,0,0
53.45,-3.00,-2.46,-2.71,0,0,0,0,0,0
53.50,-4.00,-2.77,-6.17,0,0,0,0,0,0
53.55,-3.00,-2.81,-0.94,0,0,0,0,0,0
53.60,-3.00,-2.85,-0.75,0,0,0,0,0,0
53.65,-3.00,-2.88,-0.60,0,0,0,0,0,0
53.70,-2.00,-2.70,3.52,0,0,0,0,0,0
53.75,-4.00,-2.96,-5.18,0,0,0,0,0,0
53.80,-1.00,-2.57,7.85,0,0,0,0,0,0
53.85,-8.00,-3.66,-21.72,0,0,0,0,0,0
53.90,-2.00,-3.33,6.63,0,0,0,0,0,0
53.95,-5.00,-3.66,-6.70,0,0,0,0,0,0
54.00,-1.00,-3.13,10.64,0,0,0,0,0,0
54.05,-4.00,-3.30,-3.49,0,0,0,0,0,0
54.10,-3.00,-3.24,1.21,0,0,0,0,0,0
54.15,-1.00,-2.79,8.97,0,0,0,0,0,0
54.20,-2.00,-2.63,3.17,0,0,0,0,0,0
54.25,-2.00,-2.51,2.54,0,0,0,0,0,0
54.30,-2.00,-2.41,2.03,0,0,0,0,0,0
54.35,-2.00,-2.33,1.63,0,0,0,0,0,0
54.40,-2.00,-2.26,1.30,0,0,0,0,0,0
54.45,0.00,-1.81,9.04,0,0,0,0,0,0
54.50,-1.00,-1.65,3.23,0,0,0,0,0,0
54.55,-1.00,-1.52,2.59,0,0,0,0,0,0
54.60,-1.00,-1.41,2.07,0,0,0,0,0,0
54.65,-2.00,-1.53,-2.35,0,0,0,0,0,0
54.70,-3.00,-1.82,-5.88,0,0,0,0,0,0
54.75,0.00,-1.46,7.30,0,0,0,0,0,0
54.80,-2.00,-1.57,-2.16,0,0,0,0,0,0
54.85,-1.00,-1.45,2.27,0,0,0,0,0,0
54.90,-2.00,-1.56,-2.18,0,0,0,0,0,0
54.95,-2.00,-1.65,-1.75,0,0,0,0,0,0
55.00,-3.00,-1.92,-5.40,0,0,0,0,0,0
55.05,-2.00,-1.94,-0.32,0,0,0,0,0,0
55.10,-3.00,-2.15,-4.25,0,0,0,0,0,0
55.15,-2.00,-2.12,0.60,0,0,0,0,0,0
55.20,-4.00,-2.50,-7.52,0,0,0,0,0,0
55.25,0.00,-2.00,9.98,0,0,0,0,0,0
55.30,-4.00,-2.40,-8.01,0,0,0,0,0,0
55.35,-3.00,-2.52,-2.41,0,0,0,0,0,0
55.40,-1.00,-2.21,6.07,0,0,0,0,0,0
55.45,0.00,-1.77,8.86,0,0,0,0,0,0
55.50,-3.00,-2.02,-4.91,0,0,0,0,0,0
55.55,-3.00,-2.21,-3.93,0,0,0,0,0,0
55.60,0.00,-1.77,8.85,0,0,0,0,0,0
55.65,0.00,-1.42,7.08,0,0,0,0,0,0
55.70,-3.00,-1.73,-6.33,0,0,0,0,0,0
55.75,-3.00,-1.99,-5.07,0,0,0,0,0,0
55.80,-3.00,-2.19,-4.05,0,0,0,0,0,0
55.85,-2.00,-2.15,0.76,0,0,0,0,0,0
55.90,-4.00,-2.52,-7.39,0,0,0,0,0,0
55.95,-2.00,-2.42,2.08,0,0,0,0,0,0
56.00,-3.00,-2.53,-2.33,0,0,0,0,0,0
56.05,-3.00,-2.63,-1.87,0,0,0,0,0,0
56.10,-3.00,-2.70,-1.49,0,0,0,0,0,0
56.15,-2.00,-2.56,2.81,0,0,0,0,0,0
56.20,-1.00,-2.25,6.24,0,0,0,0,0,0
56.25,-2.00,-2.20,1.00,0,0,0,0,0,0
56.30,-2.00,-2.16,0.80,0,0,0,0,0,0
56.35,-2.00,-2.13,0.64,0,0,0,0,0,0
56.40,-1.00,-1.90,4.51,0,0,0,0,0,0
56.45,-1.00,-1.72,3.61,0,0,0,0,0,0
56.50,-2.00,-1.78,-1.11,0,0,0,0,0,0
56.55,0.00,-1.42,7.11,0,0,0,0,0,0
56.60,-2.00,-1.54,-2.31,0,0,0,0,0,0
56.65,-2.00,-1.63,-1.85,0,0,0,0,0,0
56.70,-2.00,-1.70,-1.48,0,0,0,0,0,0
56.75,-2.00,-1.76,-1.18,0,0,0,0,0,0
56.80,-2.00,-1.81,-0.95,0,0,0,0,0,0
56.85,-2.00,-1.85,-0.76,0,0,0,0,0,0
56.90,-1.00,-1.68,3.39,0,0,0,0,0,0
56.95,-3.00,-1.94,-5.29,0,0,0,0,0,0
57.00,-2.00,-1.95,-0.23,0,0,0,0,0,0
57.05,-3.00,-2.16,-4.18,0,0,0,0,0,0
57.10,-4.00,-2.53,-7.35,0,0,0,0,0,0
57.15,-3.00,-2.62,-1.88,0,0,0,0,0,0
57.20,-1.00,-2.30,6.50,0,0,0,0,0,0
57.25,-2.00,-2.24,1.20,0,0,0,0,0,0
57.30,-4.00,-2.59,-7.04,0,0,0,0,0,0
57.35,-1.00,-2.27,6.37,0,0,0,0,0,0
57.40,-3.00,-2.42,-2.91,0,0,0,0,0,0
57.45,-2.00,-2.34,1.68,0,0,0,0,0,0
57.50,-3.00,-2.47,-2.66,0,0,0,0,0,0
57.55,-2.00,-2.37,1.87,0,0,0,0,0,0
57.60,-1.00,-2.10,5.50,0,0,0,0,0,0
57.65,-1.00,-1.88,4.40,0,0,0,0,0,0
57.70,-1.00,-1.70,3.52,0,0,0,0,0,0
57.75,0.00,-1.36,6.81,0,0,0,0,0,0
57.80,-2.00,-1.49,-2.55,0,0,0,0,0,0
57.85,-2.00,-1.59,-2.04,0,0,0,0,0,0
57.90,-1.00,-1.47,2.37,0,0,0,0,0,0
57.95,-3.00,-1.78,-6.10,0,0,0,0,0,0
58.00,-3.00,-2.02,-4.88,0,0,0,0,0,0
58.05,-3.00,-2.22,-3.91,0,0,0,0,0,0
58.10,-3.00,-2.37,-3.13,0,0,0,0,0,0
58.15,-5.00,-2.90,-10.50,0,0,0,0,0,0
58.20,-2.00,-2.72,3.60,0,0,0,0,0,0
58.25,-2.00,-2.58,2.88,0,0,0,0,0,0
58.30,-2.00,-2.46,2.30,0,0,0,0,0,0
58.35,-1.00,-2.17,5.84,0,0,0,0,0,0
58.40,-1.00,-1.93,4.67,0,0,0,0,0,0
58.45,-3.00,-2.15,-4.26,0,0,0,0,0,0
58.50,-1.00,-1.92,4.59,0,0,0,0,0,0
58.55,-1.00,-1.73,3.67,0,0,0,0,0,0
58.60,-3.00,-1.99,-5.06,0,0,0,0,0,0
58.65,-3.00,-2.19,-4.05,0,0,0,0,0,0
58.70,-1.00,-1.95,4.76,0,0,0,0,0,0
58.75,-2.00,-1.96,-0.19,0,0,0,0,0,0
58.80,-2.00,-1.97,-0.15,0,0,0,0,0,0
58.85,-3.00,-2.18,-4.12,0,0,0,0,0,0
58.90,-1.00,-1.94,4.70,0,0,0,0,0,0
58.95,-3.00,-2.15,-4.24,0,0,0,0,0,0
59.00,-3.00,-2.32,-3.39,0,0,0,0,0,0
59.05,-2.00,-2.26,1.29,0,0,0,0,0,0
59.10,-2.00,-2.21,1.03,0,0,0,0,0,0
59.15,-3.00,-2.36,-3.18,0,0,0,0,0,0
59.20,-1.00,-2.09,5.46,0,0,0,0,0,0
59.25,-1.00,-1.87,4.37,0,0,0,0,0,0
59.30,-3.00,-2.10,-4.51,0,0,0,0,0,0
59.35,-2.00,-2.08,0.40,0,0,0,0,0,0
59.40,-1.00,-1.86,4.32,0,0,0,0,0,0
59.45,-2.00,-1.89,-0.55,0,0,0,0,0,0
59.50,-3.00,-2.11,-4.44,0,0,0,0,0,0
59.55,-2.00,-2.09,0.45,0,0,0,0,0,0
59.60,-2.00,-2.07,0.36,0,0,0,0,0,0
59.65,-2.00,-2.06,0.29,0,0,0,0,0,0
59.70,-2.00,-2.05,0.23,0,0,0,0,0,0
59.75,-2.00,-2.04,0.18,0,0,0,0,0,0
59.80,-3.00,-2.23,-3.85,0,0,0,0,0,0
59.85,-3.00,-2.38,-3.08,0,0,0,0,0,0
59.90,-1.00,-2.11,5.53,0,0,0,0,0,0
59.95,-3.00,-2.29,-3.57,0,0,0,0,0,0
60.00,-2.00,-2.23,1.14,0,0,0,0,0,0
60.05,-1.00,-1.98,4.91,0,0,0,0,0,0
60.10,-3.00,-2.19,-4.07,0,0,0,0,0,0
60.15,-3.00,-2.35,-3.26,0,0,0,0,0,0
60.20,-1.00,-2.08,5.40,0,0,0,0,0,0
60.25,-3.00,-2.26,-3.68,0,0,0,0,0,0
60.30,-4.00,-2.61,-6.95,0,0,0,0,0,0
60.35,-1.00,-2.29,6.44,0,0,0,0,0,0
60.40,-2.00,-2.23,1.15,0,0,0,0,0,0
60.45,-2.00,-2.18,0.92,0,0,0,0,0,0
60.50,-4.00,-2.55,-7.26,0,0,0,0,0,0
60.55,-1.00,-2.24,6.19,0,0,0,0,0,0
60.60,-3.00,-2.39,-3.05,0,0,0,0,0,0
60.65,0.00,-1.91,9.56,0,0,0,0,0,0
60.70,-2.00,-1.93,-0.35,0,0,0,0,0,0
60.75,0.00,-1.54,7.72,0,0,0,0,0,0
60.80,-2.00,-1.64,-1.82,0,0,0,0,0,0
60.85,-2.00,-1.71,-1.46,0,0,0,0,0,0
60.90,-2.00,-1.77,-1.17,0,0,0,0,0,0
60.95,-1.00,-1.61,3.07,0,0,0,0,0,0
61.00,-3.00,-1.89,-5.55,0,0,0,0,0,0
61.05,0.00,-1.51,7.56,0,0,0,0,0,0
61.10,-3.00,-1.81,-5.95,0,0,0,0,0,0
61.15,-2.00,-1.85,-0.76,0,0,0,0,0,0
61.20,-2.00,-1.88,-0.61,0,0,0,0,0,0
61.25,-2.00,-1.90,-0.49,0,0,0,0,0,0
61.30,-2.00,-1.92,-0.39,0,0,0,0,0,0
61.35,-3.00,-2.14,-4.31,0,0,0,0,0,0
61.40,-2.00,-2.11,0.55,0,0,0,0,0,0
61.45,-3.00,-2.29,-3.56,0,0,0,0,0,0
61.50,-1.00,-2.03,5.15,0,0,0,0,0,0
61.55,-5.00,-2.62,-11.88,0,0,0,0,0,0
61.60,-4.00,-2.90,-5.50,0,0,0,0,0,0
61.65,-3.00,-2.92,-0.40,0,0,0,0,0,0
61.70,-3.00,-2.94,-0.32,0,0,0,0,0,0
61.75,-3.00,-2.95,-0.26,0,0,0,0,0,0
61.80,-3.00,-2.96,-0.21,0,0,0,0,0,0
61.85,-1.00,-2.57,7.84,0,0,0,0,0,0
61.90,-2.00,-2.45,2.27,0,0,0,0,0,0
61.95,-2.00,-2.36,1.81,0,0,0,0,0,0
62.00,-2.00,-2.29,1.45,0,0,0,0,0,0
62.05,-1.00,-2.03,5.16,0,0,0,0,0,0
62.10,-5.00,-2.63,-11.87,0,0,0,0,0,0
62.15,-3.00,-2.70,-1.50,0,0,0,0,0,0
62.20,-4.00,-2.96,-5.20,0,0,0,0,0,0
62.25,-2.00,-2.77,3.84,0,0,0,0,0,0
62.30,-4.00,-3.01,-4.93,0,0,0,0,0,0
62.35,-2.00,-2.81,4.06,0,0,0,0,0,0
62.40,-5.00,-3.25,-8.75,0,0,0,0,0,0
62.45,0.00,-2.60,13.00,0,0,0,0,0,0
62.50,-1.00,-2.28,6.40,0,0,0,0,0,0
62.55,0.00,-1.82,9.12,0,0,0,0,0,0
62.60,0.00,-1.46,7.29,0,0,0,0,0,0
62.65,0.00,-1.17,5.84,0,0,0,0,0,0
62.70,0.00,-0.93,4.67,0,0,0,0,0,0
62.75,0.00,-0.75,3.73,0,0,0,0,0,0
62.80,0.00,-0.60,2.99,0,0,0,0,0,0
62.85,-2.00,-0.88,-5.61,0,0,0,0,0,0
62.90,-3.00,-1.30,-8.49,0,0,0,0,0,0
62.95,0.00,-1.04,5.21,0,0,0,0,0,0
63.00,0.00,-0.83,4.17,0,0,0,0,0,0
63.05,-2.00,-1.07,-4.67,0,0,0,0,0,0
63.10,-2.00,-1.25,-3.73,0,0,0,0,0,0
63.15,-1.00,-1.20,1.01,0,0,0,0,0,0
63.20,0.00,-0.96,4.81,0,0,0,0,0,0
63.25,-1.00,-0.97,-0.15,0,0,0,0,0,0
63.30,0.00,-0.78,3.88,0,0,0,0,0,0
63.35,0.00,-0.62,3.10,0,0,0,0,0,0
63.40,-1.00,-0.70,-1.52,0,0,0,0,0,0
63.45,-2.00,-0.96,-5.21,0,0,0,0,0,0
63.50,-1.00,-0.97,-0.17,0,0,0,0,0,0
63.55,-2.00,-1.17,-4.14,0,0,0,0,0,0
63.60,-1.00,-1.14,0.69,0,0,0,0,0,0
63.65,-1.00,-1.11,0.55,0,0,0,0,0,0
63.70,0.00,-0.89,4.44,0,0,0,0,0,0
63.75,-1.00,-0.91,-0.45,0,0,0,0,0,0
63.80,0.00,-0.73,3.64,0,0,0,0,0,0
63.85,0.00,-0.58,2.91,0,0,0,0,0,0
63.90,-1.00,-0.67,-1.67,0,0,0,0,0,0
63.95,-2.00,-0.93,-5.33,0,0,0,0,0,0
64.00,-2.00,-1.15,-4.27,0,0,0,0,0,0
64.05,-4.00,-1.72,-11.41,0,0,0,0,0,0
64.10,-4.00,-2.17,-9.13,0,0,0,0,0,0
64.15,0.00,-1.74,8.69,0,0,0,0,0,0
64.20,-1.00,-1.59,2.96,0,0,0,0,0,0
64.25,-3.00,-1.87,-5.64,0,0,0,0,0,0
64.30,-2.00,-1.90,-0.51,0,0,0,0,0,0
64.35,-3.00,-2.12,-4.41,0,0,0,0,0,0
64.40,-3.00,-2.29,-3.53,0,0,0,0,0,0
64.45,-4.00,-2.64,-6.82,0,0,0,0,0,0
64.50,-1.00,-2.31,6.54,0,0,0,0,0,0
64.55,-1.00,-2.05,5.24,0,0,0,0,0,0
64.60,-2.00,-2.04,0.19,0,0,0,0,0,0
64.65,-2.00,-2.03,0.15,0,0,0,0,0,0
64.70,-2.00,-2.02,0.12,0,0,0,0,0,0
64.75,-2.00,-2.02,0.10,0,0,0,0,0,0
64.80,-3.00,-2.22,-3.92,0,0,0,0,0,0
64.85,-4.00,-2.57,-7.14,0,0,0,0,0,0
64.90,-2.00,-2.46,2.29,0,0,0,0,0,0
64.95,-3.00,-2.57,-2.17,0,0,0,0,0,0
65.00,-3.00,-2.65,-1.73,0,0,0,0,0,0
65.05,-2.00,-2.52,2.61,0,0,0,0,0,0
65.10,-2.00,-2.42,2.09,0,0,0,0,0,0
65.15,-1.00,-2.13,5.67,0,0,0,0,0,0
65.20,-2.00,-2.11,0.54,0,0,0,0,0,0
65.25,-2.00,-2.09,0.43,0,0,0,0,0,0
65.30,0.00,-1.67,8.34,0,0,0,0,0,0
65.35,-2.00,-1.74,-1.32,0,0,0,0,0,0
65.40,-3.00,-1.99,-5.06,0,0,0,0,0,0
65.45,-2.00,-1.99,-0.05,0,0,0,0,0,0
65.50,-2.00,-1.99,-0.04,0,0,0,0,0,0
65.55,-2.00,-1.99,-0.03,0,0,0,0,0,0
65.60,-3.00,-2.20,-4.02,0,0,0,0,0,0
65.65,-1.00,-1.96,4.78,0,0,0,0,0,0
65.70,-2.00,-1.96,-0.18,0,0,0,0,0,0
65.75,0.00,-1.57,7.86,0,0,0,0,0,0
65.80,0.00,-1.26,6.29,0,0,0,0,0,0
65.85,-3.00,-1.61,-6.97,0,0,0,0,0,0
65.90,-2.00,-1.68,-1.58,0,0,0,0,0,0
65.95,-3.00,-1.95,-5.26,0,0,0,0,0,0
66.00,-3.00,-2.16,-4.21,0,0,0,0,0,0
66.05,-5.00,-2.73,-11.37,0,0,0,0,0,0
66.10,-2.00,-2.58,2.91,0,0,0,0,0,0
66.15,-4.00,-2.87,-5.67,0,0,0,0,0,0
66.20,-2.00,-2.69,3.46,0,0,0,0,0,0
66.25,-2.00,-2.55,2.77,0,0,0,0,0,0
66.30,-2.00,-2.44,2.21,0,0,0,0,0,0
66.35,-2.00,-2.35,1.77,0,0,0,0,0,0
66.40,-2.00,-2.28,1.42,0,0,0,0,0,0
66.45,-3.00,-2.43,-2.87,0,0,0,0,0,0
66.50,-3.00,-2.54,-2.29,0,0,0,0,0,0
66.55,-3.00,-2.63,-1.83,0,0,0,0,0,0
66.60,-3.00,-2.71,-1.47,0,0,0,0,0,0
66.65,-5.00,-3.17,-9.17,0,0,0,0,0,0
66.70,-6.00,-3.73,-11.34,0,0,0,0,0,0
66.75,-2.00,-3.39,6.93,0,0,0,0,0,0
66.80,-1.00,-2.91,9.54,0,0,0,0,0,0
66.85,-2.00,-2.73,3.63,0,0,0,0,0,0
66.90,-2.00,-2.58,2.91,0,0,0,0,0,0
66.95,-3.00,-2.67,-1.67,0,0,0,0,0,0
67.00,-1.00,-2.33,6.66,0,0,0,0,0,0
67.05,-3.00,-2.47,-2.67,0,0,0,0,0,0
67.10,-3.00,-2.57,-2.14,0,0,0,0,0,0
67.15,-2.00,-2.46,2.29,0,0,0,0,0,0
67.20,-1.00,-2.17,5.83,0,0,0,0,0,0
67.25,-3.00,-2.33,-3.33,0,0,0,0,0,0
67.30,-3.00,-2.47,-2.67,0,0,0,0,0,0
67.35,-2.00,-2.37,1.87,0,0,0,0,0,0
67.40,-2.00,-2.30,1.49,0,0,0,0,0,0
67.45,0.00,-1.84,9.19,0,0,0,0,0,0
67.50,-2.00,-1.87,-0.64,0,0,0,0,0,0
67.55,-2.00,-1.90,-0.52,0,0,0,0,0,0
67.60,-4.00,-2.32,-8.41,0,0,0,0,0,0
67.65,-2.00,-2.25,1.27,0,0,0,0,0,0
67.70,-1.00,-2.00,5.02,0,0,0,0,0,0
67.75,-2.00,-2.00,0.01,0,0,0,0,0,0
67.80,0.00,-1.60,8.01,0,0,0,0,0,0
67.85,-3.00,-1.88,-5.59,0,0,0,0,0,0
67.90,0.00,-1.51,7.53,0,0,0,0,0,0
67.95,-2.00,-1.60,-1.98,0,0,0,0,0,0
68.00,-2.00,-1.68,-1.58,0,0,0,0,0,0
68.05,-2.00,-1.75,-1.27,0,0,0,0,0,0
68.10,-2.00,-1.80,-1.01,0,0,0,0,0,0
68.15,-2.00,-1.84,-0.81,0,0,0,0,0,0
68.20,-3.00,-2.07,-4.65,0,0,0,0,0,0
68.25,-1.00,-1.86,4.28,0,0,0,0,0,0
68.30,-4.00,-2.29,-8.57,0,0,0,0,0,0
68.35,-3.00,-2.43,-2.86,0,0,0,0,0,0
68.40,-2.00,-2.34,1.71,0,0,0,0,0,0
68.45,-3.00,-2.47,-2.63,0,0,0,0,0,0
68.50,-3.00,-2.58,-2.10,0,0,0,0,0,0
68.55,0.00,-2.06,10.32,0,0,0,0,0,0
68.60,-1.00,-1.85,4.25,0,0,0,0,0,0
68.65,-2.00,-1.88,-0.60,0,0,0,0,0,0
68.70,-3.00,-2.10,-4.48,0,0,0,0,0,0
68.75,-3.00,-2.28,-3.58,0,0,0,0,0,0
68.80,-2.00,-2.23,1.13,0,0,0,0,0,0
68.85,0.00,-1.78,8.91,0,0,0,0,0,0
68.90,-3.00,-2.03,-4.87,0,0,0,0,0,0
68.95,0.00,-1.62,8.10,0,0,0,0,0,0
69.00,-2.00,-1.70,-1.52,0,0,0,0,0,0
69.05,-1.00,-1.56,2.78,0,0,0,0,0,0
69.10,-3.00,-1.85,-5.77,0,0,0,0,0,0
69.15,-1.00,-1.68,3.38,0,0,0,0,0,0
69.20,-1.00,-1.54,2.71,0,0,0,0,0,0
69.25,-1.00,-1.43,2.16,0,0,0,0,0,0
69.30,-2.00,-1.55,-2.27,0,0,0,0,0,0
69.35,-2.00,-1.64,-1.81,0,0,0,0,0,0
69.40,-2.00,-1.71,-1.45,0,0,0,0,0,0
69.45,-3.00,-1.97,-5.16,0,0,0,0,0,0
69.50,-2.00,-1.97,-0.13,0,0,0,0,0,0
69.55,0.00,-1.58,7.90,0,0,0,0,0,0
69.60,-2.00,-1.66,-1.68,0,0,0,0,0,0
69.65,0.00,-1.33,6.65,0,0,0,0,0,0
69.70,-2.00,-1.46,-2.68,0,0,0,0,0,0
69.75,0.00,-1.17,5.86,0,0,0,0,0,0
69.80,-1.00,-1.14,0.69,0,0,0,0,0,0
69.85,-2.00,-1.31,-3.45,0,0,0,0,0,0
69.90,-2.00,-1.45,-2.76,0,0,0,0,0,0
69.95,0.00,-1.16,5.79,0,0,0,0,0,0
70.00,-1.00,-1.13,0.63,0,0,0,0,0,0
70.05,0.00,-0.90,4.51,0,0,0,0,0,0
70.10,-2.00,-1.12,-4.39,0,0,0,0,0,0
70.15,0.00,-0.90,4.48,0,0,0,0,0,0
70.20,-1.00,-0.92,-0.41,0,0,0,0,0,0
70.25,0.00,-0.73,3.67,0,0,0,0,0,0
70.30,-3.00,-1.19,-9.06,0,0,0,0,0,0
70.35,-4.00,-1.75,-11.25,0,0,0,0,0,0
70.40,-3.00,-2.00,-5.00,0,0,0,0,0,0
70.45,-2.00,-2.00,-0.00,0,0,0,0,0,0
70.50,-2.00,-2.00,-0.00,0,0,0,0,0,0
70.55,-2.00,-2.00,-0.00,0,0,0,0,0,0
70.60,-2.00,-2.00,-0.00,0,0,0,0,0,0
70.65,-3.00,-2.20,-4.00,0,0,0,0,0,0
70.70,-3.00,-2.36,-3.20,0,0,0,0,0,0
70.75,-3.00,-2.49,-2.56,0,0,0,0,0,0
70.80,-2.00,-2.39,1.95,0,0,0,0,0,0
70.85,-3.00,-2.51,-2.44,0,0,0,0,0,0
70.90,0.00,-2.01,10.05,0,0,0,0,0,0
70.95,-3.00,-2.21,-3.96,0,0,0,0,0,0
71.00,-2.00,-2.17,0.83,0,0,0,0,0,0
71.05,-2.00,-2.13,0.67,0,0,0,0,0,0
71.10,-2.00,-2.11,0.53,0,0,0,0,0,0
71.15,-3.00,-2.29,-3.57,0,0,0,0,0,0
71.20,-3.00,-2.43,-2.86,0,0,0,0,0,0
71.25,-2.00,-2.34,1.71,0,0,0,0,0,0
71.30,0.00,-1.87,9.37,0,0,0,0,0,0
71.35,-2.00,-1.90,-0.50,0,0,0,0,0,0
71.40,-2.00,-1.92,-0.40,0,0,0,0,0,0
71.45,-2.00,-1.94,-0.32,0,0,0,0,0,0
71.50,-2.00,-1.95,-0.26,0,0,0,0,0,0
71.55,-2.00,-1.96,-0.21,0,0,0,0,0,0
71.60,-3.00,-2.17,-4.17,0,0,0,0,0,0
71.65,-5.00,-2.73,-11.33,0,0,0,0,0,0
71.70,-2.00,-2.59,2.93,0,0,0,0,0,0
71.75,-1.00,-2.27,6.35,0,0,0,0,0,0
71.80,0.00,-1.82,9.08,0,0,0,0,0,0
71.85,-2.00,-1.85,-0.74,0,0,0,0,0,0
71.90,-3.00,-2.08,-4.59,0,0,0,0,0,0
71.95,-2.00,-2.07,0.33,0,0,0,0,0,0
72.00,-1.00,-1.85,4.26,0,0,0,0,0,0
72.05,-3.00,-2.08,-4.59,0,0,0,0,0,0
72.10,-2.00,-2.07,0.33,0,0,0,0,0,0
72.15,-3.00,-2.25,-3.74,0,0,0,0,0,0
72.20,-1.00,-2.00,5.01,0,0,0,0,0,0
72.25,-3.00,-2.20,-3.99,0,0,0,0,0,0
72.30,-2.00,-2.16,0.81,0,0,0,0,0,0
72.35,-3.00,-2.33,-3.35,0,0,0,0,0,0
72.40,-1.00,-2.06,5.32,0,0,0,0,0,0
72.45,-3.00,-2.25,-3.75,0,0,0,0,0,0
72.50,-2.00,-2.20,1.00,0,0,0,0,0,0
72.55,-3.00,-2.36,-3.20,0,0,0,0,0,0
72.60,-2.00,-2.29,1.44,0,0,0,0,0,0
72.65,-2.00,-2.23,1.15,0,0,0,0,0,0
72.70,-3.00,-2.38,-3.08,0,0,0,0,0,0
72.75,-2.00,-2.31,1.54,0,0,0,0,0,0
72.80,-3.00,-2.45,-2.77,0,0,0,0,0,0
72.85,-3.00,-2.56,-2.22,0,0,0,0,0,0
72.90,-2.00,-2.45,2.23,0,0,0,0,0,0
72.95,0.00,-1.96,9.78,0,0,0,0,0,0
73.00,-2.00,-1.97,-0.17,0,0,0,0,0,0
73.05,-2.00,-1.97,-0.14,0,0,0,0,0,0
73.10,-3.00,-2.18,-4.11,0,0,0,0,0,0
73.15,-1.00,-1.94,4.71,0,0,0,0,0,0
73.20,-4.00,-2.35,-8.23,0,0,0,0,0,0
73.25,0.00,-1.88,9.41,0,0,0,0,0,0
73.30,-2.00,-1.91,-0.47,0,0,0,0,0,0
73.35,-2.00,-1.93,-0.37,0,0,0,0,0,0
73.40,-3.00,-2.14,-4.30,0,0,0,0,0,0
73.45,-4.00,-2.51,-7.44,0,0,0,0,0,0
73.50,-2.00,-2.41,2.05,0,0,0,0,0,0
73.55,-2.00,-2.33,1.64,0,0,0,0,0,0
73.60,-1.00,-2.06,5.31,0,0,0,0,0,0
73.65,0.00,-1.65,8.25,0,0,0,0,0,0
73.70,0.00,-1.32,6.60,0,0,0,0,0,0
73.75,-2.00,-1.46,-2.72,0,0,0,0,0,0
73.80,-3.00,-1.76,-6.18,0,0,0,0,0,0
73.85,-3.00,-2.01,-4.94,0,0,0,0,0,0
73.90,-3.00,-2.21,-3.95,0,0,0,0,0,0
73.95,-4.00,-2.57,-7.16,0,0,0,0,0,0
74.00,-3.00,-2.65,-1.73,0,0,0,0,0,0
74.05,-2.00,-2.52,2.62,0,0,0,0,0,0
74.10,-2.00,-2.42,2.09,0,0,0,0,0,0
74.15,-4.00,-2.73,-6.33,0,0,0,0,0,0
74.20,-2.00,-2.59,2.94,0,0,0,0,0,0
74.25,-2.00,-2.47,2.35,0,0,0,0,0,0
74.30,-2.00,-2.38,1.88,0,0,0,0,0,0
74.35,-3.00,-2.50,-2.50,0,0,0,0,0,0
74.40,-2.00,-2.40,2.00,0,0,0,0,0,0
74.45,-2.00,-2.32,1.60,0,0,0,0,0,0
74.50,0.00,-1.86,9.28,0,0,0,0,0,0
74.55,-2.00,-1.89,-0.57,0,0,0,0,0,0
74.60,-3.00,-2.11,-4.46,0,0,0,0,0,0
74.65,-2.00,-2.09,0.43,0,0,0,0,0,0
74.70,0.00,-1.67,8.35,0,0,0,0,0,0
74.75,-2.00,-1.74,-1.32,0,0,0,0,0,0
74.80,-2.00,-1.79,-1.06,0,0,0,0,0,0
74.85,-4.00,-2.23,-8.85,0,0,0,0,0,0
74.90,-1.00,-1.98,4.92,0,0,0,0,0,0
74.95,-4.00,-2.39,-8.06,0,0,0,0,0,0
75.00,0.00,-1.91,9.55,0,0,0,0,0,0
