T,Alt,FAlt,FVeloc,LDA,Apogee,N-O,Drogue,Main,AUX
29.20,-3.00,-2.30,-3.49,0,0,0,0,0,0
29.25,-3.00,-2.44,-2.79,0,0,0,0,0,0
29.30,-2.00,-2.35,1.76,0,0,0,0,0,0
29.35,0.00,-1.88,9.41,0,0,0,0,0,0
29.40,-4.00,-2.31,-8.47,0,0,0,0,0,0
29.45,0.00,-1.84,9.22,0,0,0,0,0,0
29.50,-2.00,-1.88,-0.62,0,0,0,0,0,0
29.55,-2.00,-1.90,-0.50,0,0,0,0,0,0
29.60,-3.00,-2.12,-4.40,0,0,0,0,0,0
29.65,-1.00,-1.90,4.48,0,0,0,0,0,0
29.70,0.00,-1.52,7.59,0,0,0,0,0,0
29.75,-2.00,-1.61,-1.93,0,0,0,0,0,0
29.80,-4.00,-2.09,-9.55,0,0,0,0,0,0
29.85,-1.00,-1.87,4.36,0,0,0,0,0,0
29.90,-1.00,-1.70,3.49,0,0,0,0,0,0
29.95,-2.00,-1.76,-1.21,0,0,0,0,0,0
30.00,-3.00,-2.01,-4.97,0,0,0,0,0,0
30.05,-1.00,-1.81,4.03,0,0,0,0,0,0
30.10,-3.00,-2.04,-4.78,0,0,0,0,0,0
30.15,-5.00,-2.64,-11.82,0,0,0,0,0,0
30.20,-3.00,-2.71,-1.46,0,0,0,0,0,0
30.25,-2.00,-2.57,2.83,0,0,0,0,0,0
30.30,-2.00,-2.45,2.27,0,0,0,0,0,0
30.35,-2.00,-2.36,1.81,0,0,0,0,0,0
30.40,-2.00,-2.29,1.45,0,0,0,0,0,0
30.45,-2.00,-2.23,1.16,0,0,0,0,0,0
30.50,-2.00,-2.19,0.93,0,0,0,0,0,0
30.55,-2.00,-2.15,0.74,0,0,0,0,0,0
30.60,-3.00,-2.32,-3.41,0,0,0,0,0,0
30.65,-1.00,-2.06,5.28,0,0,0,0,0,0
30.70,-3.00,-2.24,-3.78,0,0,0,0,0,0
30.75,-2.00,-2.20,0.98,0,0,0,0,0,0
30.80,-3.00,-2.36,-3.22,0,0,0,0,0,0
30.85,-1.00,-2.08,5.42,0,0,0,0,0,0
30.90,-1.00,-1.87,4.34,0,0,0,0,0,0
30.95,-2.00,-1.89,-0.53,0,0,0,0,0,0
31.00,-2.00,-1.92,-0.42,0,0,0,0,0,0
31.05,-2.00,-1.93,-0.34,0,0,0,0,0,0
31.10,-1.00,-1.75,3.73,0,0,0,0,0,0
31.15,-1.00,-1.60,2.98,0,0,0,0,0,0
31.20,-1.00,-1.48,2.39,0,0,0,0,0,0
31.25,-3.00,-1.78,-6.09,0,0,0,0,0,0
31.30,-1.00,-1.63,3.13,0,0,0,0,0,0
31.35,-4.00,-2.10,-9.50,0,0,0,0,0,0
31.40,-1.00,-1.88,4.40,0,0,0,0,0,0
31.45,-3.00,-2.10,-4.48,0,0,0,0,0,0
31.50,-4.00,-2.48,-7.58,0,0,0,0,0,0
31.55,-3.00,-2.59,-2.07,0,0,0,0,0,0
31.60,-3.00,-2.67,-1.65,0,0,0,0,0,0
31.65,-2.00,-2.54,2.68,0,0,0,0,0,0
31.70,-3.00,-2.63,-1.86,0,0,0,0,0,0
31.75,-2.00,-2.50,2.51,0,0,0,0,0,0
31.80,-1.00,-2.20,6.01,0,0,0,0,0,0
31.85,-2.00,-2.16,0.81,0,0,0,0,0,0
31.90,-3.00,-2.33,-3.35,0,0,0,0,0,0
31.95,-1.00,-2.06,5.32,0,0,0,0,0,0
32.00,-4.00,-2.45,-7.75,0,0,0,0,0,0
32.05,-3.00,-2.56,-2.20,0,0,0,0,0,0
32.10,-1.00,-2.25,6.24,0,0,0,0,0,0
32.15,-2.00,-2.20,0.99,0,0,0,0,0,0
32.20,-3.00,-2.36,-3.20,0,0,0,0,0,0
32.25,-3.00,-2.49,-2.56,0,0,0,0,0,0
32.30,-2.00,-2.39,1.95,0,0,0,65534,65534,0
32.35,-2.00,-2.31,1.56,0,0,0,0,0,0
32.40,-3.00,-2.45,-2.75,0,0,0,0,0,0
32.45,-3.00,-2.56,-2.20,0,0,0,0,0,0
32.50,-2.00,-2.45,2.24,0,0,0,0,0,0
32.55,-4.00,-2.76,-6.21,0,0,0,0,0,0
32.60,-2.00,-2.61,3.03,0,0,0,0,0,0
32.65,-2.00,-2.49,2.43,0,0,0,0,0,0
32.70,-1.00,-2.19,5.94,0,0,0,0,0,0
32.75,-1.00,-1.95,4.75,0,0,0,0,0,0
32.80,-3.00,-2.16,-4.20,0,0,0,0,0,0
32.85,-2.00,-2.13,0.64,0,0,0,0,0,0
32.90,-3.00,-2.30,-3.49,0,0,0,0,0,0
32.95,-4.00,-2.64,-6.79,0,0,0,0,0,0
33.00,-3.00,-2.71,-1.43,0,0,0,0,0,0
33.05,-2.00,-2.57,2.85,0,0,0,0,0,0
33.10,-2.00,-2.46,2.28,0,0,0,0,0,0
33.15,-2.00,-2.37,1.83,0,0,0,0,0,0
33.20,-3.00,-2.49,-2.54,0,0,0,0,0,0
33.25,-1.00,-2.19,5.97,0,0,0,0,0,0
33.30,-2.00,-2.16,0.78,0,0,0,0,0,0
33.35,-1.00,-1.92,4.62,0,0,0,0,0,0
33.40,-1.00,-1.74,3.70,0,0,0,0,0,0
33.45,0.00,-1.39,6.96,0,0,0,0,0,0
33.50,-3.00,-1.71,-6.43,0,0,0,0,0,0
33.55,-1.00,-1.57,2.85,0,0,0,0,0,0
33.60,-2.00,-1.66,-1.72,0,0,0,0,0,0
33.65,-2.00,-1.73,-1.37,0,0,0,0,0,0
33.70,-1.00,-1.58,2.90,0,0,0,0,0,0
33.75,-2.00,-1.66,-1.68,0,0,0,0,0,0
33.80,-3.00,-1.93,-5.34,0,0,0,0,0,0
33.85,-4.00,-2.35,-8.27,0,0,0,0,0,0
33.90,-1.00,-2.08,5.38,0,0,0,0,0,0
33.95,-2.00,-2.06,0.30,0,0,0,0,0,0
34.00,0.00,-1.65,8.24,0,0,0,0,0,0
34.05,-3.00,-1.92,-5.41,0,0,0,0,0,0
34.10,-1.00,-1.74,3.68,0,0,0,0,0,0
34.15,-3.00,-1.99,-5.06,0,0,0,0,0,0
34.20,-1.00,-1.79,3.95,0,0,0,0,0,0
34.25,-2.00,-1.83,-0.84,0,0,0,0,0,0
34.30,-2.00,-1.87,-0.67,0,0,0,0,0,0
34.35,-3.00,-2.09,-4.54,0,0,0,0,0,0
34.40,-1.00,-1.87,4.37,0,0,0,0,0,0
34.45,-3.00,-2.10,-4.50,0,0,0,0,0,0
34.50,-5.00,-2.68,-11.60,0,0,0,0,0,0
34.55,-2.00,-2.54,2.72,0,0,0,0,0,0
34.60,-1.00,-2.23,6.17,0,0,0,0,0,0
34.65,0.00,-1.79,8.94,0,0,0,0,0,0
34.70,0.00,-1.43,7.15,0,0,0,0,0,0
34.75,-1.00,-1.34,1.72,0,0,0,0,0,0
34.80,-1.00,-1.28,1.38,0,0,0,0,0,0
34.85,-1.00,-1.22,1.10,0,0,0,0,0,0
34.90,-3.00,-1.58,-7.12,0,0,0,0,0,0
34.95,-1.00,-1.46,2.31,0,0,0,0,0,0
35.00,-2.00,-1.57,-2.16,0,0,0,0,0,0
35.05,-2.00,-1.66,-1.72,0,0,0,0,0,0
35.10,-4.00,-2.12,-9.38,0,0,0,0,0,0
35.15,0.00,-1.70,8.50,0,0,0,0,0,0
35.20,-4.00,-2.16,-9.20,0,0,0,0,0,0
35.25,-2.00,-2.13,0.64,0,0,0,0,0,0
35.30,-1.00,-1.90,4.51,0,0,0,0,0,0
35.35,-2.00,-1.92,-0.39,0,0,0,0,0,0
35.40,-1.00,-1.74,3.69,0,0,0,0,0,0
35.45,0.00,-1.39,6.95,0,0,0,0,0,0
35.50,-4.00,-1.91,-10.44,0,0,0,0,0,0
35.55,-2.00,-1.93,-0.35,0,0,0,0,0,0
35.60,-3.00,-2.14,-4.28,0,0,0,0,0,0
35.65,-2.00,-2.11,0.57,0,0,0,0,0,0
35.70,-1.00,-1.89,4.46,0,0,0,0,0,0
35.75,-1.00,-1.71,3.57,0,0,0,0,0,0
35.80,-3.00,-1.97,-5.15,0,0,0,0,0,0
35.85,-2.00,-1.98,-0.12,0,0,0,0,0,0
35.90,-4.00,-2.38,-8.09,0,0,0,0,0,0
35.95,-1.00,-2.11,5.53,0,0,0,0,0,0
36.00,-3.00,-2.28,-3.58,0,0,0,0,0,0
36.05,0.00,-1.83,9.14,0,0,0,0,0,0
36.10,0.00,-1.46,7.31,0,0,0,0,0,0
36.15,-4.00,-1.97,-10.15,0,0,0,0,0,0
36.20,-1.00,-1.78,3.88,0,0,0,0,0,0
36.25,-2.00,-1.82,-0.90,0,0,0,0,0,0
36.30,-2.00,-1.86,-0.72,0,0,0,0,0,0
36.35,-4.00,-2.29,-8.57,0,0,0,0,0,0
36.40,-1.00,-2.03,5.14,0,0,0,0,0,0
36.45,-1.00,-1.82,4.11,0,0,0,0,0,0
36.50,-3.00,-2.06,-4.71,0,0,0,0,0,0
36.55,-2.00,-2.05,0.23,0,0,0,0,0,0
36.60,-3.00,-2.24,-3.81,0,0,0,0,0,0
36.65,-3.00,-2.39,-3.05,0,0,0,0,0,0
36.70,-3.00,-2.51,-2.44,0,0,0,0,0,0
36.75,0.00,-2.01,10.05,0,0,0,0,0,0
36.80,-2.00,-2.01,0.04,0,0,0,0,0,0
36.85,-3.00,-2.21,-3.97,0,0,0,0,0,0
36.90,-2.00,-2.16,0.82,0,0,0,0,0,0
36.95,-2.00,-2.13,0.66,0,0,0,0,0,0
37.00,-1.00,-1.91,4.53,0,0,0,0,0,0
37.05,0.00,-1.52,7.62,0,0,0,0,0,0
37.10,-3.00,-1.82,-5.90,0,0,0,0,0,0
37.15,-3.00,-2.06,-4.72,0,0,0,0,0,0
37.20,-3.00,-2.24,-3.78,0,0,0,0,0,0
37.25,-3.00,-2.40,-3.02,0,0,0,0,0,0
37.30,-6.00,-3.12,-14.42,0,0,0,0,0,0
37.35,-1.00,-2.69,8.47,0,0,0,0,0,0
37.40,0.00,-2.15,10.77,0,0,0,0,0,0
37.45,-2.00,-2.12,0.62,0,0,0,0,0,0
37.50,-2.00,-2.10,0.49,0,0,0,0,0,0
37.55,-5.00,-2.68,-11.60,0,0,0,0,0,0
37.60,-4.00,-2.94,-5.28,0,0,0,0,0,0
37.65,-3.00,-2.95,-0.23,0,0,0,0,0,0
37.70,-3.00,-2.96,-0.18,0,0,0,0,0,0
37.75,-3.00,-2.97,-0.15,0,0,0,0,0,0
37.80,-3.00,-2.98,-0.12,0,0,0,0,0,0
37.85,-3.00,-2.98,-0.09,0,0,0,0,0,0
37.90,-4.00,-3.19,-4.07,0,0,0,0,0,0
37.95,-4.00,-3.35,-3.26,0,0,0,0,0,0
38.00,-3.00,-3.28,1.39,0,0,0,0,0,0
38.05,-3.00,-3.22,1.11,0,0,0,0,0,0
38.10,-6.00,-3.78,-11.11,0,0,0,0,0,0
38.15,-3.00,-3.62,3.11,0,0,0,0,0,0
38.20,-1.00,-3.10,10.49,0,0,0,0,0,0
38.25,-4.00,-3.28,-3.61,0,0,0,0,0,0
38.30,-4.00,-3.42,-2.89,0,0,0,0,0,0
38.35,-4.00,-3.54,-2.31,0,0,0,0,0,0
38.40,-3.00,-3.43,2.15,0,0,0,0,0,0
38.45,-4.00,-3.54,-2.28,0,0,0,0,0,0
38.50,-3.00,-3.44,2.18,0,0,0,0,0,0
38.55,-4.00,-3.55,-2.26,0,0,0,0,0,0
38.60,-4.00,-3.64,-1.81,0,0,0,0,0,0
38.65,0.00,-2.91,14.56,0,0,0,0,0,0
38.70,-3.00,-2.93,-0.36,0,0,0,0,0,0
38.75,-3.00,-2.94,-0.28,0,0,0,0,0,0
38.80,-5.00,-3.35,-8.23,0,0,0,0,0,0
38.85,-3.00,-3.28,1.42,0,0,0,0,0,0
38.90,-4.00,-3.43,-2.87,0,0,0,0,0,0
38.95,-4.00,-3.54,-2.29,0,0,0,0,0,0
39.00,-3.00,-3.43,2.17,0,0,0,0,0,0
39.05,-4.00,-3.55,-2.27,0,0,0,0,0,0
39.10,-2.00,-3.24,6.19,0,0,0,0,0,0
39.15,-4.00,-3.39,-3.05,0,0,0,0,0,0
39.20,-4.00,-3.51,-2.44,0,0,0,0,0,0
39.25,-4.00,-3.61,-1.95,0,0,0,0,0,0
39.30,-2.00,-3.29,6.44,0,0,0,0,0,0
39.35,-3.00,-3.23,1.15,0,0,0,0,0,0
39.40,-2.00,-2.98,4.92,0,0,0,0,0,0
39.45,-1.00,-2.59,7.94,0,0,0,0,0,0
39.50,-3.00,-2.67,-1.65,0,0,0,0,0,0
39.55,-4.00,-2.94,-5.32,0,0,0,0,0,0
39.60,-3.00,-2.95,-0.26,0,0,0,0,0,0
39.65,-4.00,-3.16,-4.21,0,0,0,0,0,0
39.70,-2.00,-2.93,4.64,0,0,0,0,0,0
39.75,-3.00,-2.94,-0.29,0,0,0,0,0,0
39.80,-2.00,-2.75,3.77,0,0,0,0,0,0
39.85,-2.00,-2.60,3.01,0,0,0,0,0,0
39.90,-3.00,-2.68,-1.59,0,0,0,0,0,0
39.95,-2.00,-2.55,2.73,0,0,0,0,0,0
40.00,-1.00,-2.24,6.18,0,0,0,0,0,0
40.05,-2.00,-2.19,0.95,0,0,0,0,0,0
40.10,-2.00,-2.15,0.76,0,0,0,0,0,0
40.15,-6.00,-2.92,-15.39,0,0,0,0,0,0
40.20,-2.00,-2.74,3.68,0,0,0,0,0,0
40.25,-3.00,-2.79,-1.05,0,0,0,0,0,0
40.30,-2.00,-2.63,3.16,0,0,0,0,0,0
40.35,-3.00,-2.71,-1.47,0,0,0,0,0,0
40.40,-4.00,-2.96,-5.18,0,0,0,0,0,0
40.45,-5.00,-3.37,-8.14,0,0,0,0,0,0
40.50,-4.00,-3.50,-2.51,0,0,0,0,0,0
40.55,-3.00,-3.40,1.99,0,0,0,0,0,0
40.60,-1.00,-2.92,9.59,0,0,0,0,0,0
40.65,-2.00,-2.73,3.67,0,0,0,0,0,0
40.70,-3.00,-2.79,-1.06,0,0,0,0,0,0
40.75,-3.00,-2.83,-0.85,0,0,0,0,0,0
40.80,-4.00,-3.06,-4.68,0,0,0,0,0,0
40.85,-4.00,-3.25,-3.74,0,0,0,0,0,0
40.90,-3.00,-3.20,1.01,0,0,0,0,0,0
40.95,-7.00,-3.96,-15.20,0,0,0,0,0,0
41.00,-2.00,-3.57,7.84,0,0,0,0,0,0
41.05,-3.00,-3.45,2.27,0,0,0,0,0,0
41.10,-1.00,-2.96,9.82,0,0,0,0,0,0
41.15,-2.00,-2.77,3.86,0,0,0,0,0,0
41.20,-4.00,-3.02,-4.92,0,0,0,0,0,0
41.25,-6.00,-3.61,-11.93,0,0,0,0,0,0
41.30,-4.00,-3.69,-1.55,0,0,0,0,0,0
41.35,-4.00,-3.75,-1.24,0,0,0,0,0,0
41.40,-3.00,-3.60,3.01,0,0,0,0,0,0
41.45,-4.00,-3.68,-1.59,0,0,0,0,0,0
41.50,-4.00,-3.75,-1.27,0,0,0,0,0,0
41.55,-1.00,-3.20,10.98,0,0,0,0,0,0
41.60,-2.00,-2.96,4.79,0,0,0,0,0,0
41.65,-5.00,-3.37,-8.17,0,0,0,0,0,0
41.70,-1.00,-2.89,9.46,0,0,0,0,0,0
41.75,-4.00,-3.11,-4.43,0,0,0,0,0,0
41.80,-3.00,-3.09,0.46,0,0,0,0,0,0
41.85,-3.00,-3.07,0.36,0,0,0,0,0,0
41.90,-2.00,-2.86,4.29,0,0,0,0,0,0
41.95,-6.00,-3.49,-12.57,0,0,0,0,0,0
42.00,-4.00,-3.59,-2.05,0,0,0,0,0,0
42.05,-1.00,-3.07,10.36,0,0,0,0,0,0
42.10,-1.00,-2.66,8.29,0,0,0,0,0,0
42.15,-3.00,-2.73,-1.37,0,0,0,0,0,0
42.20,-3.00,-2.78,-1.10,0,0,0,0,0,0
42.25,0.00,-2.22,11.12,0,0,0,0,0,0
42.30,-4.00,-2.58,-7.10,0,0,0,0,0,0
42.35,-2.00,-2.46,2.32,0,0,0,0,0,0
42.40,-3.00,-2.57,-2.15,0,0,0,0,0,0
42.45,-3.00,-2.66,-1.72,0,0,0,0,0,0
42.50,-2.00,-2.53,2.63,0,0,0,0,0,0
42.55,-1.00,-2.22,6.10,0,0,0,0,0,0
42.60,-3.00,-2.38,-3.12,0,0,0,0,0,0
42.65,-4.00,-2.70,-6.49,0,0,0,0,0,0
42.70,-2.00,-2.56,2.80,0,0,0,0,0,0
42.75,-3.00,-2.65,-1.76,0,0,0,0,0,0
42.80,-5.00,-3.12,-9.41,0,0,0,0,0,0
42.85,-5.00,-3.50,-7.52,0,0,0,0,0,0
42.90,-4.00,-3.60,-2.02,0,0,0,0,0,0
42.95,-3.00,-3.48,2.38,0,0,0,0,0,0
43.00,-4.00,-3.58,-2.09,0,0,0,0,0,0
43.05,-4.00,-3.67,-1.67,0,0,0,0,0,0
43.10,-5.00,-3.93,-5.34,0,0,0,0,0,0
43.15,-1.00,-3.35,11.73,0,0,0,0,0,0
43.20,-3.00,-3.28,1.38,0,0,0,0,0,0
43.25,-3.00,-3.22,1.11,0,0,0,0,0,0
43.30,-4.00,-3.38,-3.11,0,0,0,0,0,0
43.35,-4.00,-3.50,-2.49,0,0,0,0,0,0
43.40,-4.00,-3.60,-1.99,0,0,0,0,0,0
43.45,-3.00,-3.48,2.41,0,0,0,0,0,0
43.50,-2.00,-3.18,5.92,0,0,0,0,0,0
43.55,-1.00,-2.75,8.74,0,0,0,0,0,0
43.60,-3.00,-2.80,-1.01,0,0,0,0,0,0
43.65,-4.00,-3.04,-4.81,0,0,0,0,0,0
43.70,-2.00,-2.83,4.15,0,0,0,0,0,0
43.75,-3.00,-2.86,-0.68,0,0,0,0,0,0
43.80,-4.00,-3.09,-4.54,0,0,0,0,0,0
43.85,-1.00,-2.67,8.37,0,0,0,0,0,0
43.90,-4.00,-2.94,-5.31,0,0,0,0,0,0
43.95,-3.00,-2.95,-0.25,0,0,0,0,0,0
44.00,-2.00,-2.76,3.80,0,0,0,0,0,0
44.05,-4.00,-3.01,-4.96,0,0,0,0,0,0
44.10,-4.00,-3.21,-3.97,0,0,0,0,0,0
44.15,-3.00,-3.17,0.83,0,0,0,0,0,0
44.20,-6.00,-3.73,-11.34,0,0,0,0,0,0
44.25,-4.00,-3.79,-1.07,0,0,0,0,0,0
44.30,-3.00,-3.63,3.14,0,0,0,0,0,0
44.35,-3.00,-3.50,2.51,0,0,0,0,0,0
44.40,-3.00,-3.40,2.01,0,0,0,0,0,0
44.45,-2.00,-3.12,5.61,0,0,0,0,0,0
44.50,-6.00,-3.70,-11.51,0,0,0,0,0,0
44.55,-2.00,-3.36,6.79,0,0,0,0,0,0
44.60,-2.00,-3.09,5.43,0,0,0,0,0,0
44.65,0.00,-2.47,12.35,0,0,0,0,0,0
44.70,-3.00,-2.58,-2.12,0,0,0,0,0,0
44.75,-3.00,-2.66,-1.70,0,0,0,0,0,0
44.80,-4.00,-2.93,-5.36,0,0,0,0,0,0
44.85,0.00,-2.34,11.71,0,0,0,0,0,0
44.90,-4.00,-2.67,-6.63,0,0,0,0,0,0
44.95,-3.00,-2.74,-1.30,0,0,0,0,0,0
45.00,0.00,-2.19,10.96,0,0,0,0,0,0
45.05,-3.00,-2.35,-3.23,0,0,0,0,0,0
45.10,-1.00,-2.08,5.41,0,0,0,0,0,0
45.15,-2.00,-2.07,0.33,0,0,0,0,0,0
45.20,-1.00,-1.85,4.26,0,0,0,0,0,0
45.25,-1.00,-1.68,3.41,0,0,0,0,0,0
45.30,-2.00,-1.75,-1.27,0,0,0,0,0,0
45.35,0.00,-1.40,6.98,0,0,0,0,0,0
45.40,0.00,-1.12,5.59,0,0,0,0,0,0
45.45,-2.00,-1.29,-3.53,0,0,0,0,0,0
45.50,-4.00,-1.84,-10.82,0,0,0,0,0,0
45.55,-1.00,-1.67,3.34,0,0,0,0,0,0
45.60,-1.00,-1.53,2.67,0,0,0,0,0,0
45.65,-2.00,-1.63,-1.86,0,0,0,0,0,0
45.70,-2.00,-1.70,-1.49,0,0,0,0,0,0
45.75,-2.00,-1.76,-1.19,0,0,0,0,0,0
45.80,-3.00,-2.01,-4.95,0,0,0,0,0,0
45.85,-4.00,-2.41,-7.96,0,0,0,0,0,0
45.90,0.00,-1.93,9.63,0,0,0,0,0,0
45.95,-3.00,-2.14,-4.30,0,0,0,0,0,0
46.00,-2.00,-2.11,0.56,0,0,0,0,0,0
46.05,-3.00,-2.29,-3.55,0,0,0,0,0,0
46.10,-2.00,-2.23,1.16,0,0,0,0,0,0
46.15,-3.00,-2.39,-3.07,0,0,0,0,0,0
46.20,-2.00,-2.31,1.54,0,0,0,0,0,0
46.25,-1.00,-2.05,5.23,0,0,0,0,0,0
46.30,-1.00,-1.84,4.19,0,0,0,0,0,0
46.35,-1.00,-1.67,3.35,0,0,0,0,0,0
46.40,-4.00,-2.14,-9.32,0,0,0,0,0,0
46.45,-1.00,-1.91,4.54,0,0,0,0,0,0
46.50,-2.00,-1.93,-0.36,0,0,0,0,0,0
46.55,-2.00,-1.94,-0.29,0,0,0,0,0,0
46.60,-3.00,-2.15,-4.23,0,0,0,0,0,0
46.65,-1.00,-1.92,4.61,0,0,0,0,0,0
46.70,-1.00,-1.74,3.69,0,0,0,0,0,0
46.75,-2.00,-1.79,-1.05,0,0,0,0,0,0
46.80,-3.00,-2.03,-4.84,0,0,0,0,0,0
46.85,-3.00,-2.23,-3.87,0,0,0,0,0,0
46.90,0.00,-1.78,8.90,0,0,0,0,0,0
46.95,0.00,-1.42,7.12,0,0,0,0,0,0
47.00,-1.00,-1.34,1.70,0,0,0,0,0,0
47.05,-3.00,-1.67,-6.64,0,0,0,0,0,0
47.10,-3.00,-1.94,-5.31,0,0,0,0,0,0
47.15,0.00,-1.55,7.75,0,0,0,0,0,0
47.20,-2.00,-1.64,-1.80,0,0,0,0,0,0
47.25,-1.00,-1.51,2.56,0,0,0,0,0,0
47.30,-3.00,-1.81,-5.95,0,0,0,0,0,0
47.35,-4.00,-2.25,-8.76,0,0,0,0,0,0
47.40,-1.00,-2.00,4.99,0,0,0,0,0,0
47.45,0.00,-1.60,7.99,0,0,0,0,0,0
47.50,-2.00,-1.68,-1.61,0,0,0,0,0,0
47.55,0.00,-1.34,6.72,0,0,0,0,0,0
47.60,-2.00,-1.47,-2.63,0,0,0,0,0,0
47.65,-2.00,-1.58,-2.10,0,0,0,0,0,0
47.70,-3.00,-1.86,-5.68,0,0,0,0,0,0
47.75,-3.00,-2.09,-4.55,0,0,0,0,0,0
47.80,-3.00,-2.27,-3.64,0,0,0,0,0,0
47.85,-2.00,-2.22,1.09,0,0,0,0,0,0
47.90,-4.00,-2.57,-7.13,0,0,0,0,0,0
47.95,-2.00,-2.46,2.30,0,0,0,0,0,0
48.00,-2.00,-2.37,1.84,0,0,0,0,0,0
48.05,-4.00,-2.69,-6.53,0,0,0,0,0,0
48.10,-2.00,-2.56,2.78,0,0,0,0,0,0
48.15,-2.00,-2.44,2.22,0,0,0,0,0,0
48.20,-1.00,-2.16,5.78,0,0,0,0,0,0
48.25,-2.00,-2.12,0.62,0,0,0,0,0,0
48.30,-3.00,-2.30,-3.50,0,0,0,0,0,0
48.35,-3.00,-2.44,-2.80,0,0,0,0,0,0
48.40,-2.00,-2.35,1.76,0,0,0,0,0,0
48.45,-2.00,-2.28,1.41,0,0,0,0,0,0
48.50,-3.00,-2.43,-2.87,0,0,0,0,0,0
48.55,-3.00,-2.54,-2.30,0,0,0,0,0,0
48.60,-2.00,-2.43,2.16,0,0,0,0,0,0
48.65,-4.00,-2.75,-6.27,0,0,0,0,0,0
48.70,-2.00,-2.60,2.98,0,0,0,0,0,0
48.75,-3.00,-2.68,-1.61,0,0,0,0,0,0
48.80,-2.00,-2.54,2.71,0,0,0,0,0,0
48.85,-1.00,-2.23,6.17,0,0,0,0,0,0
48.90,-3.00,-2.39,-3.07,0,0,0,0,0,0
48.95,-1.00,-2.11,5.55,0,0,0,0,0,0
49.00,0.00,-1.69,8.44,0,0,0,0,0,0
49.05,-3.00,-1.95,-5.25,0,0,0,0,0,0
49.10,-2.00,-1.96,-0.20,0,0,0,0,0,0
49.15,-1.00,-1.77,3.84,0,0,0,0,0,0
49.20,-1.00,-1.61,3.07,0,0,0,0,0,0
49.25,-4.00,-2.09,-9.54,0,0,0,0,0,0
49.30,-3.00,-2.27,-3.63,0,0,0,0,0,0
49.35,-4.00,-2.62,-6.91,0,0,0,0,0,0
49.40,-4.00,-2.89,-5.53,0,0,0,0,0,0
49.45,-2.00,-2.72,3.58,0,0,0,0,0,0
49.50,-3.00,-2.77,-1.14,0,0,0,0,0,0
49.55,0.00,-2.22,11.09,0,0,0,0,0,0
49.60,-3.00,-2.37,-3.13,0,0,0,0,0,0
49.65,-1.00,-2.10,5.50,0,0,0,0,0,0
49.70,0.00,-1.68,8.40,0,0,0,0,0,0
49.75,-3.00,-1.94,-5.28,0,0,0,0,0,0
49.80,-3.00,-2.16,-4.22,0,0,0,0,0,0
49.85,-2.00,-2.12,0.62,0,0,0,0,0,0
49.90,-4.00,-2.50,-7.50,0,0,0,0,0,0
49.95,-5.00,-3.00,-10.00,0,0,0,0,0,0
50.00,-1.00,-2.60,8.00,0,0,0,0,0,0
50.05,-3.00,-2.68,-1.60,0,0,0,0,0,0
50.10,-2.00,-2.54,2.72,0,0,0,0,0,0
50.15,-2.00,-2.43,2.17,0,0,0,0,0,0
50.20,-3.00,-2.55,-2.26,0,0,0,0,0,0
50.25,-2.00,-2.44,2.19,0,0,0,0,0,0
50.30,-3.00,-2.55,-2.25,0,0,0,0,0,0
50.35,-3.00,-2.64,-1.80,0,0,0,0,0,0
50.40,-2.00,-2.51,2.56,0,0,0,0,0,0
50.45,-2.00,-2.41,2.05,0,0,0,0,0,0
50.50,-1.00,-2.13,5.64,0,0,0,0,0,0
50.55,-3.00,-2.30,-3.49,0,0,0,0,0,0
50.60,-3.00,-2.44,-2.79,0,0,0,0,0,0
50.65,-2.00,-2.35,1.77,0,0,0,0,0,0
50.70,-3.00,-2.48,-2.59,0,0,0,0,0,0
50.75,-1.00,-2.19,5.93,0,0,0,0,0,0
50.80,-4.00,-2.55,-7.25,0,0,0,0,0,0
50.85,0.00,-2.04,10.20,0,0,0,0,0,0
50.90,-2.00,-2.03,0.16,0,0,0,0,0,0
50.95,-4.00,-2.43,-7.87,0,0,0,0,0,0
51.00,-3.00,-2.54,-2.30,0,0,0,0,0,0
51.05,-3.00,-2.63,-1.84,0,0,0,0,0,0
51.10,-1.00,-2.31,6.53,0,0,0,0,0,0
51.15,-1.00,-2.04,5.22,0,0,0,0,0,0
51.20,-3.00,-2.24,-3.82,0,0,0,0,0,0
51.25,-1.00,-1.99,4.94,0,0,0,0,0,0
51.30,-3.00,-2.19,-4.05,0,0,0,0,0,0
51.35,-2.00,-2.15,0.76,0,0,0,0,0,0
51.40,-1.00,-1.92,4.61,0,0,0,0,0,0
51.45,-2.00,-1.94,-0.31,0,0,0,0,0,0
51.50,-3.00,-2.15,-4.25,0,0,0,0,0,0
51.55,-1.00,-1.92,4.60,0,0,0,0,0,0
51.60,-3.00,-2.14,-4.32,0,0,0,0,0,0
51.65,0.00,-1.71,8.54,0,0,0,0,0,0
51.70,-1.00,-1.57,2.84,0,0,0,0,0,0
51.75,-2.00,-1.65,-1.73,0,0,0,0,0,0
51.80,-1.00,-1.52,2.61,0,0,0,0,0,0
51.85,-3.00,-1.82,-5.91,0,0,0,0,0,0
51.90,-3.00,-2.05,-4.73,0,0,0,0,0,0
51.95,-2.00,-2.04,0.22,0,0,0,0,0,0
52.00,-1.00,-1.83,4.17,0,0,0,0,0,0
52.05,-2.00,-1.87,-0.66,0,0,0,0,0,0
