Time,Value,Temperature,Reading
86.8,3951,85.0F,9.1
86.85,3947,85.0F,9.1
86.9,3944,85.0F,9.1
86.95,3942,85.0F,9.1
87.0,3939,85.0F,9.1
87.05,3939,85.0F,9.1
87.1,3936,85.0F,9.1
87.15,3935,85.0F,9.1
87.2,3932,85.0F,9.1
87.25,3927,85.0F,9.1
87.3,3920,85.0F,9.1
87.35,3917,85.0F,9.1
87.4,3911,85.0F,9.1
87.45,3906,85.0F,9.1
87.5,3901,85.0F,9.1
87.55,3897,85.0F,9.1
87.6,3894,85.0F,9.1
87.65,3890,85.0F,9.1
87.7,3887,85.0F,9.1
87.75,3883,85.0F,9.1
87.8,3879,85.0F,9.1
87.85,3878,85.0F,9.1
87.9,3872,85.0F,9.1
87.95,3872,85.0F,9.1
88.0,3870,85.0F,9.1
88.05,3866,85.0F,9.1
88.1,3864,85.0F,9.1
88.15,3859,85.0F,9.1
88.2,3855,85.0F,9.1
88.25,3852,85.0F,9.1
88.3,3847,85.0F,9.1
88.35,3843,85.0F,9.1
88.4,3840,85.0F,9.1
88.45,3837,85.0F,9.1
88.5,3833,85.0F,9.1
88.55,3831,85.0F,9.1
88.6,3828,85.0F,9.1
88.65,3823,84.9F,9.1
88.7,3821,84.9F,9.1
88.75,3818,84.9F,9.1
88.8,3815,84.9F,9.1
88.85,3815,84.9F,9.1
88.9,3814,84.9F,9.1
88.95,3812,84.9F,9.1
89.0,3810,84.9F,9.1
89.05,3804,84.9F,9.1
89.1,3801,84.9F,9.1
89.15,3797,84.9F,9.1
89.2,3794,84.9F,9.1
89.25,3790,84.9F,9.1
89.3,3781,84.9F,9.1
89.35,3774,84.9F,9.1
89.4,3770,84.9F,9.1
89.45,3766,84.9F,9.1
89.5,3764,84.9F,9.1
89.55,3760,84.9F,9.1
89.6,3756,84.9F,9.1
89.65,3751,84.9F,9.1
89.7,3751,84.9F,9.1
89.75,3751,84.9F,9.1
89.8,3753,84.9F,9.1
89.85,3749,84.9F,9.1
89.9,3748,84.9F,9.1
89.95,3747,84.9F,9.1
90.0,3742,84.9F,9.1
90.05,3735,84.9F,9.1
90.1,3729,84.9F,9.1
90.15,3723,84.9F,9.1
90.2,3717,84.9F,9.1
90.25,3710,84.9F,9.1
90.3,3706,84.8F,9.1
90.35,3703,84.8F,9.1
90.4,3698,84.9F,9.1
90.45,3695,84.8F,9.1
90.5,3693,84.8F,9.1
90.55,3693,84.8F,9.1
90.6,3695,84.8F,9.1
90.65,3698,84.8F,9.1
90.7,3693,84.8F,9.1
90.75,3691,84.8F,9.1
90.8,3690,84.8F,9.1
90.85,3689,84.8F,9.1
90.9,3680,84.8F,9.1
90.95,3671,84.8F,9.1
91.0,3665,84.8F,9.1
91.05,3659,84.8F,9.1
91.1,3651,84.8F,9.1
91.15,3647,84.8F,9.1
91.2,3643,84.8F,9.1
91.25,3639,84.8F,9.1
91.3,3635,84.8F,9.1
91.35,3632,84.8F,9.1
91.4,3631,84.8F,9.1
91.45,3630,84.8F,9.1
91.5,3630,84.8F,9.1
91.55,3629,84.8F,9.1
91.6,3629,84.8F,9.1
91.65,3625,84.8F,9.1
91.7,3619,84.8F,9.1
91.75,3614,84.8F,9.1
91.8,3607,84.8F,9.1
91.85,3604,84.7F,9.1
91.9,3599,84.8F,9.1
91.95,3593,84.8F,9.1
92.0,3593,84.8F,9.1
92.05,3588,84.8F,9.1
92.1,3584,84.8F,9.1
92.15,3582,84.8F,9.1
92.2,3577,84.8F,9.1
92.25,3573,84.8F,9.1
92.3,3570,84.7F,9.1
92.35,3566,84.8F,9.1
92.4,3564,84.8F,9.1
92.45,3562,84.8F,9.1
92.5,3558,84.8F,9.1
92.55,3556,84.8F,9.1
92.6,3554,84.7F,9.1
92.65,3552,84.7F,9.1
92.7,3548,84.7F,9.1
92.75,3548,84.7F,9.1
92.8,3547,84.7F,9.1
92.85,3544,84.7F,9.1
92.9,3540,84.7F,9.1
92.95,3537,84.7F,9.1
93.0,3531,84.7F,9.1
93.05,3524,84.7F,9.1
93.1,3519,84.7F,9.1
93.15,3517,84.7F,9.1
93.2,3513,84.7F,9.1
93.25,3513,84.7F,9.1
93.3,3513,84.7F,9.1
93.35,3510,84.7F,9.1
93.4,3507,84.7F,9.1
93.45,3503,84.7F,9.1
93.5,3499,84.7F,9.1
93.55,3499,84.7F,9.1
93.6,3492,84.7F,9.1
93.65,3491,84.7F,9.1
93.7,3494,84.7F,9.1
93.75,3485,84.7F,9.1
93.8,3482,84.7F,9.1
93.85,3477,84.7F,9.1
93.9,3473,84.7F,9.1
93.95,3467,84.7F,9.1
94.0,3463,84.7F,9.1
94.05,3460,84.7F,9.1
94.1,3459,84.7F,9.1
94.15,3458,84.7F,9.1
94.2,3456,84.7F,9.1
94.25,3452,84.7F,9.1
94.3,3449,84.7F,9.1
94.35,3448,84.7F,9.1
94.4,3444,84.7F,9.1
94.45,3446,84.7F,9.1
94.5,3441,84.7F,9.1
94.55,3438,84.7F,9.1
94.6,3440,84.7F,9.1
94.65,3435,84.7F,9.1
94.7,3424,84.7F,9.1
94.75,3422,84.7F,9.1
94.8,3419,84.7F,9.1
94.85,3415,84.7F,9.1
94.9,3408,84.7F,9.1
94.95,3405,84.7F,9.1
95.0,3397,84.7F,9.1
95.05,3393,84.7F,9.1
95.1,3390,84.7F,9.1
95.15,3385,84.7F,9.1
95.2,3384,84.7F,9.1
95.25,3381,84.6F,9.1
95.3,3379,84.6F,9.1
95.35,3378,84.6F,9.1
95.4,3373,84.6F,9.1
95.45,3368,84.6F,9.1
95.5,3365,84.6F,9.1
95.55,3363,84.6F,9.1
95.6,3360,84.6F,9.1
95.65,3357,84.6F,9.1
95.7,3353,84.6F,9.1
95.75,3349,84.6F,9.1
95.8,3345,84.6F,9.1
95.85,3341,84.6F,9.1
95.9,3337,84.6F,9.1
95.95,3334,84.6F,9.1
96.0,3330,84.6F,9.1
96.05,3328,84.6F,9.1
96.1,3327,84.6F,9.1
96.15,3325,84.6F,9.1
96.2,3326,84.6F,9.1
96.25,3323,84.6F,9.1
96.3,3321,84.6F,9.1
96.35,3319,84.6F,9.1
96.4,3316,84.6F,9.1
96.45,3317,84.6F,9.1
96.5,3312,84.6F,9.1
96.55,3308,84.6F,9.1
96.6,3305,84.6F,9.1
96.65,3298,84.6F,9.1
96.7,3291,84.6F,9.1
96.75,3289,84.6F,9.1
96.8,3285,84.6F,9.1
96.85,3281,84.6F,9.1
96.9,3275,84.6F,9.1
96.95,3272,84.6F,9.1
97.0,3268,84.6F,9.1
97.05,3263,84.6F,9.1
97.1,3260,84.6F,9.1
97.15,3258,84.6F,9.1
97.2,3255,84.6F,9.1
97.25,3255,84.6F,9.1
97.3,3250,84.6F,9.1
97.35,3249,84.6F,9.1
97.4,3245,84.6F,9.1
97.45,3242,84.6F,9.1
97.5,3240,84.6F,9.1
97.55,3238,84.6F,9.1
97.6,3232,84.6F,9.1
97.65,3229,84.6F,9.1
97.7,3225,84.5F,9.1
97.75,3219,84.6F,9.1
97.8,3217,84.5F,9.1
97.85,3213,84.5F,9.1
97.9,3210,84.5F,9.1
97.95,3208,84.5F,9.1
98.0,3205,84.5F,9.1
98.05,3202,84.5F,9.1
98.1,3200,84.5F,9.1
98.15,3199,84.5F,9.1
98.2,3198,84.5F,9.1
98.25,3195,84.5F,9.1
98.3,3194,84.5F,9.1
98.35,3191,84.5F,9.1
98.4,3184,84.5F,9.1
98.45,3179,84.5F,9.1
98.5,3176,84.5F,9.1
98.55,3171,84.5F,9.1
98.6,3167,84.5F,9.1
98.65,3163,84.5F,9.1
98.7,3160,84.5F,9.1
98.75,3159,84.5F,9.1
98.8,3156,84.5F,9.1
98.85,3153,84.5F,9.1
98.9,3150,84.5F,9.1
98.95,3147,84.5F,9.1
99.0,3144,84.5F,9.1
99.05,3142,84.5F,9.1
99.1,3140,84.5F,9.1
99.15,3135,84.5F,9.1
99.2,3133,84.5F,9.1
99.25,3130,84.5F,9.1
99.3,3126,84.5F,9.1
99.35,3120,84.5F,9.1
99.4,3117,84.5F,9.1
99.45,3113,84.5F,9.1
99.5,3110,84.5F,9.1
99.55,3106,84.5F,9.1
99.6,3104,84.5F,9.1
99.65,3103,84.5F,9.1
99.7,3100,84.5F,9.1
99.75,3097,84.5F,9.1
99.8,3096,84.5F,9.1
99.85,3094,84.4F,9.1
99.9,3094,84.4F,9.1
99.95,3093,84.4F,9.1
100.0,3090,84.5F,9.1
100.05,3088,84.4F,9.1
100.1,3088,84.4F,9.1
100.15,3087,84.4F,9.1
100.2,3080,84.4F,9.1
100.25,3073,84.4F,9.1
100.3,3069,84.4F,9.1
100.35,3066,84.4F,9.1
100.4,3062,84.4F,9.1
100.45,3056,84.4F,9.1
100.5,3053,84.4F,9.1
100.55,3050,84.4F,9.1
100.6,3048,84.4F,9.1
100.65,3046,84.4F,9.1
100.7,3044,84.4F,9.1
100.75,3042,84.4F,9.1
100.8,3040,84.4F,9.1
100.85,3039,84.4F,9.1
100.9,3043,84.4F,9.1
100.95,3041,84.4F,9.1
101.0,3038,84.4F,9.1
101.05,3032,84.4F,9.1
101.1,3026,84.4F,9.1
101.15,3018,84.4F,9.1
101.2,3007,84.4F,9.1
101.25,3002,84.4F,9.1
101.3,3001,84.4F,9.1
101.35,2995,84.4F,9.1
101.4,2992,84.4F,9.1
101.45,2992,84.4F,9.1
101.5,2989,84.4F,9.1
101.55,2987,84.4F,9.1
101.6,2988,84.4F,9.1
101.65,2985,84.4F,9.1
101.7,2983,84.4F,9.1
101.75,2982,84.4F,9.1
101.8,2976,84.4F,9.1
101.85,2972,84.4F,9.1
101.9,2968,84.4F,9.1
101.95,2965,84.3F,9.1
102.0,2964,84.3F,9.1
102.05,2957,84.3F,9.1
102.1,2955,84.4F,9.1
102.15,2949,84.4F,9.1
102.2,2945,84.3F,9.1
102.25,2941,84.4F,9.1
102.3,2938,84.3F,9.1
102.35,2932,84.3F,9.1
102.4,2930,84.3F,9.1
102.45,2928,84.3F,9.1
102.5,2925,84.3F,9.1
102.55,2923,84.3F,9.1
102.6,2919,84.3F,9.1
102.65,2916,84.3F,9.1
102.7,2912,84.3F,9.1
102.75,2906,84.3F,9.1
102.8,2903,84.3F,9.1
102.85,2899,84.3F,9.1
102.9,2897,84.3F,9.1
102.95,2895,84.3F,9.1
103.0,2890,84.3F,9.1
103.05,2888,84.3F,9.1
103.1,2885,84.3F,9.1
103.15,2881,84.3F,9.1
103.2,2879,84.3F,9.1
103.25,2876,84.3F,9.1
103.3,2872,84.3F,9.1
103.35,2870,84.3F,9.1
103.4,2867,84.3F,9.1
103.45,2863,84.3F,9.1
103.5,2863,84.3F,9.1
103.55,2861,84.3F,9.1
103.6,2858,84.3F,9.1
103.65,2857,84.3F,9.1
103.7,2851,84.3F,9.1
103.75,2843,84.3F,9.1
103.8,2840,84.3F,9.1
103.85,2836,84.3F,9.1
103.9,2833,84.3F,9.1
103.95,2829,84.3F,9.1
104.0,2827,84.3F,9.1
104.05,2822,84.3F,9.1
104.1,2820,84.2F,9.1
104.15,2816,84.3F,9.1
104.2,2815,84.2F,9.1
104.25,2811,84.3F,9.1
104.3,2812,84.2F,9.1
104.35,2809,84.2F,9.1
104.4,2804,84.2F,9.1
104.45,2803,84.2F,9.1
104.5,2801,84.2F,9.1
104.55,2794,84.2F,9.1
104.6,2789,84.2F,9.1
104.65,2785,84.2F,9.1
104.7,2780,84.2F,9.1
104.75,2775,84.2F,9.1
104.8,2772,84.2F,9.1
104.85,2768,84.2F,9.1
104.9,2765,84.2F,9.1
104.95,2762,84.2F,9.1
105.0,2759,84.2F,9.1
105.05,2756,84.2F,9.1
105.1,2751,84.2F,9.1
105.15,2749,84.2F,9.1
105.2,2746,84.2F,9.1
105.25,2743,84.2F,9.1
105.3,2739,84.2F,9.1
105.35,2738,84.2F,9.1
105.4,2734,84.2F,9.1
105.45,2730,84.2F,9.1
105.5,2728,84.2F,9.1
105.55,2726,84.2F,9.1
105.6,2721,84.2F,9.1
105.65,2718,84.2F,9.1
105.7,2713,84.2F,9.1
105.75,2710,84.2F,9.1
105.8,2708,84.2F,9.1
105.85,2704,84.2F,9.1
105.9,2700,84.2F,9.1
105.95,2698,84.2F,9.1
106.0,2695,84.2F,9.1
106.05,2692,84.2F,9.1
106.1,2688,84.2F,9.1
106.15,2684,84.2F,9.1
106.2,2680,84.2F,9.1
106.25,2680,84.2F,9.1
106.3,2676,84.2F,9.1
106.35,2673,84.2F,9.1
106.4,2670,84.2F,9.1
106.45,2666,84.2F,9.1
106.5,2663,84.2F,9.1
106.55,2659,84.2F,9.1
106.6,2655,84.1F,9.1
106.65,2653,84.2F,9.1
106.7,2650,84.1F,9.1
106.75,2647,84.2F,9.1
106.8,2642,84.2F,9.1
106.85,2640,84.1F,9.1
106.9,2637,84.2F,9.1
106.95,2632,84.1F,9.1
107.0,2629,84.2F,9.1
107.05,2627,84.1F,9.1
107.1,2621,84.1F,9.1
107.15,2619,84.1F,9.1
107.2,2616,84.1F,9.1
107.25,2613,84.1F,9.1
107.3,2609,84.1F,9.1
107.35,2607,84.1F,9.1
107.4,2603,84.1F,9.1
107.45,2601,84.1F,9.1
107.5,2598,84.1F,9.1
107.55,2596,84.1F,9.1
107.6,2594,84.1F,9.1
107.65,2593,84.1F,9.1
107.7,2590,84.1F,9.1
107.75,2586,84.1F,9.1
107.8,2583,84.1F,9.1
107.85,2581,84.1F,9.1
107.9,2578,84.1F,9.1
107.95,2574,84.1F,9.1
108.0,2571,84.1F,9.1
108.05,2568,84.1F,9.1
108.1,2563,84.1F,9.1
108.15,2560,84.1F,9.1
108.2,2555,84.1F,9.1
108.25,2553,84.1F,9.1
108.3,2550,84.1F,9.1
108.35,2548,84.1F,9.1
108.4,2545,84.1F,9.1
108.45,2541,84.1F,9.1
108.5,2537,84.1F,9.1
108.55,2535,84.1F,9.1
108.6,2530,84.1F,9.1
108.65,2527,84.1F,9.1
108.7,2526,84.1F,9.1
108.75,2521,84.1F,9.1
108.8,2519,84.1F,9.1
108.85,2517,84.1F,9.1
108.9,2513,84.1F,9.1
108.95,2509,84.1F,9.1
109.0,2507,84.1F,9.1
109.05,2504,84.1F,9.1
109.1,2500,84.1F,9.1
109.15,2496,84.1F,9.1
109.2,2493,84.1F,9.1
109.25,2489,84.1F,9.1
109.3,2486,84.1F,9.1
109.35,2484,84.1F,9.1
109.4,2481,84.1F,9.1
109.45,2478,84.1F,9.1
109.5,2476,84.1F,9.1
109.55,2475,84.1F,9.1
109.6,2473,84.1F,9.1
109.65,2472,84.1F,9.1
109.7,2468,84.1F,9.1
109.75,2465,84.1F,9.1
109.8,2466,84.0F,9.1
109.85,2461,84.0F,9.1
109.9,2459,84.0F,9.1
109.95,2456,84.0F,9.1
110.0,2452,84.0F,9.1
110.05,2449,84.0F,9.1
110.1,2445,84.0F,9.1
110.15,2440,84.0F,9.1
110.2,2438,84.0F,9.1
110.25,2433,84.0F,9.1
110.3,2428,84.0F,9.1
110.35,2424,84.0F,9.1
110.4,2421,84.0F,9.1
110.45,2420,84.0F,9.1
110.5,2415,84.0F,9.1
110.55,2412,84.0F,9.1
110.6,2408,84.0F,9.1
110.65,2404,84.0F,9.1
110.7,2401,84.0F,9.1
110.75,2399,84.0F,9.1
110.8,2397,84.0F,9.1
110.85,2394,84.0F,9.1
110.9,2391,84.0F,9.1
110.95,2388,84.0F,9.1
111.0,2387,84.0F,9.1
111.05,2385,84.0F,9.1
111.1,2379,84.0F,9.1
111.15,2375,84.0F,9.1
111.2,2373,84.0F,9.1
111.25,2370,84.0F,9.1
111.3,2366,84.0F,9.1
111.35,2362,84.0F,9.1
111.4,2358,84.0F,9.1
111.45,2355,84.0F,9.1
111.5,2352,84.0F,9.1
111.55,2349,84.0F,9.1
111.6,2347,84.0F,9.1
111.65,2344,84.0F,9.1
111.7,2341,84.0F,9.1
111.75,2338,84.0F,9.1
111.8,2335,83.9F,9.1
111.85,2333,83.9F,9.1
111.9,2329,83.9F,9.1
111.95,2323,83.9F,9.1
112.0,2323,83.9F,9.1
112.05,2319,83.9F,9.1
112.1,2314,83.9F,9.1
112.15,2309,83.9F,9.1
112.2,2306,83.9F,9.1
112.25,2303,83.9F,9.1
112.3,2300,83.9F,9.1
112.35,2298,83.9F,9.1
112.4,2297,83.9F,9.1
112.45,2295,83.9F,9.1
112.5,2291,83.9F,9.1
112.55,2289,83.9F,9.1
112.6,2284,83.9F,9.1
112.65,2282,83.9F,9.1
112.7,2280,83.9F,9.1
112.75,2274,83.9F,9.1
112.8,2267,83.9F,9.1
112.85,2265,83.9F,9.1
112.9,2263,83.9F,9.1
112.95,2258,83.9F,9.1
113.0,2255,83.9F,9.1
113.05,2254,83.8F,9.1
113.1,2254,83.8F,9.1
113.15,2254,83.8F,9.1
113.2,2254,83.8F,9.1
113.25,2253,83.8F,9.1
113.3,2250,83.8F,9.1
113.35,2248,83.8F,9.1
113.4,2242,83.8F,9.1
113.45,2242,83.8F,9.1
113.5,2239,83.8F,9.1
113.55,2234,83.8F,9.1
113.6,2232,83.8F,9.1
113.65,2227,83.8F,9.1
113.7,2222,83.8F,9.1
113.75,2221,83.7F,9.1
113.8,2216,83.7F,9.1
113.85,2214,83.8F,9.1
113.9,2211,83.8F,9.1
113.95,2204,83.8F,9.1
114.0,2205,83.7F,9.1
114.05,2204,83.8F,9.1
114.1,2200,83.8F,9.1
114.15,2199,83.7F,9.1
114.2,2196,83.7F,9.1
114.25,2194,83.8F,9.1
114.3,2185,83.8F,9.1
114.35,2182,83.8F,9.1
114.4,2178,83.7F,9.1
114.45,2173,83.8F,9.1
114.5,2167,83.8F,9.1
114.55,2163,83.7F,9.1
114.6,2159,83.8F,9.1
114.65,2154,83.8F,9.1
114.7,2151,83.8F,9.1
114.75,2148,83.7F,9.1
114.8,2147,83.7F,9.1
114.85,2145,83.8F,9.1
114.9,2141,83.7F,9.1
114.95,2138,83.7F,9.1
115.0,2135,83.7F,9.1
115.05,2132,83.7F,9.1
115.1,2130,83.7F,9.1
115.15,2125,83.7F,9.1
115.2,2123,83.7F,9.1
115.25,2119,83.7F,9.1
115.3,2114,83.7F,9.1
115.35,2111,83.7F,9.1
115.4,2110,83.7F,9.1
115.45,2106,83.7F,9.1
115.5,2102,83.7F,9.1
115.55,2095,83.7F,9.1
115.6,2092,83.7F,9.1
115.65,2088,83.7F,9.1
115.7,2084,83.7F,9.1
115.75,2079,83.7F,9.1
115.8,2078,83.7F,9.1
115.85,2075,83.7F,9.1
115.9,2075,83.7F,9.1
115.95,2073,83.7F,9.1
116.0,2071,83.7F,9.1
116.05,2068,83.7F,9.1
116.1,2064,83.7F,9.1
116.15,2062,83.7F,9.1
116.2,2060,83.7F,9.1
116.25,2055,83.7F,9.1
116.3,2050,83.7F,9.1
116.35,2047,83.7F,9.1
116.4,2045,83.7F,9.1
116.45,2041,83.7F,9.1
116.5,2038,83.7F,9.1
116.55,2034,83.7F,9.1
116.6,2032,83.7F,9.1
116.65,2028,83.7F,9.1
116.7,2024,83.7F,9.1
116.75,2023,83.7F,9.1
116.8,2020,83.7F,9.1
116.85,2018,83.7F,9.1
116.9,2014,83.7F,9.1
116.95,2013,83.7F,9.1
117.0,2009,83.7F,9.1
117.05,2007,83.7F,9.1
117.1,2009,83.7F,9.1
117.15,2007,83.7F,9.1
117.2,2005,83.6F,9.1
117.25,2000,83.7F,9.1
117.3,1999,83.6F,9.1
117.35,1999,83.6F,9.1
117.4,1996,83.6F,9.1
117.45,1992,83.7F,9.1
117.5,1987,83.6F,9.1
117.55,1988,83.6F,9.1
117.6,1980,83.6F,9.1
117.65,1977,83.6F,9.1
117.7,1973,83.6F,9.1
117.75,1971,83.6F,9.1
117.8,1966,83.6F,9.1
117.85,1965,83.6F,9.1
117.9,1962,83.6F,9.1
117.95,1960,83.6F,9.1
118.0,1958,83.6F,9.1
118.05,1954,83.6F,9.1
118.1,1953,83.6F,9.1
118.15,1953,83.6F,9.1
118.2,1948,83.6F,9.1
118.25,1944,83.6F,9.1
118.3,1938,83.6F,9.1
118.35,1937,83.6F,9.1
118.4,1945,83.6F,9.1
118.45,1941,83.6F,9.1
118.5,1935,83.6F,9.1
118.55,1931,83.5F,9.1
118.6,1924,83.5F,9.1
118.65,1922,83.5F,9.1
118.7,1915,83.5F,9.1
118.75,1913,83.5F,9.1
118.8,1910,83.5F,9.1
118.85,1901,83.5F,9.1
118.9,1891,83.5F,9.1
118.95,1887,83.5F,9.1
119.0,1885,83.5F,9.1
119.05,1877,83.5F,9.1
119.1,1875,83.5F,9.1
119.15,1872,83.5F,9.1
119.2,1870,83.5F,9.1
119.25,1867,83.5F,9.1
119.3,1864,83.5F,9.1
119.35,1860,83.5F,9.1
119.4,1854,83.5F,9.1
119.45,1851,83.5F,9.1
119.5,1847,83.5F,9.1
119.55,1843,83.5F,9.1
119.6,1839,83.5F,9.1
119.65,1834,83.5F,9.1
119.7,1831,83.5F,9.1
119.75,1828,83.5F,9.1
119.8,1825,83.5F,9.1
119.85,1822,83.5F,9.1
119.9,1820,83.5F,9.1
119.95,1819,83.5F,9.1
120.0,1815,83.5F,9.1
120.05,1812,83.5F,9.1
120.1,1809,83.5F,9.1
120.15,1807,83.5F,9.1
120.2,1803,83.5F,9.1
120.25,1799,83.5F,9.1
120.3,1795,83.5F,9.1
120.35,1791,83.5F,9.1
120.4,1785,83.5F,9.1
120.45,1782,83.5F,9.1
120.5,1779,83.5F,9.1
120.55,1775,83.4F,9.1
120.6,1771,83.5F,9.1
120.65,1768,83.5F,9.1
120.7,1765,83.5F,9.1
120.75,1764,83.5F,9.1
120.8,1762,83.5F,9.1
120.85,1758,83.5F,9.1
120.9,1756,83.4F,9.1
120.95,1753,83.4F,9.1
121.0,1749,83.4F,9.1
121.05,1747,83.4F,9.1
121.1,1743,83.4F,9.1
121.15,1739,83.4F,9.1
121.2,1735,83.4F,9.1
121.25,1730,83.4F,9.1
121.3,1727,83.4F,9.1
121.35,1724,83.4F,9.1
121.4,1719,83.4F,9.1
121.45,1717,83.4F,9.1
121.5,1713,83.4F,9.1
121.55,1710,83.4F,9.1
121.6,1708,83.4F,9.1
121.65,1705,83.4F,9.1
121.7,1702,83.4F,9.1
121.75,1701,83.4F,9.1
121.8,1698,83.4F,9.1
121.85,1696,83.4F,9.1
121.9,1693,83.4F,9.1
121.95,1690,83.4F,9.1
122.0,1686,83.4F,9.1
122.05,1683,83.4F,9.1
122.1,1679,83.4F,9.1
122.15,1674,83.4F,9.1
122.2,1670,83.4F,9.1
122.25,1665,83.4F,9.1
122.3,1661,83.4F,9.1
122.35,1658,83.4F,9.1
122.4,1655,83.4F,9.1
122.45,1651,83.4F,9.1
122.5,1650,83.4F,9.1
122.55,1647,83.4F,9.1
122.6,1645,83.4F,9.1
122.65,1641,83.4F,9.1
122.7,1639,83.4F,9.1
122.75,1636,83.4F,9.1
122.8,1634,83.4F,9.1
122.85,1632,83.4F,9.1
122.9,1627,83.4F,9.1
122.95,1622,83.4F,9.1
123.0,1619,83.4F,9.1
123.05,1615,83.4F,9.1
123.1,1611,83.4F,9.1
123.15,1607,83.4F,9.1
123.2,1603,83.4F,9.1
123.25,1598,83.4F,9.1
123.3,1594,83.4F,9.1
123.35,1590,83.4F,9.1
123.4,1589,83.4F,9.1
123.45,1589,83.4F,9.1
123.5,1587,83.4F,9.1
123.55,1587,83.4F,9.1
123.6,1585,83.4F,9.1
123.65,1587,83.3F,9.1
123.7,1580,83.3F,9.1
123.75,1575,83.3F,9.1
123.8,1568,83.3F,9.1
123.85,1563,83.3F,9.1
123.9,1556,83.3F,9.1
123.95,1552,83.3F,9.1
124.0,1547,83.3F,9.1
124.05,1543,83.3F,9.1
124.1,1541,83.3F,9.1
124.15,1539,83.3F,9.1
124.2,1536,83.3F,9.1
124.25,1535,83.3F,9.1
124.3,1533,83.3F,9.1
124.35,1529,83.3F,9.1
124.4,1524,83.3F,9.1
124.45,1519,83.3F,9.1
124.5,1514,83.3F,9.1
124.55,1511,83.3F,9.1
124.6,1507,83.3F,9.1
124.65,1504,83.3F,9.1
124.7,1502,83.3F,9.1
124.75,1499,83.3F,9.1
124.8,1494,83.3F,9.1
124.85,1492,83.3F,9.1
124.9,1489,83.3F,9.1
124.95,1486,83.2F,9.1
125.0,1483,83.2F,9.1
125.05,1482,83.2F,9.1
125.1,1479,83.2F,9.1
125.15,1479,83.2F,9.1
125.2,1477,83.2F,9.1
125.25,1472,83.2F,9.1
125.3,1468,83.2F,9.1
125.35,1467,83.2F,9.1
125.4,1462,83.2F,9.1
125.45,1460,83.2F,9.1
125.5,1454,83.2F,9.1
125.55,1449,83.2F,9.1
125.6,1444,83.2F,9.1
125.65,1440,83.2F,9.1
125.7,1435,83.2F,9.1
125.75,1432,83.2F,9.1
125.8,1430,83.2F,9.1
125.85,1426,83.2F,9.1
125.9,1425,83.2F,9.1
125.95,1421,83.2F,9.1
126.0,1419,83.2F,9.1
126.05,1416,83.2F,9.1
126.1,1413,83.2F,9.1
126.15,1411,83.2F,9.1
126.2,1411,83.2F,9.1
126.25,1408,83.2F,9.1
126.3,1407,83.2F,9.1
126.35,1406,83.2F,9.1
126.4,1401,83.2F,9.1
126.45,1398,83.2F,9.1
126.5,1395,83.2F,9.1
126.55,1391,83.2F,9.1
126.6,1387,83.2F,9.1
126.65,1382,83.2F,9.1
126.7,1378,83.2F,9.1
126.75,1375,83.2F,9.1
126.8,1372,83.2F,9.1
126.85,1367,83.2F,9.1
126.9,1364,83.2F,9.1
126.95,1363,83.2F,9.1
127.0,1366,83.2F,9.1
127.05,1365,83.2F,9.1
127.1,1365,83.2F,9.1
127.15,1362,83.2F,9.1
127.2,1361,83.2F,9.1
127.25,1358,83.2F,9.1
127.3,1349,83.2F,9.1
127.35,1343,83.2F,9.1
127.4,1339,83.2F,9.1
127.45,1333,83.2F,9.1
127.5,1330,83.2F,9.1
127.55,1329,83.1F,9.1
127.6,1322,83.2F,9.1
127.65,1321,83.1F,9.1
127.7,1316,83.2F,9.1
127.75,1314,83.1F,9.1
127.8,1312,83.1F,9.1
127.85,1311,83.1F,9.1
127.9,1308,83.1F,9.1
127.95,1305,83.1F,9.1
128.0,1305,83.1F,9.1
128.05,1302,83.1F,9.1
128.1,1297,83.1F,9.1
128.15,1294,83.1F,9.1
128.2,1292,83.1F,9.1
128.25,1288,83.1F,9.1
128.3,1284,83.1F,9.1
128.35,1280,83.1F,9.1
128.4,1278,83.1F,9.1
128.45,1274,83.1F,9.1
128.5,1270,83.1F,9.1
128.55,1264,83.1F,9.1
128.6,1260,83.1F,9.1
128.65,1255,83.1F,9.1
128.7,1252,83.1F,9.1
128.75,1249,83.1F,9.1
128.8,1248,83.1F,9.1
128.85,1246,83.1F,9.1
128.9,1242,83.1F,9.1
128.95,1241,83.1F,9.1
129.0,1237,83.1F,9.1
129.05,1233,83.1F,9.1
129.1,1230,83.1F,9.1
129.15,1228,83.1F,9.1
129.2,1223,83.1F,9.1
129.25,1221,83.1F,9.1
129.3,1219,83.1F,9.1
129.35,1215,83.1F,9.1
129.4,1213,83.1F,9.1
129.45,1211,83.1F,9.1
129.5,1208,83.1F,9.1
129.55,1205,83.1F,9.1
129.6,1204,83.0F,9.1
129.65,1201,83.1F,9.1
129.7,1198,83.1F,9.1
129.75,1195,83.0F,9.1
129.8,1192,83.1F,9.1
129.85,1189,83.0F,9.1
129.9,1186,83.1F,9.1
129.95,1182,83.0F,9.1
130.0,1181,83.0F,9.1
130.05,1177,83.0F,9.1
130.1,1174,83.0F,9.1
130.15,1171,83.0F,9.1
130.2,1170,83.0F,9.1
130.25,1167,83.0F,9.1
130.3,1166,83.0F,9.1
130.35,1166,83.0F,9.1
130.4,1163,83.0F,9.1
130.45,1162,83.0F,9.1
