Time,Value,Temperature,Reading
43.1,6888,86.3F,9.1
43.15,6890,86.3F,9.1
43.2,6885,86.3F,9.1
43.25,6871,86.3F,9.1
43.3,6865,86.3F,9.1
43.35,6864,86.3F,9.1
43.4,6865,86.3F,9.1
43.45,6855,86.3F,9.1
43.5,6848,86.3F,9.1
43.55,6845,86.3F,9.1
43.6,6840,86.3F,9.1
43.65,6841,86.3F,9.1
43.7,6842,86.3F,9.1
43.75,6837,86.3F,9.1
43.8,6830,86.3F,9.1
43.85,6833,86.3F,9.1
43.9,6840,86.3F,9.1
43.95,6850,86.3F,9.1
44.0,6835,86.2F,9.1
44.05,6826,86.3F,9.1
44.1,6821,86.3F,9.1
44.15,6819,86.2F,9.1
44.2,6814,86.2F,9.1
44.25,6796,86.3F,9.1
44.3,6793,86.2F,9.1
44.35,6790,86.2F,9.1
44.4,6784,86.2F,9.1
44.45,6780,86.2F,9.1
44.5,6778,86.2F,9.1
44.55,6774,86.2F,9.1
44.6,6771,86.2F,9.1
44.65,6771,86.2F,9.1
44.7,6769,86.2F,9.1
44.75,6766,86.2F,9.1
44.8,6770,86.2F,9.1
44.85,6777,86.2F,9.1
44.9,6752,86.2F,9.1
44.95,6748,86.2F,9.1
45.0,6742,86.2F,9.1
45.05,6742,86.2F,9.1
45.1,6734,86.2F,9.1
45.15,6728,86.2F,9.1
45.2,6724,86.2F,9.1
45.25,6721,86.2F,9.1
45.3,6718,86.2F,9.1
45.35,6717,86.2F,9.1
45.4,6714,86.2F,9.1
45.45,6713,86.2F,9.1
45.5,6711,86.2F,9.1
45.55,6706,86.2F,9.1
45.6,6702,86.2F,9.1
45.65,6702,86.2F,9.1
45.7,6698,86.2F,9.1
45.75,6693,86.2F,9.1
45.8,6687,86.2F,9.1
45.85,6686,86.2F,9.1
45.9,6680,86.2F,9.1
45.95,6675,86.2F,9.1
46.0,6669,86.2F,9.1
46.05,6666,86.2F,9.1
46.1,6663,86.2F,9.1
46.15,6660,86.2F,9.1
46.2,6659,86.2F,9.1
46.25,6662,86.2F,9.1
46.3,6661,86.2F,9.1
46.35,6659,86.2F,9.1
46.4,6655,86.2F,9.1
46.45,6645,86.2F,9.1
46.5,6646,86.2F,9.1
46.55,6645,86.2F,9.1
46.6,6640,86.2F,9.1
46.65,6632,86.2F,9.1
46.7,6625,86.2F,9.1
46.75,6620,86.2F,9.1
46.8,6618,86.2F,9.1
46.85,6618,86.2F,9.1
46.9,6616,86.2F,9.1
46.95,6612,86.2F,9.1
47.0,6607,86.2F,9.1
47.05,6608,86.2F,9.1
47.1,6603,86.2F,9.1
47.15,6596,86.2F,9.1
47.2,6592,86.2F,9.1
47.25,6593,86.2F,9.1
47.3,6592,86.2F,9.1
47.35,6586,86.2F,9.1
47.4,6583,86.2F,9.1
47.45,6579,86.2F,9.1
47.5,6575,86.2F,9.1
47.55,6574,86.1F,9.1
47.6,6567,86.2F,9.1
47.65,6564,86.1F,9.1
47.7,6565,86.1F,9.1
47.75,6562,86.2F,9.1
47.8,6560,86.2F,9.1
47.85,6564,86.2F,9.1
47.9,6557,86.2F,9.1
47.95,6566,86.1F,9.1
48.0,6560,86.1F,9.1
48.05,6541,86.2F,9.1
48.1,6536,86.1F,9.1
48.15,6534,86.1F,9.1
48.2,6527,86.1F,9.1
48.25,6525,86.1F,9.1
48.3,6522,86.1F,9.1
48.35,6516,86.1F,9.1
48.4,6512,86.1F,9.1
48.45,6508,86.1F,9.1
48.5,6507,86.1F,9.1
48.55,6503,86.1F,9.1
48.6,6503,86.1F,9.1
48.65,6502,86.1F,9.1
48.7,6501,86.1F,9.1
48.75,6499,86.1F,9.1
48.8,6501,86.1F,9.1
48.85,6490,86.1F,9.1
48.9,6483,86.1F,9.1
48.95,6478,86.1F,9.1
49.0,6475,86.1F,9.1
49.05,6471,86.1F,9.1
49.1,6465,86.1F,9.1
49.15,6458,86.1F,9.1
49.2,6455,86.1F,9.1
49.25,6452,86.1F,9.1
49.3,6447,86.1F,9.1
49.35,6444,86.1F,9.1
49.4,6441,86.1F,9.1
49.45,6440,86.1F,9.1
49.5,6438,86.1F,9.1
49.55,6432,86.1F,9.1
49.6,6430,86.1F,9.1
49.65,6430,86.1F,9.1
49.7,6428,86.1F,9.1
49.75,6423,86.1F,9.1
49.8,6419,86.1F,9.1
49.85,6415,86.1F,9.1
49.9,6412,86.1F,9.1
49.95,6407,86.1F,9.1
50.0,6405,86.1F,9.1
50.05,6400,86.1F,9.1
50.1,6395,86.1F,9.1
50.15,6391,86.1F,9.1
50.2,6387,86.1F,9.1
50.25,6385,86.1F,9.1
50.3,6382,86.1F,9.1
50.35,6378,86.1F,9.1
50.4,6376,86.1F,9.1
50.45,6372,86.1F,9.1
50.5,6369,86.1F,9.1
50.55,6366,86.1F,9.1
50.6,6362,86.1F,9.1
50.65,6358,86.1F,9.1
50.7,6356,86.1F,9.1
50.75,6351,86.1F,9.1
50.8,6349,86.1F,9.1
50.85,6346,86.1F,9.1
50.9,6342,86.1F,9.1
50.95,6338,86.1F,9.1
51.0,6337,86.1F,9.1
51.05,6335,86.1F,9.1
51.1,6332,86.1F,9.1
51.15,6333,86.1F,9.1
51.2,6332,86.1F,9.1
51.25,6333,86.1F,9.1
51.3,6336,86.1F,9.1
51.35,6326,86.1F,9.1
51.4,6315,86.1F,9.1
51.45,6312,86.1F,9.1
51.5,6305,86.1F,9.1
51.55,6301,86.1F,9.1
51.6,6299,86.1F,9.1
51.65,6293,86.1F,9.1
51.7,6290,86.1F,9.1
51.75,6287,86.1F,9.1
51.8,6282,86.1F,9.1
51.85,6280,86.1F,9.1
51.9,6274,86.1F,9.1
51.95,6272,86.1F,9.1
52.0,6268,86.1F,9.1
52.05,6264,86.1F,9.1
52.1,6262,86.1F,9.1
52.15,6259,86.1F,9.1
52.2,6258,86.1F,9.1
52.25,6253,86.1F,9.1
52.3,6250,86.1F,9.1
52.35,6245,86.1F,9.1
52.4,6242,86.1F,9.1
52.45,6239,86.1F,9.1
52.5,6233,86.1F,9.1
52.55,6229,86.0F,9.1
52.6,6226,86.1F,9.1
52.65,6224,86.0F,9.1
52.7,6221,86.0F,9.1
52.75,6218,86.0F,9.1
52.8,6214,86.0F,9.1
52.85,6211,86.0F,9.1
52.9,6207,86.1F,9.1
52.95,6204,86.0F,9.1
53.0,6201,86.0F,9.1
53.05,6199,86.0F,9.1
53.1,6195,86.0F,9.1
53.15,6193,86.0F,9.1
53.2,6189,86.0F,9.1
53.25,6187,86.0F,9.1
53.3,6182,86.0F,9.1
53.35,6180,86.0F,9.1
53.4,6176,86.0F,9.1
53.45,6173,86.0F,9.1
53.5,6170,86.0F,9.1
53.55,6165,86.0F,9.1
53.6,6160,86.0F,9.1
53.65,6159,86.0F,9.1
53.7,6157,86.0F,9.1
53.75,6154,86.0F,9.1
53.8,6153,86.0F,9.1
53.85,6147,86.0F,9.1
53.9,6145,86.0F,9.1
53.95,6143,86.0F,9.1
54.0,6141,86.0F,9.1
54.05,6136,86.0F,9.1
54.1,6132,86.0F,9.1
54.15,6128,86.0F,9.1
54.2,6124,86.0F,9.1
54.25,6119,86.0F,9.1
54.3,6118,86.0F,9.1
54.35,6113,86.0F,9.1
54.4,6110,86.0F,9.1
54.45,6107,86.0F,9.1
54.5,6104,86.0F,9.1
54.55,6100,86.0F,9.1
54.6,6098,86.0F,9.1
54.65,6095,86.0F,9.1
54.7,6090,86.0F,9.1
54.75,6088,86.0F,9.1
54.8,6084,86.0F,9.1
54.85,6081,86.0F,9.1
54.9,6077,86.0F,9.1
54.95,6072,86.0F,9.1
55.0,6069,86.0F,9.1
55.05,6066,86.0F,9.1
55.1,6065,86.0F,9.1
55.15,6058,86.0F,9.1
55.2,6057,86.0F,9.1
55.25,6053,86.0F,9.1
55.3,6051,86.0F,9.1
55.35,6048,86.0F,9.1
55.4,6044,86.0F,9.1
55.45,6040,86.0F,9.1
55.5,6037,86.0F,9.1
55.55,6035,86.0F,9.1
55.6,6032,86.0F,9.1
55.65,6029,86.0F,9.1
55.7,6029,86.0F,9.1
55.75,6026,86.0F,9.1
55.8,6020,86.0F,9.1
55.85,6014,86.0F,9.1
55.9,6012,86.0F,9.1
55.95,6009,86.0F,9.1
56.0,6006,86.0F,9.1
56.05,6002,86.0F,9.1
56.1,5998,86.0F,9.1
56.15,5996,86.0F,9.1
56.2,5994,86.0F,9.1
56.25,5993,86.0F,9.1
56.3,5987,86.0F,9.1
56.35,5984,86.0F,9.1
56.4,5981,86.0F,9.1
56.45,5978,86.0F,9.1
56.5,5977,86.0F,9.1
56.55,5973,86.0F,9.1
56.6,5968,86.0F,9.1
56.65,5968,86.0F,9.1
56.7,5968,86.0F,9.1
56.75,5964,85.9F,9.1
56.8,5958,86.0F,9.1
56.85,5952,85.9F,9.1
56.9,5948,86.0F,9.1
56.95,5944,86.0F,9.1
57.0,5943,85.9F,9.1
57.05,5944,85.9F,9.1
57.1,5945,86.0F,9.1
57.15,5942,85.9F,9.1
57.2,5940,85.9F,9.1
57.25,5930,85.9F,9.1
57.3,5920,85.9F,9.1
57.35,5916,85.9F,9.1
57.4,5915,85.9F,9.1
57.45,5911,85.9F,9.1
57.5,5906,85.9F,9.1
57.55,5902,86.0F,9.1
57.6,5901,85.9F,9.1
57.65,5899,85.9F,9.1
57.7,5895,85.9F,9.1
57.75,5892,85.9F,9.1
57.8,5889,85.9F,9.1
57.85,5888,85.9F,9.1
57.9,5888,85.9F,9.1
57.95,5882,85.9F,9.1
58.0,5877,85.9F,9.1
58.05,5881,85.9F,9.1
58.1,5888,85.9F,9.1
58.15,5880,85.9F,9.1
58.2,5868,85.9F,9.1
58.25,5867,85.9F,9.1
58.3,5867,85.9F,9.1
58.35,5861,85.9F,9.1
58.4,5853,85.9F,9.1
58.45,5848,85.9F,9.1
58.5,5845,85.9F,9.1
58.55,5839,85.9F,9.1
58.6,5837,85.9F,9.1
58.65,5833,85.9F,9.1
58.7,5832,85.9F,9.1
58.75,5832,85.9F,9.1
58.8,5829,85.9F,9.1
58.85,5831,85.9F,9.1
58.9,5834,85.9F,9.1
58.95,5828,85.9F,9.1
59.0,5820,85.9F,9.1
59.05,5815,85.9F,9.1
59.1,5817,85.9F,9.1
59.15,5809,85.9F,9.1
59.2,5801,85.9F,9.1
59.25,5792,85.9F,9.1
59.3,5790,85.9F,9.1
59.35,5787,85.9F,9.1
59.4,5781,85.9F,9.1
59.45,5778,85.9F,9.1
59.5,5774,85.9F,9.1
59.55,5772,85.9F,9.1
59.6,5767,85.9F,9.1
59.65,5766,85.9F,9.1
59.7,5766,85.9F,9.1
59.75,5768,85.9F,9.1
59.8,5767,85.9F,9.1
59.85,5758,85.9F,9.1
59.9,5760,85.9F,9.1
59.95,5757,85.9F,9.1
60.0,5757,85.9F,9.1
60.05,5748,85.9F,9.1
60.1,5737,85.9F,9.1
60.15,5733,85.9F,9.1
60.2,5732,85.9F,9.1
60.25,5725,85.9F,9.1
60.3,5722,85.9F,9.1
60.35,5719,85.9F,9.1
60.4,5714,85.9F,9.1
60.45,5711,85.9F,9.1
60.5,5710,85.9F,9.1
60.55,5709,85.9F,9.1
60.6,5707,85.9F,9.1
60.65,5707,85.9F,9.1
60.7,5702,85.9F,9.1
60.75,5706,85.9F,9.1
60.8,5703,85.9F,9.1
60.85,5699,85.9F,9.1
60.9,5694,85.9F,9.1
60.95,5691,85.9F,9.1
61.0,5682,85.8F,9.1
61.05,5677,85.9F,9.1
61.1,5673,85.8F,9.1
61.15,5667,85.8F,9.1
61.2,5664,85.8F,9.1
61.25,5662,85.8F,9.1
61.3,5658,85.8F,9.1
61.35,5658,85.8F,9.1
61.4,5657,85.8F,9.1
61.45,5655,85.8F,9.1
61.5,5644,85.8F,9.1
61.55,5649,85.8F,9.1
61.6,5646,85.8F,9.1
61.65,5644,85.8F,9.1
61.7,5636,85.8F,9.1
61.75,5630,85.8F,9.1
61.8,5628,85.8F,9.1
61.85,5626,85.8F,9.1
61.9,5624,85.8F,9.1
61.95,5621,85.8F,9.1
62.0,5618,85.8F,9.1
62.05,5617,85.8F,9.1
62.1,5617,85.8F,9.1
62.15,5618,85.8F,9.1
62.2,5606,85.8F,9.1
62.25,5607,85.8F,9.1
62.3,5604,85.8F,9.1
62.35,5603,85.8F,9.1
62.4,5593,85.8F,9.1
62.45,5586,85.8F,9.1
62.5,5586,85.8F,9.1
62.55,5581,85.8F,9.1
62.6,5576,85.8F,9.1
62.65,5572,85.8F,9.1
62.7,5566,85.8F,9.1
62.75,5563,85.8F,9.1
62.8,5559,85.8F,9.1
62.85,5557,85.8F,9.1
62.9,5557,85.8F,9.1
62.95,5558,85.8F,9.1
63.0,5556,85.8F,9.1
63.05,5548,85.8F,9.1
63.1,5545,85.8F,9.1
63.15,5547,85.8F,9.1
63.2,5546,85.8F,9.1
63.25,5536,85.8F,9.1
63.3,5529,85.8F,9.1
63.35,5527,85.8F,9.1
63.4,5524,85.8F,9.1
63.45,5521,85.8F,9.1
63.5,5516,85.8F,9.1
63.55,5512,85.8F,9.1
63.6,5509,85.8F,9.1
63.65,5506,85.8F,9.1
63.7,5506,85.8F,9.1
63.75,5505,85.8F,9.1
63.8,5501,85.8F,9.1
63.85,5496,85.8F,9.1
63.9,5493,85.8F,9.1
63.95,5491,85.8F,9.1
64.0,5490,85.8F,9.1
64.05,5489,85.8F,9.1
64.1,5482,85.8F,9.1
64.15,5474,85.8F,9.1
64.2,5469,85.8F,9.1
64.25,5465,85.8F,9.1
64.3,5460,85.8F,9.1
64.35,5459,85.8F,9.1
64.4,5456,85.8F,9.1
64.45,5452,85.8F,9.1
64.5,5449,85.8F,9.1
64.55,5448,85.8F,9.1
64.6,5444,85.8F,9.1
64.65,5443,85.8F,9.1
64.7,5438,85.7F,9.1
64.75,5436,85.7F,9.1
64.8,5435,85.8F,9.1
64.85,5436,85.8F,9.1
64.9,5432,85.8F,9.1
64.95,5422,85.8F,9.1
65.0,5421,85.7F,9.1
65.05,5415,85.7F,9.1
65.1,5410,85.8F,9.1
65.15,5403,85.7F,9.1
65.2,5399,85.8F,9.1
65.25,5396,85.7F,9.1
65.3,5393,85.7F,9.1
65.35,5390,85.7F,9.1
65.4,5388,85.7F,9.1
65.45,5384,85.7F,9.1
65.5,5386,85.7F,9.1
65.55,5383,85.7F,9.1
65.6,5382,85.7F,9.1
65.65,5374,85.7F,9.1
65.7,5371,85.7F,9.1
65.75,5363,85.7F,9.1
65.8,5360,85.7F,9.1
65.85,5359,85.7F,9.1
65.9,5356,85.7F,9.1
65.95,5352,85.7F,9.1
66.0,5347,85.7F,9.1
66.05,5343,85.7F,9.1
66.1,5339,85.7F,9.1
66.15,5334,85.7F,9.1
66.2,5331,85.7F,9.1
66.25,5331,85.7F,9.1
66.3,5328,85.7F,9.1
66.35,5324,85.7F,9.1
66.4,5321,85.7F,9.1
66.45,5318,85.7F,9.1
66.5,5314,85.7F,9.1
66.55,5309,85.7F,9.1
66.6,5306,85.7F,9.1
66.65,5305,85.7F,9.1
66.7,5301,85.7F,9.1
66.75,5298,85.7F,9.1
66.8,5293,85.7F,9.1
66.85,5288,85.7F,9.1
66.9,5285,85.7F,9.1
66.95,5283,85.7F,9.1
67.0,5280,85.7F,9.1
67.05,5278,85.7F,9.1
67.1,5275,85.7F,9.1
67.15,5273,85.7F,9.1
67.2,5269,85.7F,9.1
67.25,5265,85.7F,9.1
67.3,5263,85.7F,9.1
67.35,5263,85.7F,9.1
67.4,5257,85.7F,9.1
67.45,5253,85.7F,9.1
67.5,5248,85.7F,9.1
67.55,5245,85.7F,9.1
67.6,5242,85.7F,9.1
67.65,5240,85.7F,9.1
67.7,5238,85.7F,9.1
67.75,5236,85.7F,9.1
67.8,5237,85.7F,9.1
67.85,5232,85.7F,9.1
67.9,5229,85.7F,9.1
67.95,5226,85.7F,9.1
68.0,5225,85.7F,9.1
68.05,5223,85.7F,9.1
68.1,5216,85.7F,9.1
68.15,5211,85.6F,9.1
68.2,5210,85.7F,9.1
68.25,5207,85.7F,9.1
68.3,5203,85.7F,9.1
68.35,5201,85.6F,9.1
68.4,5194,85.6F,9.1
68.45,5189,85.7F,9.1
68.5,5186,85.7F,9.1
68.55,5185,85.6F,9.1
68.6,5181,85.6F,9.1
68.65,5178,85.6F,9.1
68.7,5178,85.6F,9.1
68.75,5172,85.6F,9.1
68.8,5170,85.6F,9.1
68.85,5164,85.6F,9.1
68.9,5163,85.6F,9.1
68.95,5159,85.6F,9.1
69.0,5157,85.6F,9.1
69.05,5155,85.6F,9.1
69.1,5148,85.6F,9.1
69.15,5146,85.6F,9.1
69.2,5142,85.6F,9.1
69.25,5138,85.6F,9.1
69.3,5134,85.6F,9.1
69.35,5129,85.6F,9.1
69.4,5126,85.6F,9.1
69.45,5123,85.6F,9.1
69.5,5120,85.6F,9.1
69.55,5116,85.6F,9.1
69.6,5114,85.6F,9.1
69.65,5112,85.6F,9.1
69.7,5110,85.6F,9.1
69.75,5106,85.6F,9.1
69.8,5103,85.6F,9.1
69.85,5098,85.6F,9.1
69.9,5096,85.6F,9.1
69.95,5088,85.6F,9.1
70.0,5085,85.6F,9.1
70.05,5080,85.6F,9.1
70.1,5079,85.6F,9.1
70.15,5074,85.6F,9.1
70.2,5070,85.6F,9.1
70.25,5067,85.6F,9.1
70.3,5065,85.6F,9.1
70.35,5061,85.6F,9.1
70.4,5059,85.6F,9.1
70.45,5057,85.6F,9.1
70.5,5057,85.6F,9.1
70.55,5054,85.6F,9.1
70.6,5051,85.6F,9.1
70.65,5048,85.6F,9.1
70.7,5043,85.6F,9.1
70.75,5038,85.6F,9.1
70.8,5034,85.6F,9.1
70.85,5030,85.6F,9.1
70.9,5028,85.6F,9.1
70.95,5024,85.6F,9.1
71.0,5020,85.6F,9.1
71.05,5015,85.6F,9.1
71.1,5013,85.6F,9.1
71.15,5010,85.6F,9.1
71.2,5008,85.6F,9.1
71.25,5008,85.6F,9.1
71.3,5006,85.6F,9.1
71.35,5004,85.6F,9.1
71.4,5003,85.6F,9.1
71.45,5001,85.6F,9.1
71.5,4994,85.6F,9.1
71.55,4989,85.6F,9.1
71.6,4986,85.6F,9.1
71.65,4983,85.6F,9.1
71.7,4980,85.6F,9.1
71.75,4977,85.5F,9.1
71.8,4972,85.6F,9.1
71.85,4969,85.5F,9.1
71.9,4968,85.5F,9.1
71.95,4963,85.5F,9.1
72.0,4958,85.5F,9.1
72.05,4954,85.5F,9.1
72.1,4950,85.5F,9.1
72.15,4948,85.5F,9.1
72.2,4944,85.5F,9.1
72.25,4940,85.5F,9.1
72.3,4940,85.5F,9.1
72.35,4944,85.5F,9.1
72.4,4941,85.5F,9.1
72.45,4940,85.5F,9.1
72.5,4944,85.5F,9.1
72.55,4940,85.5F,9.1
72.6,4936,85.5F,9.1
72.65,4929,85.5F,9.1
72.7,4921,85.5F,9.1
72.75,4912,85.5F,9.1
72.8,4910,85.5F,9.1
72.85,4904,85.5F,9.1
72.9,4903,85.5F,9.1
72.95,4895,85.5F,9.1
73.0,4891,85.5F,9.1
73.05,4886,85.5F,9.1
73.1,4886,85.5F,9.1
73.15,4882,85.5F,9.1
73.2,4880,85.5F,9.1
73.25,4877,85.5F,9.1
73.3,4876,85.5F,9.1
73.35,4872,85.5F,9.1
73.4,4868,85.5F,9.1
73.45,4866,85.5F,9.1
73.5,4860,85.5F,9.1
73.55,4857,85.5F,9.1
73.6,4858,85.5F,9.1
73.65,4854,85.5F,9.1
73.7,4852,85.5F,9.1
73.75,4848,85.4F,9.1
73.8,4841,85.4F,9.1
73.85,4836,85.4F,9.1
73.9,4831,85.4F,9.1
73.95,4827,85.4F,9.1
74.0,4826,85.4F,9.1
74.05,4821,85.4F,9.1
74.1,4817,85.4F,9.1
74.15,4813,85.4F,9.1
74.2,4810,85.4F,9.1
74.25,4808,85.4F,9.1
74.3,4806,85.4F,9.1
74.35,4803,85.4F,9.1
74.4,4802,85.4F,9.1
74.45,4796,85.4F,9.1
74.5,4792,85.4F,9.1
74.55,4790,85.4F,9.1
74.6,4787,85.4F,9.1
74.65,4786,85.4F,9.1
74.7,4786,85.4F,9.1
74.75,4782,85.4F,9.1
74.8,4778,85.4F,9.1
74.85,4776,85.4F,9.1
74.9,4770,85.4F,9.1
74.95,4763,85.4F,9.1
75.0,4759,85.4F,9.1
75.05,4754,85.4F,9.1
75.1,4751,85.4F,9.1
75.15,4747,85.4F,9.1
75.2,4745,85.4F,9.1
75.25,4741,85.4F,9.1
75.3,4739,85.4F,9.1
75.35,4737,85.4F,9.1
75.4,4733,85.4F,9.1
75.45,4731,85.4F,9.1
75.5,4729,85.4F,9.1
75.55,4728,85.4F,9.1
75.6,4727,85.4F,9.1
75.65,4729,85.4F,9.1
75.7,4726,85.4F,9.1
75.75,4726,85.4F,9.1
75.8,4719,85.4F,9.1
75.85,4712,85.4F,9.1
75.9,4706,85.4F,9.1
75.95,4701,85.4F,9.1
76.0,4696,85.4F,9.1
76.05,4691,85.4F,9.1
76.1,4687,85.4F,9.1
76.15,4684,85.4F,9.1
76.2,4680,85.4F,9.1
76.25,4677,85.4F,9.1
76.3,4673,85.4F,9.1
76.35,4672,85.4F,9.1
76.4,4669,85.4F,9.1
76.45,4667,85.4F,9.1
76.5,4666,85.4F,9.1
76.55,4665,85.4F,9.1
76.6,4661,85.4F,9.1
76.65,4657,85.4F,9.1
76.7,4650,85.4F,9.1
76.75,4643,85.4F,9.1
76.8,4639,85.4F,9.1
76.85,4637,85.4F,9.1
76.9,4632,85.4F,9.1
76.95,4630,85.4F,9.1
77.0,4626,85.4F,9.1
77.05,4622,85.4F,9.1
77.1,4619,85.3F,9.1
77.15,4617,85.4F,9.1
77.2,4616,85.3F,9.1
77.25,4612,85.3F,9.1
77.3,4611,85.3F,9.1
77.35,4607,85.3F,9.1
77.4,4604,85.3F,9.1
77.45,4603,85.3F,9.1
77.5,4600,85.3F,9.1
77.55,4597,85.3F,9.1
77.6,4595,85.3F,9.1
77.65,4589,85.3F,9.1
77.7,4585,85.3F,9.1
77.75,4581,85.3F,9.1
77.8,4577,85.3F,9.1
77.85,4571,85.3F,9.1
77.9,4568,85.3F,9.1
77.95,4563,85.3F,9.1
78.0,4558,85.3F,9.1
78.05,4554,85.3F,9.1
78.1,4551,85.3F,9.1
78.15,4549,85.3F,9.1
78.2,4544,85.3F,9.1
78.25,4544,85.3F,9.1
78.3,4542,85.3F,9.1
78.35,4543,85.3F,9.1
78.4,4538,85.3F,9.1
78.45,4533,85.3F,9.1
78.5,4529,85.3F,9.1
78.55,4526,85.3F,9.1
78.6,4522,85.3F,9.1
78.65,4517,85.3F,9.1
78.7,4510,85.3F,9.1
78.75,4506,85.3F,9.1
78.8,4502,85.3F,9.1
78.85,4499,85.3F,9.1
78.9,4495,85.3F,9.1
78.95,4493,85.3F,9.1
79.0,4490,85.3F,9.1
79.05,4488,85.3F,9.1
79.1,4484,85.3F,9.1
79.15,4480,85.3F,9.1
79.2,4478,85.3F,9.1
79.25,4474,85.3F,9.1
79.3,4471,85.3F,9.1
79.35,4468,85.3F,9.1
79.4,4463,85.3F,9.1
79.45,4461,85.3F,9.1
79.5,4458,85.2F,9.1
79.55,4454,85.3F,9.1
79.6,4451,85.3F,9.1
79.65,4445,85.3F,9.1
79.7,4443,85.2F,9.1
79.75,4439,85.3F,9.1
79.8,4435,85.2F,9.1
79.85,4433,85.2F,9.1
79.9,4429,85.2F,9.1
79.95,4427,85.2F,9.1
80.0,4424,85.2F,9.1
80.05,4424,85.2F,9.1
80.1,4422,85.2F,9.1
80.15,4417,85.2F,9.1
80.2,4416,85.2F,9.1
80.25,4408,85.2F,9.1
80.3,4404,85.2F,9.1
80.35,4400,85.2F,9.1
80.4,4395,85.2F,9.1
80.45,4393,85.2F,9.1
80.5,4390,85.2F,9.1
80.55,4386,85.2F,9.1
80.6,4384,85.2F,9.1
80.65,4380,85.2F,9.1
80.7,4378,85.2F,9.1
80.75,4373,85.2F,9.1
80.8,4369,85.2F,9.1
80.85,4366,85.2F,9.1
80.9,4361,85.2F,9.1
80.95,4359,85.2F,9.1
81.0,4354,85.2F,9.1
81.05,4351,85.2F,9.1
81.1,4349,85.2F,9.1
81.15,4345,85.2F,9.1
81.2,4341,85.2F,9.1
81.25,4339,85.2F,9.1
81.3,4333,85.2F,9.1
81.35,4330,85.2F,9.1
81.4,4327,85.2F,9.1
81.45,4322,85.2F,9.1
81.5,4319,85.2F,9.1
81.55,4316,85.2F,9.1
81.6,4311,85.2F,9.1
81.65,4308,85.2F,9.1
81.7,4305,85.2F,9.1
81.75,4301,85.2F,9.1
81.8,4298,85.2F,9.1
81.85,4297,85.2F,9.1
81.9,4294,85.2F,9.1
81.95,4290,85.2F,9.1
82.0,4286,85.2F,9.1
82.05,4281,85.2F,9.1
82.1,4277,85.2F,9.1
82.15,4272,85.2F,9.1
82.2,4269,85.2F,9.1
82.25,4264,85.2F,9.1
82.3,4263,85.2F,9.1
82.35,4259,85.2F,9.1
82.4,4256,85.2F,9.1
82.45,4251,85.2F,9.1
82.5,4248,85.2F,9.1
82.55,4243,85.2F,9.1
82.6,4240,85.2F,9.1
82.65,4238,85.2F,9.1
82.7,4234,85.2F,9.1
82.75,4233,85.2F,9.1
82.8,4232,85.2F,9.1
82.85,4228,85.2F,9.1
82.9,4222,85.2F,9.1
82.95,4218,85.2F,9.1
83.0,4215,85.2F,9.1
83.05,4211,85.2F,9.1
83.1,4206,85.1F,9.1
83.15,4203,85.1F,9.1
83.2,4203,85.1F,9.1
83.25,4199,85.1F,9.1
83.3,4194,85.1F,9.1
83.35,4192,85.1F,9.1
83.4,4187,85.1F,9.1
83.45,4183,85.1F,9.1
83.5,4180,85.1F,9.1
83.55,4176,85.1F,9.1
83.6,4175,85.1F,9.1
83.65,4174,85.1F,9.1
83.7,4171,85.1F,9.1
83.75,4166,85.1F,9.1
83.8,4163,85.1F,9.1
83.85,4159,85.1F,9.1
83.9,4156,85.1F,9.1
83.95,4153,85.1F,9.1
84.0,4151,85.1F,9.1
84.05,4147,85.1F,9.1
84.1,4143,85.1F,9.1
84.15,4142,85.1F,9.1
84.2,4138,85.1F,9.1
84.25,4132,85.1F,9.1
84.3,4129,85.1F,9.1
84.35,4124,85.1F,9.1
84.4,4119,85.1F,9.1
84.45,4115,85.1F,9.1
84.5,4112,85.1F,9.1
84.55,4109,85.1F,9.1
84.6,4107,85.1F,9.1
84.65,4103,85.1F,9.1
84.7,4099,85.1F,9.1
84.75,4095,85.1F,9.1
84.8,4093,85.1F,9.1
84.85,4090,85.1F,9.1
84.9,4086,85.1F,9.1
84.95,4081,85.1F,9.1
85.0,4080,85.1F,9.1
85.05,4077,85.1F,9.1
85.1,4074,85.1F,9.1
85.15,4069,85.1F,9.1
85.2,4063,85.1F,9.1
85.25,4063,85.0F,9.1
85.3,4063,85.1F,9.1
85.35,4063,85.0F,9.1
85.4,4061,85.1F,9.1
85.45,4058,85.0F,9.1
85.5,4055,85.1F,9.1
85.55,4058,85.0F,9.1
85.6,4050,85.0F,9.1
85.65,4043,85.0F,9.1
85.7,4035,85.0F,9.1
85.75,4029,85.0F,9.1
85.8,4023,85.0F,9.1
85.85,4021,85.0F,9.1
85.9,4017,85.0F,9.1
85.95,4013,85.0F,9.1
86.0,4011,85.0F,9.1
86.05,4007,85.0F,9.1
86.1,4004,85.0F,9.1
86.15,4001,85.0F,9.1
86.2,3999,85.0F,9.1
86.25,3997,85.0F,9.1
86.3,3996,85.0F,9.1
86.35,3994,85.0F,9.1
86.4,3996,85.0F,9.1
86.45,3997,85.0F,9.1
86.5,3995,85.0F,9.1
86.55,3991,85.0F,9.1
86.6,3980,85.0F,9.1
86.65,3969,85.0F,9.1
86.7,3963,85.0F,9.1
86.75,3955,85.0F,9.1
