time,state,state_name,acceleration,altitude,height,speed
14.57,5,   coast,-10.81,3795.6,2498.81,100.12
14.58,5,   coast,-10.81,3796.2,2499.42,100.02
14.59,5,   coast,-10.8,3797.79,2501.01,99.91
14.6,5,   coast,-10.8,3798.15,2501.37,99.79
14.61,5,   coast,-10.8,3798.76,2501.98,99.68
14.62,5,   coast,-10.79,3799.49,2502.71,99.57
14.63,5,   coast,-10.79,3800.96,2504.17,99.46
14.64,5,   coast,-10.78,3800.96,2504.17,99.35
14.65,5,   coast,-10.78,3802.42,2505.64,99.24
14.66,5,   coast,-10.77,3804.49,2507.71,99.13
14.67,5,   coast,-10.76,3804.49,2507.71,99.02
14.68,5,   coast,-10.76,3805.84,2509.05,98.91
14.69,5,   coast,-10.75,3807.54,2510.76,98.8
14.7,5,   coast,-10.74,3808.88,2512.1,98.69
14.71,5,   coast,-10.74,3810.47,2513.69,98.58
14.72,5,   coast,-10.73,3811.69,2514.91,98.48
14.73,5,   coast,-10.73,3813.16,2516.37,98.37
14.74,5,   coast,-10.72,3814.13,2517.35,98.26
14.75,5,   coast,-10.71,3814.13,2517.35,98.16
14.76,5,   coast,-10.71,3815.84,2519.06,98.05
14.77,5,   coast,-10.7,3816.45,2519.67,97.94
14.78,5,   coast,-10.69,3817.55,2520.77,97.84
14.79,5,   coast,-10.69,3818.28,2521.5,97.73
14.8,5,   coast,-10.68,3818.65,2521.87,97.63
14.81,5,   coast,-10.67,3819.63,2522.84,97.52
14.82,5,   coast,-10.67,3820.97,2524.19,97.42
14.83,5,   coast,-10.66,3820.73,2523.94,97.31
14.84,5,   coast,-10.66,3821.95,2525.17,97.21
14.85,5,   coast,-10.65,3823.17,2526.39,97.1
14.86,5,   coast,-10.65,3823.17,2526.39,97
14.87,5,   coast,-10.64,3824.27,2527.49,96.89
14.88,5,   coast,-10.64,3825.98,2529.2,96.79
14.89,5,   coast,-10.63,3826.23,2529.44,96.68
14.9,5,   coast,-10.63,3827.94,2531.15,96.57
14.91,5,   coast,-10.62,3827.94,2531.15,96.47
14.92,5,   coast,-10.62,3828.67,2531.89,96.36
14.93,5,   coast,-10.62,3829.16,2532.38,96.26
14.94,5,   coast,-10.61,3830.26,2533.48,96.15
14.95,5,   coast,-10.61,3830.87,2534.09,96.05
14.96,5,   coast,-10.61,3831.48,2534.7,95.95
14.97,5,   coast,-10.6,3831.48,2534.7,95.84
14.98,5,   coast,-10.6,3832.46,2535.68,95.74
14.99,5,   coast,-10.6,3834.79,2538,95.63
15,5,   coast,-10.6,3835.03,2538.25,95.53
15.01,5,   coast,-10.6,3836.62,2539.84,95.42
15.02,5,   coast,-10.59,3837.48,2540.69,95.32
15.03,5,   coast,-10.59,3837.36,2540.57,95.21
15.04,5,   coast,-10.59,3839.07,2542.29,95.11
15.05,5,   coast,-10.59,3839.31,2542.53,95
15.06,5,   coast,-10.59,3841.88,2545.1,94.89
15.07,5,   coast,-10.58,3841.88,2545.1,94.79
15.08,5,   coast,-10.58,3841.88,2545.1,94.68
15.09,5,   coast,-10.58,3842.74,2545.96,94.58
15.1,5,   coast,-10.58,3844.21,2547.43,94.47
15.11,5,   coast,-10.57,3845.56,2548.77,94.36
15.12,5,   coast,-10.57,3848.01,2551.22,94.26
15.13,5,   coast,-10.57,3847.89,2551.1,94.15
15.14,5,   coast,-10.57,3850.09,2553.31,94.04
15.15,5,   coast,-10.56,3851.81,2555.02,93.93
15.16,5,   coast,-10.56,3851.68,2554.9,93.83
15.17,5,   coast,-10.56,3853.28,2556.49,93.72
15.18,5,   coast,-10.55,3853.77,2556.98,93.61
15.19,5,   coast,-10.55,3853.77,2556.98,93.51
15.2,5,   coast,-10.54,3854.63,2557.84,93.4
15.21,5,   coast,-10.54,3857.32,2560.54,93.29
15.22,5,   coast,-10.54,3857.57,2560.79,93.18
15.23,5,   coast,-10.53,3858.67,2561.89,93.07
15.24,5,   coast,-10.52,3859.41,2562.63,92.97
15.25,5,   coast,-10.52,3860.88,2564.1,92.86
15.26,5,   coast,-10.51,3861,2564.22,92.75
15.27,5,   coast,-10.51,3862.6,2565.81,92.65
15.28,5,   coast,-10.5,3864.44,2567.66,92.54
15.29,5,   coast,-10.49,3865.3,2568.51,92.44
15.3,5,   coast,-10.49,3865.3,2568.51,92.33
15.31,5,   coast,-10.48,3865.67,2568.88,92.23
15.32,5,   coast,-10.47,3868.12,2571.34,92.12
15.33,5,   coast,-10.46,3868.86,2572.07,92.02
15.34,5,   coast,-10.46,3869.84,2573.06,91.91
15.35,5,   coast,-10.45,3871.31,2574.53,91.81
15.36,5,   coast,-10.44,3872.54,2575.76,91.7
15.37,5,   coast,-10.44,3874.51,2577.72,91.6
15.38,5,   coast,-10.43,3874.38,2577.6,91.5
15.39,5,   coast,-10.42,3874.63,2577.85,91.39
15.4,5,   coast,-10.41,3876.1,2579.32,91.29
15.41,5,   coast,-10.41,3876.1,2579.32,91.19
15.42,5,   coast,-10.4,3877.09,2580.3,91.08
15.43,5,   coast,-10.39,3878.44,2581.66,90.98
15.44,5,   coast,-10.38,3878.81,2582.02,90.87
15.45,5,   coast,-10.38,3878.93,2582.15,90.77
15.46,5,   coast,-10.37,3880.65,2583.87,90.67
15.47,5,   coast,-10.36,3881.27,2584.48,90.56
15.48,5,   coast,-10.36,3881.76,2584.98,90.46
15.49,5,   coast,-10.35,3883.11,2586.33,90.36
15.5,5,   coast,-10.35,3884.34,2587.56,90.26
15.51,5,   coast,-10.34,3884.46,2587.68,90.15
15.52,5,   coast,-10.33,3884.46,2587.68,90.05
15.53,5,   coast,-10.33,3884.96,2588.17,89.95
15.54,5,   coast,-10.32,3886.43,2589.65,89.85
15.55,5,   coast,-10.32,3887.29,2590.51,89.75
15.56,5,   coast,-10.31,3887.78,2591,89.65
15.57,5,   coast,-10.31,3889.14,2592.35,89.54
15.58,5,   coast,-10.31,3889.75,2592.97,89.44
15.59,5,   coast,-10.3,3890.49,2593.71,89.34
15.6,5,   coast,-10.3,3892.09,2595.31,89.24
15.61,5,   coast,-10.29,3892.46,2595.68,89.14
15.62,5,   coast,-10.29,3893.45,2596.66,89.03
15.63,5,   coast,-10.29,3893.45,2596.66,88.93
15.64,5,   coast,-10.28,3893.94,2597.15,88.83
15.65,5,   coast,-10.28,3895.78,2599,88.73
15.66,5,   coast,-10.28,3896.89,2600.11,88.62
15.67,5,   coast,-10.28,3898,2601.22,88.52
15.68,5,   coast,-10.27,3898,2601.22,88.42
15.69,5,   coast,-10.27,3898.49,2601.71,88.32
15.7,5,   coast,-10.27,3899.48,2602.7,88.21
15.71,5,   coast,-10.27,3901.82,2605.04,88.11
15.72,5,   coast,-10.26,3901.45,2604.67,88.01
15.73,5,   coast,-10.26,3903.17,2606.39,87.9
15.74,5,   coast,-10.26,3903.17,2606.39,87.8
15.75,5,   coast,-10.26,3902.93,2606.15,87.7
15.76,5,   coast,-10.25,3904.78,2607.99,87.59
15.77,5,   coast,-10.25,3906.13,2609.35,87.49
15.78,5,   coast,-10.25,3906.75,2609.97,87.38
15.79,5,   coast,-10.24,3908.35,2611.57,87.28
15.8,5,   coast,-10.24,3908.97,2612.19,87.18
15.81,5,   coast,-10.24,3909.83,2613.05,87.07
15.82,5,   coast,-10.24,3911.06,2614.28,86.97
15.83,5,   coast,-10.23,3911.93,2615.14,86.87
15.84,5,   coast,-10.23,3912.67,2615.88,86.76
15.85,5,   coast,-10.23,3912.67,2615.88,86.66
15.86,5,   coast,-10.22,3914.39,2617.61,86.56
15.87,5,   coast,-10.22,3915.51,2618.72,86.45
15.88,5,   coast,-10.22,3916.99,2620.2,86.35
15.89,5,   coast,-10.21,3916.49,2619.71,86.25
15.9,5,   coast,-10.21,3917.85,2621.07,86.15
15.91,5,   coast,-10.21,3919.21,2622.42,86.05
15.92,5,   coast,-10.2,3920.81,2624.03,85.94
15.93,5,   coast,-10.2,3920.57,2623.78,85.84
15.94,5,   coast,-10.19,3921.8,2625.02,85.74
15.95,5,   coast,-10.19,3922.29,2625.51,85.64
15.96,5,   coast,-10.19,3922.29,2625.51,85.54
15.97,5,   coast,-10.18,3923.28,2626.5,85.44
15.98,5,   coast,-10.18,3924.27,2627.49,85.33
15.99,5,   coast,-10.18,3926.12,2629.34,85.23
16,5,   coast,-10.18,3927.23,2630.45,85.13
16.01,5,   coast,-10.17,3928.59,2631.81,85.03
16.02,5,   coast,-10.17,3929.95,2633.17,84.93
16.03,5,   coast,-10.17,3930.94,2634.16,84.83
16.04,5,   coast,-10.16,3932.67,2635.89,84.73
16.05,5,   coast,-10.16,3932.92,2636.14,84.63
16.06,5,   coast,-10.16,3933.04,2636.26,84.52
16.07,5,   coast,-10.16,3933.04,2636.26,84.42
16.08,5,   coast,-10.15,3935.27,2638.48,84.32
16.09,5,   coast,-10.15,3935.39,2638.61,84.22
16.1,5,   coast,-10.15,3937.25,2640.46,84.12
16.11,5,   coast,-10.15,3938.11,2641.33,84.02
16.12,5,   coast,-10.15,3938.73,2641.95,83.92
16.13,5,   coast,-10.15,3939.47,2642.69,83.82
16.14,5,   coast,-10.14,3940.46,2643.68,83.72
16.15,5,   coast,-10.14,3940.96,2644.17,83.62
16.16,5,   coast,-10.14,3941.7,2644.92,83.52
16.17,5,   coast,-10.14,3941.57,2644.79,83.42
16.18,5,   coast,-10.14,3941.57,2644.79,83.32
16.19,5,   coast,-10.14,3943.06,2646.28,83.22
16.2,5,   coast,-10.14,3944.54,2647.76,83.11
16.21,5,   coast,-10.14,3944.54,2647.76,83.01
16.22,5,   coast,-10.14,3946.15,2649.37,82.91
16.23,5,   coast,-10.14,3946.4,2649.62,82.81
16.24,5,   coast,-10.14,3946.9,2650.11,82.71
16.25,5,   coast,-10.14,3947.39,2650.61,82.61
16.26,5,   coast,-10.14,3947.39,2650.61,82.51
16.27,5,   coast,-10.14,3947.64,2650.86,82.41
16.28,5,   coast,-10.14,3949.37,2652.59,82.3
16.29,5,   coast,-10.14,3949.37,2652.59,82.2
16.3,5,   coast,-10.13,3949.87,2653.09,82.1
16.31,5,   coast,-10.13,3951.48,2654.7,82
16.32,5,   coast,-10.13,3952.96,2656.18,81.9
16.33,5,   coast,-10.13,3953.34,2656.55,81.79
16.34,5,   coast,-10.13,3953.96,2657.17,81.69
16.35,5,   coast,-10.13,3953.71,2656.92,81.59
16.36,5,   coast,-10.13,3954.82,2658.04,81.49
16.37,5,   coast,-10.13,3956.06,2659.28,81.39
16.38,5,   coast,-10.13,3957.67,2660.89,81.29
16.39,5,   coast,-10.13,3958.42,2661.63,81.18
16.4,5,   coast,-10.13,3958.42,2661.63,81.08
16.41,5,   coast,-10.13,3959.04,2662.25,80.98
16.42,5,   coast,-10.13,3961.14,2664.36,80.88
16.43,5,   coast,-10.13,3962.01,2665.23,80.77
16.44,5,   coast,-10.13,3962.76,2665.97,80.67
16.45,5,   coast,-10.12,3963.5,2666.72,80.57
16.46,5,   coast,-10.12,3964.86,2668.08,80.47
16.47,5,   coast,-10.12,3965.11,2668.33,80.37
16.48,5,   coast,-10.12,3965.48,2668.7,80.27
16.49,5,   coast,-10.12,3967.59,2670.81,80.16
16.5,5,   coast,-10.12,3968.34,2671.55,80.06
16.51,5,   coast,-10.12,3968.34,2671.55,79.96
16.52,5,   coast,-10.12,3969.33,2672.55,79.86
16.53,5,   coast,-10.12,3970.82,2674.04,79.76
16.54,5,   coast,-10.12,3971.94,2675.15,79.66
16.55,5,   coast,-10.12,3971.69,2674.9,79.56
16.56,5,   coast,-10.11,3972.93,2676.15,79.46
16.57,5,   coast,-10.11,3974.42,2677.64,79.36
16.58,5,   coast,-10.11,3974.29,2677.51,79.26
16.59,5,   coast,-10.11,3976.03,2679.25,79.16
16.6,5,   coast,-10.11,3975.78,2679,79.06
16.61,5,   coast,-10.11,3976.53,2679.75,78.96
16.62,5,   coast,-10.11,3976.53,2679.75,78.86
16.63,5,   coast,-10.11,3978.52,2681.73,78.75
16.64,5,   coast,-10.12,3979.76,2682.98,78.65
16.65,5,   coast,-10.12,3980.01,2683.22,78.55
16.66,5,   coast,-10.12,3981.12,2684.34,78.45
16.67,5,   coast,-10.12,3982.49,2685.71,78.35
16.68,5,   coast,-10.12,3982.49,2685.71,78.25
16.69,5,   coast,-10.12,3983.86,2687.08,78.15
16.7,5,   coast,-10.12,3984.85,2688.07,78.05
16.71,5,   coast,-10.12,3985.6,2688.82,77.95
16.72,5,   coast,-10.13,3986.22,2689.44,77.85
16.73,5,   coast,-10.13,3986.22,2689.44,77.75
16.74,5,   coast,-10.13,3988.46,2691.68,77.65
16.75,5,   coast,-10.13,3990.45,2693.66,77.55
16.76,5,   coast,-10.14,3990.45,2693.66,77.45
16.77,5,   coast,-10.14,3991.57,2694.78,77.35
16.78,5,   coast,-10.14,3992.69,2695.9,77.25
16.79,5,   coast,-10.14,3993.43,2696.65,77.15
16.8,5,   coast,-10.15,3992.94,2696.15,77.05
16.81,5,   coast,-10.15,3994.05,2697.27,76.94
16.82,5,   coast,-10.15,3994.93,2698.14,76.84
16.83,5,   coast,-10.16,3995.05,2698.27,76.74
16.84,5,   coast,-10.16,3995.05,2698.27,76.64
16.85,5,   coast,-10.16,3996.79,2700.01,76.54
16.86,5,   coast,-10.16,3997.91,2701.13,76.44
16.87,5,   coast,-10.17,3997.54,2700.76,76.33
16.88,5,   coast,-10.17,3999.16,2702.37,76.23
16.89,5,   coast,-10.17,3999.65,2702.87,76.13
16.9,5,   coast,-10.18,4000.9,2704.12,76.03
16.91,5,   coast,-10.18,4001.27,2704.49,75.93
16.92,5,   coast,-10.18,4001.9,2705.11,75.82
16.93,5,   coast,-10.18,4001.9,2705.11,75.72
16.94,5,   coast,-10.18,4002.64,2705.86,75.62
16.95,5,   coast,-10.19,4002.64,2705.86,75.52
16.96,5,   coast,-10.19,4004.14,2707.35,75.41
16.97,5,   coast,-10.19,4004.64,2707.85,75.31
16.98,5,   coast,-10.19,4005.38,2708.6,75.21
16.99,5,   coast,-10.19,4006.01,2709.22,75.1
17,5,   coast,-10.19,4007,2710.22,75
17.01,5,   coast,-10.19,4007.5,2710.72,74.9
17.02,5,   coast,-10.19,4008.12,2711.34,74.8
17.03,5,   coast,-10.19,4008.87,2712.09,74.69
17.04,5,   coast,-10.19,4009.37,2712.59,74.59
17.05,5,   coast,-10.19,4009.87,2713.09,74.49
17.06,5,   coast,-10.19,4009.87,2713.09,74.38
17.07,5,   coast,-10.19,4010.12,2713.33,74.28
17.08,5,   coast,-10.19,4011.86,2715.08,74.18
17.09,5,   coast,-10.18,4012.73,2715.95,74.08
17.1,5,   coast,-10.18,4012.98,2716.2,73.97
17.11,5,   coast,-10.18,4014.11,2717.32,73.87
17.12,5,   coast,-10.18,4015.1,2718.32,73.77
17.13,5,   coast,-10.18,4016.48,2719.69,73.67
17.14,5,   coast,-10.18,4016.72,2719.94,73.56
17.15,5,   coast,-10.17,4017.47,2720.69,73.46
17.16,5,   coast,-10.17,4018.6,2721.81,73.36
17.17,5,   coast,-10.17,4018.6,2721.81,73.26
17.18,5,   coast,-10.17,4019.72,2722.94,73.16
17.19,5,   coast,-10.16,4020.97,2724.18,73.06
17.2,5,   coast,-10.16,4020.97,2724.18,72.95
17.21,5,   coast,-10.16,4022.21,2725.43,72.85
17.22,5,   coast,-10.15,4022.46,2725.68,72.75
17.23,5,   coast,-10.15,4023.59,2726.8,72.65
17.24,5,   coast,-10.15,4024.46,2727.68,72.55
17.25,5,   coast,-10.15,4025.21,2728.43,72.45
17.26,5,   coast,-10.14,4025.58,2728.8,72.35
17.27,5,   coast,-10.14,4027.08,2730.3,72.24
17.28,5,   coast,-10.14,4027.08,2730.3,72.14
17.29,5,   coast,-10.14,4027.46,2730.67,72.04
17.3,5,   coast,-10.14,4028.7,2731.92,71.94
17.31,5,   coast,-10.13,4030.08,2733.29,71.84
17.32,5,   coast,-10.13,4030.58,2733.79,71.74
17.33,5,   coast,-10.13,4030.45,2733.67,71.64
17.34,5,   coast,-10.13,4031.7,2734.92,71.54
17.35,5,   coast,-10.13,4032.33,2735.54,71.44
17.36,5,   coast,-10.13,4032.45,2735.67,71.34
17.37,5,   coast,-10.12,4034.07,2737.29,71.24
17.38,5,   coast,-10.12,4034.82,2738.04,71.14
17.39,5,   coast,-10.12,4034.82,2738.04,71.04
17.4,5,   coast,-10.12,4035.45,2738.67,70.94
17.41,5,   coast,-10.12,4037.45,2740.67,70.84
17.42,5,   coast,-10.12,4038.07,2741.29,70.74
17.43,5,   coast,-10.12,4038.7,2741.92,70.64
17.44,5,   coast,-10.12,4039.7,2742.92,70.54
17.45,5,   coast,-10.12,4040.07,2743.29,70.43
17.46,5,   coast,-10.12,4039.82,2743.04,70.33
17.47,5,   coast,-10.12,4041.45,2744.67,70.23
17.48,5,   coast,-10.12,4042.07,2745.29,70.13
17.49,5,   coast,-10.12,4042.57,2745.79,70.03
17.5,5,   coast,-10.12,4042.57,2745.79,69.93
17.51,5,   coast,-10.12,4043.7,2746.92,69.83
17.52,5,   coast,-10.12,4045.58,2748.79,69.73
17.53,5,   coast,-10.12,4045.83,2749.04,69.63
17.54,5,   coast,-10.12,4047.33,2750.54,69.52
17.55,5,   coast,-10.12,4048.2,2751.42,69.42
17.56,5,   coast,-10.13,4049.2,2752.42,69.32
17.57,5,   coast,-10.13,4049.2,2752.42,69.22
17.58,5,   coast,-10.13,4050.46,2753.67,69.12
17.59,5,   coast,-10.13,4051.58,2754.8,69.02
17.6,5,   coast,-10.13,4052.21,2755.43,68.91
17.61,5,   coast,-10.13,4052.21,2755.43,68.81
17.62,5,   coast,-10.13,4052.46,2755.68,68.71
17.63,5,   coast,-10.12,4053.58,2756.8,68.61
17.64,5,   coast,-10.12,4053.71,2756.93,68.51
17.65,5,   coast,-10.12,4054.34,2757.55,68.41
17.66,5,   coast,-10.12,4055.09,2758.3,68.3
17.67,5,   coast,-10.12,4056.34,2759.56,68.2
17.68,5,   coast,-10.12,4056.84,2760.06,68.1
17.69,5,   coast,-10.12,4057.97,2761.18,68
17.7,5,   coast,-10.12,4057.84,2761.06,67.9
17.71,5,   coast,-10.11,4058.47,2761.69,67.79
17.72,5,   coast,-10.11,4058.47,2761.69,67.69
17.73,5,   coast,-10.11,4059.47,2762.69,67.59
17.74,5,   coast,-10.11,4059.72,2762.94,67.49
17.75,5,   coast,-10.11,4060.97,2764.19,67.39
17.76,5,   coast,-10.1,4061.73,2764.94,67.28
17.77,5,   coast,-10.1,4061.98,2765.19,67.18
17.78,5,   coast,-10.1,4062.6,2765.82,67.08
17.79,5,   coast,-10.09,4063.1,2766.32,66.98
17.8,5,   coast,-10.09,4062.98,2766.2,66.88
17.81,5,   coast,-10.09,4063.98,2767.2,66.78
17.82,5,   coast,-10.08,4064.48,2767.7,66.68
17.83,5,   coast,-10.08,4064.48,2767.7,66.58
17.84,5,   coast,-10.07,4065.86,2769.08,66.48
17.85,5,   coast,-10.07,4066.49,2769.71,66.37
17.86,5,   coast,-10.07,4066.86,2770.08,66.27
17.87,5,   coast,-10.06,4067.87,2771.09,66.17
17.88,5,   coast,-10.06,4068.75,2771.96,66.07
17.89,5,   coast,-10.05,4069.12,2772.34,65.97
17.9,5,   coast,-10.05,4069.5,2772.72,65.87
17.91,5,   coast,-10.04,4070.25,2773.47,65.77
17.92,5,   coast,-10.04,4071,2774.22,65.67
17.93,5,   coast,-10.04,4071.88,2775.1,65.57
17.94,5,   coast,-10.03,4071.88,2775.1,65.47
17.95,5,   coast,-10.03,4072.38,2775.6,65.37
17.96,5,   coast,-10.02,4073.64,2776.85,65.27
17.97,5,   coast,-10.02,4074.77,2777.98,65.17
17.98,5,   coast,-10.01,4074.77,2777.98,65.07
17.99,5,   coast,-10.01,4075.39,2778.61,64.97
18,5,   coast,-10.01,4076.02,2779.24,64.87
18.01,5,   coast,-10,4077.28,2780.49,64.77
18.02,5,   coast,-10,4077.65,2780.87,64.67
18.03,5,   coast,-9.99,4078.15,2781.37,64.57
18.04,5,   coast,-9.99,4078.78,2782,64.47
18.05,5,   coast,-9.99,4078.78,2782,64.37
18.06,5,   coast,-9.98,4079.79,2783,64.27
18.07,5,   coast,-9.98,4081.04,2784.26,64.17
18.08,5,   coast,-9.98,4081.54,2784.76,64.07
18.09,5,   coast,-9.97,4083.05,2786.27,63.98
18.1,5,   coast,-9.97,4082.67,2785.89,63.88
18.11,5,   coast,-9.97,4084.06,2787.27,63.78
18.12,5,   coast,-9.96,4084.68,2787.9,63.68
18.13,5,   coast,-9.96,4085.31,2788.53,63.58
18.14,5,   coast,-9.96,4085.69,2788.91,63.48
18.15,5,   coast,-9.95,4085.81,2789.03,63.38
18.16,5,   coast,-9.95,4085.81,2789.03,63.28
18.17,5,   coast,-9.95,4087.82,2791.04,63.18
18.18,5,   coast,-9.94,4088.08,2791.29,63.08
18.19,5,   coast,-9.94,4088.7,2791.92,62.98
18.2,5,   coast,-9.94,4090.34,2793.56,62.88
18.21,5,   coast,-9.94,4090.59,2793.81,62.78
18.22,5,   coast,-9.93,4090.97,2794.18,62.69
18.23,5,   coast,-9.93,4091.97,2795.19,62.59
18.24,5,   coast,-9.93,4092.85,2796.07,62.49
18.25,5,   coast,-9.93,4092.85,2796.07,62.39
18.26,5,   coast,-9.92,4094.61,2797.83,62.29
18.27,5,   coast,-9.92,4094.61,2797.83,62.19
18.28,5,   coast,-9.92,4094.49,2797.7,62.09
18.29,5,   coast,-9.91,4095.49,2798.71,61.99
18.3,5,   coast,-9.91,4096,2799.21,61.89
18.31,5,   coast,-9.91,4095.87,2799.09,61.79
18.32,5,   coast,-9.91,4097.88,2801.1,61.69
18.33,5,   coast,-9.9,4097.88,2801.1,61.59
18.34,5,   coast,-9.9,4099.39,2802.61,61.49
18.35,5,   coast,-9.9,4099.77,2802.99,61.39
18.36,5,   coast,-9.89,4100.4,2803.62,61.29
18.37,5,   coast,-9.89,4101.4,2804.62,61.19
18.38,5,   coast,-9.89,4101.4,2804.62,61.09
18.39,5,   coast,-9.88,4101.91,2805.13,60.99
18.4,5,   coast,-9.88,4103.04,2806.26,60.89
18.41,5,   coast,-9.88,4103.42,2806.64,60.79
18.42,5,   coast,-9.87,4104.05,2807.26,60.7
18.43,5,   coast,-9.87,4104.8,2808.02,60.6
18.44,5,   coast,-9.87,4105.31,2808.52,60.5
18.45,5,   coast,-9.86,4105.43,2808.65,60.4
18.46,5,   coast,-9.86,4106.56,2809.78,60.3
18.47,5,   coast,-9.86,4107.19,2810.41,60.2
18.48,5,   coast,-9.85,4107.57,2810.79,60.1
18.49,5,   coast,-9.85,4107.57,2810.79,60.01
18.5,5,   coast,-9.85,4107.82,2811.04,59.91
18.51,5,   coast,-9.84,4109.71,2812.93,59.81
18.52,5,   coast,-9.84,4109.08,2812.3,59.71
18.53,5,   coast,-9.84,4110.97,2814.19,59.61
18.54,5,   coast,-9.83,4111.22,2814.44,59.52
18.55,5,   coast,-9.83,4111.1,2814.32,59.42
18.56,5,   coast,-9.83,4111.48,2814.69,59.32
18.57,5,   coast,-9.82,4112.74,2815.95,59.22
18.58,5,   coast,-9.82,4112.23,2815.45,59.12
18.59,5,   coast,-9.82,4113.24,2816.46,59.03
18.6,5,   coast,-9.81,4113.24,2816.46,58.93
18.61,5,   coast,-9.81,4114,2817.21,58.83
18.62,5,   coast,-9.81,4115.51,2818.73,58.73
18.63,5,   coast,-9.81,4115.89,2819.1,58.63
18.64,5,   coast,-9.8,4116.26,2819.48,58.53
18.65,5,   coast,-9.8,4116.77,2819.99,58.44
18.66,5,   coast,-9.8,4117.15,2820.36,58.34
18.67,5,   coast,-9.8,4118.03,2821.25,58.24
18.68,5,   coast,-9.8,4118.66,2821.88,58.14
18.69,5,   coast,-9.79,4119.04,2822.25,58.04
18.7,5,   coast,-9.79,4120.17,2823.39,57.95
18.71,5,   coast,-9.79,4120.17,2823.39,57.85
18.72,5,   coast,-9.79,4119.67,2822.88,57.75
18.73,5,   coast,-9.79,4121.68,2824.9,57.65
18.74,5,   coast,-9.79,4121.94,2825.15,57.56
18.75,5,   coast,-9.79,4121.81,2825.03,57.46
18.76,5,   coast,-9.79,4123.07,2826.29,57.36
18.77,5,   coast,-9.79,4123.95,2827.17,57.27
18.78,5,   coast,-9.79,4124.96,2828.18,57.17
18.79,5,   coast,-9.79,4124.71,2827.93,57.07
18.8,5,   coast,-9.79,4126.23,2829.44,56.98
18.81,5,   coast,-9.79,4126.35,2829.57,56.88
18.82,5,   coast,-9.79,4126.35,2829.57,56.78
18.83,5,   coast,-9.79,4127.11,2830.33,56.68
18.84,5,   coast,-9.79,4127.61,2830.83,56.58
18.85,5,   coast,-9.79,4127.74,2830.96,56.49
18.86,5,   coast,-9.79,4129.25,2832.47,56.39
18.87,5,   coast,-9.79,4129,2832.22,56.29
18.88,5,   coast,-9.79,4129.38,2832.6,56.19
18.89,5,   coast,-9.79,4130.52,2833.73,56.1
18.9,5,   coast,-9.79,4131.65,2834.87,56
18.91,5,   coast,-9.79,4131.9,2835.12,55.9
18.92,5,   coast,-9.79,4132.28,2835.5,55.8
18.93,5,   coast,-9.79,4132.28,2835.5,55.7
18.94,5,   coast,-9.8,4132.66,2835.88,55.61
18.95,5,   coast,-9.8,4133.29,2836.51,55.51
18.96,5,   coast,-9.8,4134.68,2837.9,55.41
18.97,5,   coast,-9.8,4134.56,2837.77,55.31
18.98,5,   coast,-9.8,4135.31,2838.53,55.21
18.99,5,   coast,-9.8,4136.45,2839.67,55.11
19,5,   coast,-9.8,4136.58,2839.79,55.02
19.01,5,   coast,-9.8,4137.71,2840.93,54.92
19.02,5,   coast,-9.8,4137.84,2841.06,54.82
19.03,5,   coast,-9.8,4138.72,2841.94,54.72
19.04,5,   coast,-9.8,4138.72,2841.94,54.62
19.05,5,   coast,-9.8,4138.98,2842.19,54.53
19.06,5,   coast,-9.8,4139.23,2842.45,54.43
19.07,5,   coast,-9.8,4140.74,2843.96,54.33
19.08,5,   coast,-9.8,4141,2844.21,54.23
19.09,5,   coast,-9.8,4141.25,2844.47,54.13
19.1,5,   coast,-9.8,4142.01,2845.23,54.03
19.11,5,   coast,-9.8,4142.77,2845.98,53.93
19.12,5,   coast,-9.8,4142.64,2845.86,53.84
19.13,5,   coast,-9.8,4143.53,2846.74,53.74
19.14,5,   coast,-9.8,4144.28,2847.5,53.64
19.15,5,   coast,-9.8,4144.28,2847.5,53.54
19.16,5,   coast,-9.8,4145.29,2848.51,53.44
19.17,5,   coast,-9.8,4146.43,2849.65,53.34
19.18,5,   coast,-9.8,4146.43,2849.65,53.25
19.19,5,   coast,-9.8,4147.95,2851.17,53.15
19.2,5,   coast,-9.8,4147.57,2850.79,53.05
19.21,5,   coast,-9.79,4148.33,2851.55,52.95
19.22,5,   coast,-9.79,4148.84,2852.05,52.85
19.23,5,   coast,-9.79,4149.59,2852.81,52.76
19.24,5,   coast,-9.79,4150.1,2853.32,52.66
19.25,5,   coast,-9.79,4150.86,2854.08,52.56
19.26,5,   coast,-9.79,4150.86,2854.08,52.46
19.27,5,   coast,-9.78,4151.36,2854.58,52.37
19.28,5,   coast,-9.78,4153.14,2856.35,52.27
19.29,5,   coast,-9.78,4152.76,2855.97,52.17
19.3,5,   coast,-9.78,4153.39,2856.61,52.07
19.31,5,   coast,-9.78,4153.52,2856.73,51.97
19.32,5,   coast,-9.77,4154.65,2857.87,51.88
19.33,5,   coast,-9.77,4155.54,2858.76,51.78
19.34,5,   coast,-9.77,4155.29,2858.5,51.68
19.35,5,   coast,-9.77,4156.3,2859.52,51.58
19.36,5,   coast,-9.76,4157.19,2860.4,51.48
19.37,5,   coast,-9.76,4157.19,2860.4,51.39
19.38,5,   coast,-9.76,4157.56,2860.78,51.29
19.39,5,   coast,-9.76,4158.58,2861.79,51.19
19.4,5,   coast,-9.76,4159.34,2862.55,51.09
