Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages,,
57.35,6778.766,667.5,-76.7619,88.16, -,8.945935,,
57.4,6767.286,667.8,-65.80952,88.16, -,8.945935,,
57.45,6759.634,668,-69.42857,88.16, -,8.945935,,
57.5,6755.81,668.1,-76.71429,87.98, -,8.965384,,
57.55,6751.983,668.2,-87.66666,87.98, -,8.965384,,
57.6,6763.458,667.9,-73.09524,87.98, -,8.965384,,
57.65,6790.25,667.2,-43.90476,87.98, -,8.965384,,
57.7,6824.73,666.3,-11.04762,87.98, -,8.965384,,
57.75,6886.12,664.7,43.76191,87.98, -,8.965384,,
57.8,6916.859,663.9,76.71429,87.98, -,8.965384,,
57.85,6916.859,663.9,87.66666,87.98, -,8.965384,,
57.9,6924.549,663.7,98.66666,87.98, -,8.965384,,
57.95,6897.643,664.4,65.7619,87.98, -,8.965384,,
58,6866.922,665.2,36.52381,87.98, -,8.965384,,
58.05,6836.231,666,14.57143,87.98, -,8.965384,,
58.1,6790.25,667.2,-21.95238,87.98, -,8.965384,,
58.15,6755.81,668.1,-51.09524,87.98, -,8.965384,,
58.2,6744.335,668.4,-58.33333,87.98, -,8.965384,,
58.25,6751.983,668.2,-47.38095,87.98, -,8.965384,,
58.3,6748.16,668.3,-58.28571,87.98, -,8.965384,,
58.35,6751.983,668.2,-29.14286,87.98, -,8.965384,,
58.4,6740.513,668.5,-36.38095,87.98, -,8.965384,,
58.45,6744.335,668.4,-21.80952,87.98, -,8.965384,,
58.5,6736.691,668.6,-21.80952,87.98, -,8.965384,,
58.55,6717.585,669.1,-36.38095,87.98, -,8.945935,,
58.6,6732.868,668.7,-18.14286,87.98, -,8.945935,,
58.65,6698.49,669.6,-61.80952,87.98, -,8.945935,,
58.7,6690.854,669.8,-94.61905,87.98, -,8.945935,,
58.75,6664.147,670.5,-152.9048,87.98, -,8.945935,,
58.8,6652.708,670.8,-222.2857,87.98, -,8.945935,,
58.85,6656.52,670.7,-247.9524,87.98, -,8.945935,,
58.9,6683.221,670,-222.5238,87.98, -,8.945935,,
58.95,6702.307,669.5,-211.6667,87.98, -,8.945935,,
59,6702.307,669.5,-186.0476,87.98, -,8.945935,,
59.05,6725.224,668.9,-135,87.98, -,8.945935,,
59.1,6729.047,668.8,-102.1429,87.98, -,8.945935,,
59.15,6690.854,669.8,-94.71429,87.98, -,8.945935,,
59.2,6717.585,669.1,-36.42857,87.98, -,8.945935,,
59.25,6717.585,669.1,-25.52381,87.98, -,8.945935,,
59.3,6667.96,670.4,-80.04762,87.98, -,8.945935,,
59.35,6599.38,672.2,-141.7619,87.98, -,8.945935,,
59.4,6587.965,672.5,-156.2381,87.98, -,8.945935,,
59.45,6599.38,672.2,-134.4762,87.98, -,8.945935,,
59.5,6606.993,672,-130.8571,87.98, -,8.945935,,
59.55,6595.575,672.3,-134.4286,87.98, -,8.945935,,
59.6,6561.344,673.2,-148.8571,87.98, -,8.945935,,
59.65,6546.144,673.6,-177.9048,87.98, -,8.945935,,
59.7,6580.356,672.7,-112.5714,87.98, -,8.945935,,
59.75,6622.225,671.6,-65.42857,87.98, -,8.945935,,
59.8,6603.188,672.1,-58.14286,87.98, -,8.945935,,
59.85,6603.188,672.1,-47.23809,87.98, -,8.945935,,
59.9,6599.38,672.2,-54.47619,87.98, -,8.945935,,
59.95,6572.75,672.9,-105.2857,87.98, -,8.945935,,
60,6565.147,673.1,-130.7143,87.98, -,8.945935,,
60.05,6565.147,673.1,-130.7143,87.98, -,8.945935,,
60.1,6584.162,672.6,-134.4286,87.98, -,8.945935,,
60.15,6561.344,673.2,-159.7619,87.98, -,8.945935,,
60.2,6561.344,673.2,-123.381,87.98, -,8.945935,,
60.25,6534.746,673.9,-174.1905,87.98, -,8.945935,,
60.3,6542.343,673.7,-166.9524,87.98, -,8.945935,,
60.35,6557.544,673.3,-105.2381,87.98, -,8.945935,,
60.4,6527.152,674.1,-68.85714,87.98, -,8.945935,,
60.45,6546.144,673.6,-39.90476,87.98, -,8.945935,,
60.5,6561.344,673.2,-36.28571,87.98, -,8.945935,,
60.55,6553.742,673.4,-50.76191,87.8, -,8.945935,,
60.6,6534.746,673.9,-58,87.8, -,8.945935,,
60.65,6504.376,674.7,-54.28571,87.8, -,8.945935,,
60.7,6481.618,675.3,-61.47619,87.8, -,8.945935,,
60.75,6451.299,676.1,-122.9048,87.8, -,8.945935,,
60.8,6439.935,676.4,-173.5714,87.8, -,8.945935,,
60.85,6432.364,676.6,-162.619,87.8, -,8.945935,,
60.9,6413.441,677.1,-180.619,87.8, -,8.945935,,
60.95,6405.874,677.3,-184.1905,87.8, -,8.945935,,
61,6405.874,677.3,-158.8095,87.8, -,8.945935,,
61.05,6405.874,677.3,-151.5714,87.8, -,8.945935,,
61.1,6405.874,677.3,-151.5714,87.8, -,8.945935,,
61.15,6413.441,677.1,-162.4762,87.8, -,8.945935,,
61.2,6405.874,677.3,-147.9524,87.8, -,8.945935,,
61.25,6383.185,677.9,-169.5714,87.8, -,8.945935,,
61.3,6383.185,677.9,-144.2381,87.8, -,8.945935,,
61.35,6383.185,677.9,-151.4762,87.8, -,8.945935,,
61.4,6383.185,677.9,-165.9524,87.8, -,8.945935,,
61.45,6371.848,678.2,-147.8095,87.8, -,8.945935,,
61.5,6379.406,678,-158.7143,87.8, -,8.945935,,
61.55,6379.406,678,-173.1905,87.8, -,8.945935,,
61.6,6371.848,678.2,-173.1429,87.8, -,8.945935,,
61.65,6368.07,678.3,-158.6667,87.8, -,8.945935,,
61.7,6360.514,678.5,-136.9524,87.8, -,8.945935,,
61.75,6352.96,678.7,-122.4762,87.8, -,8.945935,,
61.8,6352.96,678.7,-93.61905,87.8, -,8.945935,,
61.85,6356.738,678.6,-79.19048,87.8, -,8.945935,,
61.9,6371.848,678.2,-57.61905,87.8, -,8.945935,,
61.95,6371.848,678.2,-39.61905,87.8, -,8.945935,,
62,6364.291,678.4,-39.61905,87.8, -,8.945935,,
62.05,6334.084,679.2,-68.38095,87.8, -,8.945935,,
62.1,6315.219,679.7,-86.33334,87.8, -,8.945935,,
62.15,6303.906,680,-97.09524,87.8, -,8.945935,,
62.2,6300.137,680.1,-107.8571,87.8, -,8.945935,,
62.25,6315.219,679.7,-86.28571,87.8, -,8.945935,,
62.3,6300.137,680.1,-79.04762,87.8, -,8.945935,,
62.35,6311.449,679.8,-68.28571,87.8, -,8.945935,,
62.4,6315.219,679.7,-64.71429,87.8, -,8.945935,,
62.45,6322.764,679.5,-57.52381,87.8, -,8.945935,,
62.5,6330.311,679.3,-39.52381,87.8, -,8.945935,,
62.55,6364.291,678.4,-14.33333,87.62, -,8.945935,,
62.6,6360.514,678.5,-17.95238,87.62, -,8.945935,,
62.65,6356.738,678.6,-14.38095,87.62, -,8.945935,,
62.7,6326.536,679.4,-39.52381,87.62, -,8.945935,,
62.75,6311.449,679.8,-46.71429,87.62, -,8.945935,,
62.8,6311.449,679.8,-39.52381,87.62, -,8.945935,,
62.85,6315.219,679.7,-35.95238,87.62, -,8.945935,,
62.9,6292.597,680.3,-61.09524,87.62, -,8.945935,,
62.95,6247.399,681.5,-118.5238,87.62, -,8.945935,,
63,6209.784,682.5,-154.3333,87.62, -,8.945935,,
63.05,6194.749,682.9,-161.4762,87.62, -,8.945935,,
63.1,6190.993,683,-136.2857,87.62, -,8.945935,,
63.15,6187.237,683.1,-121.9048,87.62, -,8.945935,,
63.2,6190.993,683,-107.5714,87.62, -,8.945935,,
63.25,6190.993,683,-104,87.62, -,8.945935,,
63.3,6198.508,682.8,-111.2381,87.62, -,8.945935,,
63.35,6209.784,682.5,-86.09524,87.62, -,8.945935,,
63.4,6194.749,682.9,-111.1905,87.62, -,8.945935,,
63.45,6183.479,683.2,-125.4762,87.62, -,8.945935,,
63.5,6183.479,683.2,-132.6667,87.44, -,8.945935,,
63.55,6187.237,683.1,-136.2857,87.44, -,8.945935,,
63.6,6190.993,683,-165.0952,87.44, -,8.945935,,
63.65,6175.967,683.4,-175.8095,87.44, -,8.945935,,
63.7,6183.479,683.2,-165.0476,87.44, -,8.945935,,
63.75,6168.459,683.6,-150.5714,87.44, -,8.945935,,
63.8,6206.025,682.6,-100.4286,87.44, -,8.945935,,
63.85,6175.967,683.4,-129.0476,87.44, -,8.945935,,
63.9,6164.704,683.7,-143.3333,87.44, -,8.945935,,
63.95,6206.025,682.6,-82.47619,87.44, -,8.945935,,
64,6202.266,682.7,-43,87.44, -,8.945935,,
64.05,6160.951,683.8,-46.52381,87.44, -,8.945935,,
64.1,6138.436,684.4,-53.61905,87.44, -,8.945935,,
64.15,6157.196,683.9,-32.19048,87.44, -,8.945935,,
64.2,6153.444,684,-32.19048,87.44, -,8.945935,,
64.25,6179.724,683.3,-10.71429,87.44, -,8.945935,,
64.3,6183.479,683.2,-7.142857,87.44, -,8.945935,,
64.35,6115.94,685,-78.61905,87.44, -,8.945935,,
64.4,6097.205,685.5,-107.2381,87.44, -,8.945935,,
64.45,6089.713,685.7,-100.0476,87.44, -,8.945935,,
64.5,6085.969,685.8,-92.90476,87.44, -,8.945935,,
64.55,6089.713,685.7,-89.33334,87.44, -,8.945935,,
64.6,6089.713,685.7,-92.90476,87.44, -,8.945935,,
64.65,6085.969,685.8,-100.0476,87.44, -,8.945935,,
64.7,6085.969,685.8,-85.71429,87.44, -,8.945935,,
64.75,6074.737,686.1,-103.5714,87.44, -,8.945935,,
64.8,6059.767,686.5,-103.5238,87.44, -,8.945935,,
64.85,6048.544,686.8,-149.9524,87.44, -,8.945935,,
64.9,6044.803,686.9,-124.9048,87.44, -,8.945935,,
64.95,6044.803,686.9,-114.1905,87.44, -,8.945935,,
65,6048.544,686.8,-149.9524,87.44, -,8.945935,,
65.05,6044.803,686.9,-149.9524,87.44, -,8.945935,,
65.1,6026.109,687.4,-128.4286,87.44, -,8.945935,,
65.15,6007.427,687.9,-124.8095,87.44, -,8.945935,,
65.2,6003.693,688,-146.2381,87.44, -,8.945935,,
65.25,5992.49,688.3,-153.3333,87.44, -,8.945935,,
65.3,5996.223,688.2,-174.8095,87.44, -,8.945935,,
65.35,5999.959,688.1,-174.8095,87.44, -,8.945935,,
65.4,6026.109,687.4,-85.57143,87.44, -,8.945935,,
65.45,6085.969,685.8,-10.71429,87.44, -,8.945935,,
65.5,6097.205,685.5,7.142857,87.44, -,8.945935,,
65.55,6134.687,684.5,46.42857,87.44, -,8.945935,,
65.6,6100.95,685.4,10.71429,87.44, -,8.945935,,
65.65,6056.026,686.6,-32.04762,87.44, -,8.945935,,
65.7,6003.693,688,-78.33334,87.44, -,8.945935,,
65.75,5962.636,689.1,-117.4286,87.44, -,8.945935,,
65.8,5943.991,689.6,-124.4762,87.44, -,8.945935,,
65.85,5943.991,689.6,-110.2381,87.44, -,8.945935,,
65.9,5940.261,689.7,-103.1429,87.44, -,8.945935,,
65.95,5947.718,689.5,-92.47619,87.44, -,8.945935,,
66,5943.991,689.6,-96.04762,87.44, -,8.945935,,
66.05,5921.629,690.2,-120.9048,87.44, -,8.945935,,
66.1,5910.456,690.5,-127.9524,87.44, -,8.945935,,
66.15,5906.733,690.6,-113.6667,87.44, -,8.945935,,
66.2,5895.563,690.9,-106.4762,87.44, -,8.945935,,
66.25,5884.398,691.2,-113.5238,87.44, -,8.945935,,
66.3,5903.008,690.7,-85.14286,87.44, -,8.945935,,
66.35,5891.841,691,-99.33334,87.44, -,8.945935,,
66.4,5903.008,690.7,-92.28571,87.44, -,8.945935,,
66.45,5921.629,690.2,-99.47619,87.44, -,8.945935,,
66.5,5891.841,691,-184.8571,87.44, -,8.945935,,
66.55,5876.957,691.4,-209.7619,87.44, -,8.945935,,
66.6,5876.957,691.4,-245.4762,87.44, -,8.945935,,
66.65,5884.398,691.2,-206.2381,87.44, -,8.945935,,
66.7,5869.519,691.6,-177.6667,87.44, -,8.945935,,
66.75,5847.21,692.2,-149.0476,87.44, -,8.945935,,
66.8,5836.063,692.5,-120.5714,87.44, -,8.945935,,
66.85,5824.919,692.8,-113.4286,87.44, -,8.945935,,
66.9,5821.204,692.9,-116.9524,87.44, -,8.945935,,
66.95,5817.492,693,-116.9048,87.44, -,8.945935,,
67,5880.678,691.3,-63.80952,87.44, -,8.945935,,
67.05,5973.828,688.8,28.47619,87.44, -,8.945935,,
67.1,6011.164,687.8,85.33334,87.44, -,8.945935,,
67.15,5951.445,689.4,39.09524,87.44, -,8.945935,,
67.2,5921.629,690.2,14.2381,87.44, -,8.945935,,
67.25,5832.349,692.6,-60.19048,87.44, -,8.945935,,
67.3,5821.204,692.9,-60.19048,87.44, -,8.945935,,
67.35,5802.642,693.4,-95.57143,87.44, -,8.945935,,
67.4,5806.355,693.3,-81.42857,87.44, -,8.945935,,
67.45,5821.204,692.9,-77.90476,87.44, -,8.945935,,
67.5,5806.355,693.3,-109.7619,87.62, -,8.965384,,
67.55,5769.258,694.3,-116.7143,87.62, -,8.965384,,
67.6,5754.431,694.7,-116.6667,87.62, -,8.965384,,
67.65,5747.02,694.9,-123.7143,87.62, -,8.965384,,
67.7,5743.316,695,-134.3333,87.62, -,8.965384,,
67.75,5743.316,695,-120.1429,87.62, -,8.965384,,
67.8,5743.316,695,-98.90476,87.62, -,8.965384,,
67.85,5735.908,695.2,-95.33334,87.62, -,8.965384,,
67.9,5721.098,695.6,-98.80952,87.62, -,8.965384,,
67.95,5713.694,695.8,-102.3333,87.62, -,8.965384,,
68,5709.992,695.9,-102.3333,87.62, -,8.965384,,
68.05,5702.594,696.1,-169.5714,87.62, -,8.965384,,
68.1,5698.893,696.2,-261.8095,87.62, -,8.965384,,
68.15,5691.495,696.4,-304.4286,87.62, -,8.965384,,
68.2,5687.797,696.5,-251.0952,87.62, -,8.965384,,
68.25,5684.101,696.6,-226.2381,87.62, -,8.965384,,
68.3,5676.706,696.8,-148.2381,87.62, -,8.965384,,
68.35,5687.797,696.5,-127.0476,87.62, -,8.965384,,
68.4,5706.293,696,-91.7619,87.62, -,8.965384,,
68.45,5691.495,696.4,-109.381,87.62, -,8.965384,,
68.5,5665.618,697.1,-148.1905,87.62, -,8.965384,,
68.55,5654.532,697.4,-144.619,87.62, -,8.945935,,
68.6,5643.452,697.7,-119.8571,87.62, -,8.945935,,
68.65,5632.375,698,-116.2857,87.62, -,8.945935,,
68.7,5628.685,698.1,-112.7619,87.62, -,8.945935,,
68.75,5617.612,698.4,-119.7619,87.62, -,8.945935,,
68.8,5613.923,698.5,-123.2857,87.62, -,8.945935,,
68.85,5624.993,698.2,-112.7619,87.62, -,8.945935,,
68.9,5636.066,697.9,-95.19048,87.62, -,8.945935,,
68.95,5650.839,697.5,-67.04762,87.62, -,8.945935,,
69,5643.452,697.7,-67.04762,87.62, -,8.945935,,
69.05,5613.923,698.5,-91.66666,87.62, -,8.945935,,
69.1,5595.481,699,-102.1905,87.62, -,8.945935,,
69.15,5584.422,699.3,-109.1905,87.62, -,8.945935,,
69.2,5577.05,699.5,-109.1429,87.62, -,8.945935,,
69.25,5577.05,699.5,-105.619,87.62, -,8.945935,,
69.3,5573.366,699.6,-105.619,87.62, -,8.945935,,
69.35,5573.366,699.6,-98.57143,87.62, -,8.945935,,
69.4,5580.735,699.4,-102.1429,87.62, -,8.945935,,
69.45,5591.795,699.1,-109.2381,87.62, -,8.945935,,
69.5,5610.235,698.6,-77.57143,87.44, -,8.945935,,
69.55,5617.612,698.4,-45.85714,87.44, -,8.945935,,
69.6,5595.481,699,-56.38095,87.44, -,8.945935,,
69.65,5569.68,699.7,-70.38095,87.44, -,8.945935,,
69.7,5558.63,700,-70.33334,87.44, -,8.945935,,
69.75,5536.54,700.6,-87.85714,87.44, -,8.945935,,
69.8,5525.499,700.9,-87.85714,87.44, -,8.945935,,
69.85,5514.463,701.2,-94.85714,87.44, -,8.945935,,
69.9,5503.432,701.5,-115.9048,87.44, -,8.945935,,
69.95,5496.079,701.7,-133.4286,87.44, -,8.945935,,
70,5488.728,701.9,-154.4762,87.44, -,8.945935,,
70.05,5488.728,701.9,-147.4286,87.44, -,8.945935,,
70.1,5492.404,701.8,-115.7619,87.44, -,8.945935,,
70.15,5514.463,701.2,-77.19048,87.44, -,8.945935,,
70.2,5499.756,701.6,-80.66666,87.44, -,8.945935,,
70.25,5466.687,702.5,-105.1429,87.44, -,8.945935,,
70.3,5452,702.9,-119.1429,87.44, -,8.945935,,
70.35,5452,702.9,-115.619,87.44, -,8.945935,,
70.4,5452,702.9,-115.619,87.44, -,8.945935,,
70.45,5452,702.9,-122.619,87.44, -,8.945935,,
70.5,5452,702.9,-133.1429,87.44, -,8.945935,,
70.55,5463.016,702.6,-140.2381,87.44, -,8.945935,,
70.6,5466.687,702.5,-143.8095,87.44, -,8.945935,,
70.65,5470.358,702.4,-119.2381,87.44, -,8.945935,,
70.7,5485.054,702,-80.66666,87.44, -,8.945935,,
70.75,5503.432,701.5,-52.61905,87.44, -,8.945935,,
70.8,5510.787,701.3,-24.57143,87.44, -,8.945935,,
70.85,5492.404,701.8,-31.57143,87.44, -,8.945935,,
70.9,5477.706,702.2,-35.04762,87.44, -,8.945935,,
70.95,5448.33,703,-52.52381,87.44, -,8.945935,,
71,5415.313,703.9,-76.95238,87.44, -,8.945935,,
71.05,5393.323,704.5,-90.90476,87.44, -,8.945935,,
71.1,5389.66,704.6,-94.38095,87.44, -,8.945935,,
71.15,5389.66,704.6,-97.90476,87.44, -,8.945935,,
71.2,5396.986,704.4,-111.9048,87.44, -,8.945935,,
71.25,5411.648,704,-83.95238,87.44, -,8.945935,,
71.3,5415.313,703.9,-49,87.44, -,8.945935,,
71.35,5404.316,704.2,-45.47619,87.44, -,8.945935,,
71.4,5389.66,704.6,-59.42857,87.44, -,8.945935,,
71.45,5393.323,704.5,-55.95238,87.44, -,8.945935,,
71.5,5411.648,704,-38.52381,87.26, -,8.945935,,
71.55,5400.652,704.3,-49,87.26, -,8.945935,,
71.6,5396.986,704.4,-62.95238,87.26, -,8.945935,,
71.65,5389.66,704.6,-73.42857,87.26, -,8.945935,,
71.7,5385.996,704.7,-80.38095,87.26, -,8.945935,,
71.75,5389.66,704.6,-90.90476,87.26, -,8.945935,,
71.8,5382.333,704.8,-115.4286,87.26, -,8.945935,,
71.85,5349.385,705.7,-153.8095,87.26, -,8.945935,,
71.9,5342.068,705.9,-143.2381,87.26, -,8.945935,,
71.95,5320.128,706.5,-150.1429,87.26, -,8.945935,,
72,5316.473,706.6,-125.619,87.26, -,8.945935,,
72.05,5323.783,706.4,-87.2381,87.26, -,8.945935,,
72.1,5375.008,705,-17.47619,87.26, -,8.945935,,
72.15,5396.986,704.4,6.952381,87.26, -,8.945935,,
72.2,5411.648,704,20.90476,87.26, -,8.945935,,
72.25,5385.996,704.7,-10.52381,87.26, -,8.945935,,
72.3,5364.025,705.3,-45.38095,87.26, -,8.945935,,
72.35,5342.068,705.9,-69.7619,87.26, -,8.945935,,
72.4,5323.783,706.4,-76.71429,87.26, -,8.945935,,
72.45,5298.203,707.1,-87.14286,87.26, -,8.945935,,
72.5,5272.641,707.8,-114.9524,87.26, -,8.945935,,
72.55,5261.693,708.1,-142.8095,87.08, -,8.945935,,
72.6,5247.1,708.5,-146.2381,87.08, -,8.945935,,
72.65,5236.161,708.8,-153.1905,87.08, -,8.945935,,
72.7,5228.869,709,-153.1429,87.08, -,8.945935,,
72.75,5232.514,708.9,-146.1905,87.08, -,8.945935,,
72.8,5239.806,708.7,-142.7143,87.08, -,8.945935,,
72.85,5261.693,708.1,-114.8571,87.08, -,8.945935,,
72.9,5272.641,707.8,-73.04762,87.08, -,8.945935,,
72.95,5327.44,706.3,-13.90476,87.08, -,8.945935,,
73,5353.046,705.6,31.38095,87.08, -,8.945935,,
73.05,5345.728,705.8,27.90476,87.08, -,8.945935,,
73.1,5327.44,706.3,3.523809,87.08, -,8.945935,,
73.15,5298.203,707.1,-73.14286,87.08, -,8.945935,,
73.2,5239.806,708.7,-149.7143,87.08, -,8.945935,,
73.25,5181.518,710.3,-219.1905,87.08, -,8.945935,,
73.3,5166.961,710.7,-208.619,87.08, -,8.945935,,
73.35,5159.686,710.9,-194.6667,87.08, -,8.945935,,
73.4,5166.961,710.7,-166.8095,87.08, -,8.945935,,
73.45,5177.877,710.4,-139,87.08, -,8.945935,,
73.5,5174.239,710.5,-118.0952,87.08, -,8.945935,,
73.55,5174.239,710.5,-93.7619,87.08, -,8.945935,,
73.6,5181.518,710.3,-76.38095,87.08, -,8.945935,,
73.65,5192.438,710,-52.09524,87.08, -,8.945935,,
73.7,5214.291,709.4,-20.85714,87.08, -,8.945935,,
73.75,5210.648,709.5,-17.38095,87.08, -,8.945935,,
73.8,5196.079,709.9,-34.71429,87.08, -,8.945935,,
73.85,5214.291,709.4,-24.33333,87.08, -,8.945935,,
73.9,5196.079,709.9,-62.52381,87.08, -,8.945935,,
73.95,5163.325,710.8,-104.1429,87.08, -,8.945935,,
74,5145.142,711.3,-173.6667,87.08, -,8.945935,,
74.05,5130.602,711.7,-211.9048,87.08, -,8.945935,,
74.1,5119.702,712,-215.3333,87.08, -,8.945935,,
74.15,5097.915,712.6,-218.6667,87.08, -,8.945935,,
74.2,5068.884,713.4,-218.4762,87.08, -,8.945935,,
74.25,5072.513,713.3,-159.381,87.08, -,8.945935,,
74.3,5083.396,713,-93.47619,87.08, -,8.945935,,
74.35,5090.654,712.8,-72.71429,87.08, -,8.945935,,
74.4,5112.437,712.2,-45,87.08, -,8.945935,,
74.45,5097.915,712.6,-65.7619,87.08, -,8.945935,,
74.5,5090.654,712.8,-83.04762,87.08, -,8.945935,,
74.55,5058.005,713.7,-110.6667,87.08, -,8.945935,,
74.6,5039.882,714.2,-127.9048,87.08, -,8.945935,,
74.65,5047.131,714,-127.9524,87.08, -,8.945935,,
74.7,5032.635,714.4,-152.1429,87.08, -,8.945935,,
74.75,5029.014,714.5,-176.381,87.08, -,8.945935,,
74.8,5039.882,714.2,-162.5714,87.08, -,8.945935,,
74.85,5047.131,714,-141.8095,87.08, -,8.945935,,
74.9,5036.26,714.3,-169.4762,87.08, -,8.945935,,
74.95,5047.131,714,-141.8095,87.08, -,8.945935,,
75,5068.884,713.4,-89.90476,87.08, -,8.945935,,
75.05,5058.005,713.7,-82.95238,87.08, -,8.945935,,
75.1,5032.635,714.4,-93.2381,87.08, -,8.945935,,
75.15,5014.527,714.9,-100.0952,87.08, -,8.945935,,
75.2,5000.048,715.3,-93.14286,87.08, -,8.945935,,
75.25,4996.428,715.4,-68.90476,87.08, -,8.945935,,
75.3,4992.811,715.5,-75.80952,87.08, -,8.945935,,
75.35,4985.574,715.7,-93.09524,87.08, -,8.945935,,
75.4,4978.339,715.9,-106.9048,87.08, -,8.945935,,
75.45,4963.877,716.3,-141.4286,87.08, -,8.945935,,
75.5,4960.261,716.4,-131.0476,86.9, -,8.945935,,
75.55,4953.035,716.6,-131.0476,86.9, -,8.945935,,
75.6,4960.261,716.4,-93.04762,86.9, -,8.945935,,
75.65,4960.261,716.4,-75.80952,86.9, -,8.945935,,
75.7,4949.42,716.7,-93.04762,86.9, -,8.945935,,
75.75,4938.582,717,-89.57143,86.9, -,8.945935,,
75.8,4931.358,717.2,-93,86.9, -,8.945935,,
75.85,4924.136,717.4,-110.1905,86.9, -,8.945935,,
75.9,4916.917,717.6,-123.9524,86.9, -,8.945935,,
75.95,4931.358,717.2,-99.85714,86.9, -,8.945935,,
76,4942.193,716.9,-99.85714,86.9, -,8.945935,,
76.05,4956.648,716.5,-106.8095,86.9, -,8.945935,,
76.1,4953.035,716.6,-99.85714,86.9, -,8.945935,,
76.15,4945.808,716.8,-82.61905,86.9, -,8.945935,,
76.2,4920.526,717.5,-89.47619,86.9, -,8.945935,,
76.25,4902.481,718,-92.85714,86.9, -,8.945935,,
76.3,4891.659,718.3,-99.71429,86.9, -,8.945935,,
76.35,4888.051,718.4,-99.71429,86.9, -,8.945935,,
76.4,4888.051,718.4,-92.80952,86.9, -,8.945935,,
76.45,4888.051,718.4,-85.90476,86.9, -,8.945935,,
76.5,4888.051,718.4,-72.14286,86.9, -,8.945935,,
76.55,4888.051,718.4,-68.71429,86.72, -,8.945935,,
76.6,4880.84,718.6,-68.66666,86.72, -,8.945935,,
76.65,4884.445,718.5,-72.14286,86.72, -,8.945935,,
76.7,4888.051,718.4,-68.71429,86.72, -,8.945935,,
76.75,4870.023,718.9,-75.57143,86.72, -,8.945935,,
76.8,4841.202,719.7,-92.66666,86.72, -,8.945935,,
76.85,4816.003,720.4,-109.8095,86.72, -,8.945935,,
76.9,4808.809,720.6,-109.8095,86.72, -,8.945935,,
76.95,4816.003,720.4,-96.09524,86.72, -,8.945935,,
77,4823.201,720.2,-103,86.72, -,8.945935,,
77.05,4816.003,720.4,-120.1905,86.72, -,8.945935,,
77.1,4808.809,720.6,-140.8095,86.72, -,8.945935,,
77.15,4780.04,721.4,-164.7619,86.72, -,8.945935,,
77.2,4772.854,721.6,-164.7143,86.72, -,8.945935,,
77.25,4798.016,720.9,-116.6667,86.72, -,8.945935,,
77.3,4826.801,720.1,-72.04762,86.72, -,8.945935,,
77.35,4841.202,719.7,-48.04762,86.72, -,8.945935,,
77.4,4848.405,719.5,-37.76191,86.72, -,8.945935,,
77.45,4837.602,719.8,-48.04762,86.72, -,8.945935,,
77.5,4823.201,720.2,-61.76191,86.72, -,8.965384,,
77.55,4812.405,720.5,-72.04762,86.72, -,8.965384,,
77.6,4801.614,720.8,-82.33334,86.72, -,8.965384,,
77.65,4798.016,720.9,-78.90476,86.72, -,8.965384,,
77.7,4769.259,721.7,-109.7143,86.72, -,8.965384,,
77.75,4751.298,722.2,-130.2381,86.72, -,8.965384,,
77.8,4744.117,722.4,-119.9048,86.72, -,8.965384,,
77.85,4744.117,722.4,-92.47619,86.72, -,8.965384,,
77.9,4754.891,722.1,-58.23809,86.72, -,8.965384,,
77.95,4758.482,722,-47.95238,86.72, -,8.965384,,
78,4765.667,721.8,-47.95238,86.72, -,8.965384,,
78.05,4762.073,721.9,-58.23809,86.72, -,8.965384,,
78.1,4747.708,722.3,-65.04762,86.72, -,8.965384,,
78.15,4718.996,723.1,-85.52381,86.72, -,8.965384,,
78.2,4715.408,723.2,-61.57143,86.72, -,8.965384,,
78.25,4686.724,724,-82.04762,86.72, -,8.965384,,
78.3,4686.724,724,-106,86.72, -,8.965384,,
78.35,4693.893,723.8,-126.619,86.72, -,8.965384,,
78.4,4683.142,724.1,-150.5714,86.72, -,8.965384,,
78.45,4665.229,724.6,-174.4762,86.72, -,8.965384,,
78.5,4668.81,724.5,-160.7619,86.72, -,8.965384,,
78.55,4668.81,724.5,-147.0476,86.54, -,8.965384,,
78.6,4668.81,724.5,-136.7619,86.54, -,8.965384,,
78.65,4672.391,724.4,-123.0476,86.54, -,8.965384,,
78.7,4675.975,724.3,-116.1905,86.54, -,8.965384,,
78.75,4675.975,724.3,-88.80952,86.54, -,8.965384,,
78.8,4679.557,724.2,-68.28571,86.54, -,8.965384,,
78.85,4675.975,724.3,-64.85714,86.54, -,8.965384,,
78.9,4661.646,724.7,-78.52381,86.54, -,8.965384,,
78.95,4672.391,724.4,-78.52381,86.54, -,8.965384,,
79,4658.067,724.8,-95.57143,86.54, -,8.965384,,
79.05,4615.127,726,-143.3333,86.54, -,8.965384,,
79.1,4593.68,726.6,-160.3333,86.54, -,8.965384,,
79.15,4593.68,726.6,-146.6667,86.54, -,8.965384,,
79.2,4590.105,726.7,-122.7143,86.54, -,8.965384,,
79.25,4579.389,727,-129.4762,86.54, -,8.965384,,
79.3,4579.389,727,-102.1429,86.54, -,8.965384,,
79.35,4568.675,727.3,-112.3333,86.54, -,8.965384,,
79.4,4579.389,727,-108.9524,86.54, -,8.965384,,
79.45,4622.28,725.8,-57.85714,86.54, -,8.965384,,
