Time,Altitude,Velocity,Acceleration,State
0.10001707077026367,1.679871999999989,2.550977500000009,0.7050281338807982,RocketState.BOOST
0.20700383186340332,3.159603000000004,6.4553675000000865,1.0081957543068265,RocketState.BOOST
0.3070662021636963,5.407088000000002,12.418584999999993,1.313799498945955,RocketState.BOOST
0.40711116790771484,8.829171000000002,20.89997000000004,1.6310396953078468,RocketState.BOOST
0.5071549415588379,14.173919999999995,34.73758750000002,1.963274331446911,RocketState.BOOST
0.6071937084197998,20.424225000000007,49.748162500000035,2.294064513980142,RocketState.BOOST
0.707233190536499,27.330730000000017,67.35072750000003,2.621449650593733,RocketState.BOOST
0.8072707653045654,34.348789,84.96149500000001,2.9339551327284736,RocketState.BOOST
0.9073147773742676,41.035467,101.26806500000005,3.1785126583975165,RocketState.BOOST
1.0074043273925781,49.61856300000001,121.42160750000002,2.9017063673521672,RocketState.BOOST
1.1074631214141846,61.417039,149.34291750000006,2.7395996752102434,RocketState.BOOST
1.2126498222351074,74.53775800000004,178.4453875000001,2.5763451973962965,RocketState.BOOST
1.3127107620239258,87.52395600000001,205.29217000000003,2.4030896354630427,RocketState.BOOST
1.466127634048462,112.46611800000001,245.73049500000002,2.005684684092022,RocketState.BOOST
1.5661756992340088,125.40966300000004,262.46359500000005,1.7915431412361698,RocketState.BOOST
1.6662251949310303,139.928088,281.49339499999996,1.577438245008643,RocketState.BOOST
1.7662763595581055,156.04436000000004,304.2389275000001,1.3783046849872467,RocketState.BOOST
1.866309642791748,173.84378499999997,332.0207949999999,1.1906778007497096,RocketState.BOOST
1.966339349746704,190.163479,351.36229000000003,1.2809721030109058,RocketState.BOOST
2.066373586654663,203.90430700000002,356.21817000000004,1.2583573576096747,RocketState.BOOST
2.1663973331451416,217.48764699999998,357.3747224999999,1.2362828765186478,RocketState.BOOST
2.3214316368103027,245.773148,363.5594075,1.2084335075451031,RocketState.BOOST
2.421476125717163,259.06447900000006,366.49590250000017,1.1977395542467888,RocketState.BOOST
2.521500587463379,271.673362,365.6592474999999,1.1856211546890785,RocketState.BOOST
2.62152361869812,283.488243,358.90038749999997,1.179165895101431,RocketState.BOOST
2.7215497493743896,294.45006399999994,346.0142599999998,1.1666709039656336,RocketState.BOOST
2.821580410003662,304.75568499999997,327.27975000000004,1.157952592571357,RocketState.BOOST
2.92160701751709,315.39268699999997,313.07301999999993,1.1541877865727423,RocketState.COAST
3.021636486053467,326.44965700000006,306.3633750000001,1.145524698949258,RocketState.COAST
3.173410415649414,345.866615,284.63495250000005,1.124597172478341,RocketState.COAST
3.2773680686950684,355.29949,273.81585499999994,1.1186817943585017,RocketState.COAST
3.3773982524871826,364.92922500000003,264.6618649999999,1.1152087652013294,RocketState.COAST
3.477424383163452,373.81417300000004,255.35202750000008,1.1082323297013166,RocketState.COAST
3.5774483680725098,381.92480500000005,246.09140500000007,1.1021758827057846,RocketState.COAST
3.6774721145629883,390.0682470000001,239.0454575000004,1.0976209138809148,RocketState.COAST
3.7774951457977295,398.43151600000004,234.18957750000018,1.084075386527267,RocketState.COAST
3.93151593208313,413.868621,218.5474099999999,1.067505149420052,RocketState.COAST
4.031536817550659,420.574985,210.00860749999987,1.0585270485713278,RocketState.COAST
4.131556510925293,426.61858700000005,201.8799300000001,1.0585454673779269,RocketState.COAST
4.231578826904297,432.6917180000001,193.48057000000023,1.0630777689227306,RocketState.COAST
4.3363847732543945,438.430187,183.7524049999999,1.0576117932800275,RocketState.COAST
4.436414003372192,444.25724299999996,176.1076749999998,1.0498692122432574,RocketState.COAST
4.536437273025513,450.359903,171.0877449999998,1.037032327779578,RocketState.COAST
4.689297437667847,460.71145799999994,155.6998549999997,1.0250795581445025,RocketState.COAST
4.78931999206543,464.9570720000001,145.94708250000036,1.0174082122676356,RocketState.COAST
4.889341831207275,468.7859990000001,137.29344500000022,1.0161944463012291,RocketState.COAST
4.989362716674805,472.3130740000001,129.34522250000015,1.016033178402769,RocketState.COAST
5.089382886886597,476.05997599999995,123.60347249999975,1.0131233188736768,RocketState.COAST
5.189404010772705,479.2261409999999,116.33605749999961,1.002679712674495,RocketState.COAST
5.289424180984497,482.310281,109.70023499999998,0.9981315093874128,RocketState.COAST
5.446218729019165,486.893838,91.3348375000001,0.9942590308446679,RocketState.COAST
5.5462517738342285,488.69838799999997,81.97578499999992,0.992104068054487,RocketState.COAST
5.646275043487549,490.16827599999993,73.642045,0.991397684078097,RocketState.COAST
5.7462968826293945,491.5594200000001,66.50587000000002,0.9864371501617052,RocketState.COAST
5.846328020095825,492.42232300000006,59.09080999999986,0.9851069554385887,RocketState.COAST
5.946350812911987,492.1434380000001,49.57591000000008,0.9831507014187905,RocketState.COAST
6.046371936798096,493.032589,42.43153250000006,1.1158200172581365,RocketState.COAST
6.146406412124634,493.5870780000001,35.90234250000037,1.1384582056684898,RocketState.COAST
6.246441125869751,493.4197470000001,27.77366500000028,1.4742145561280218,RocketState.COAST
6.3464813232421875,492.80620000000005,19.505545000000097,1.8163201402868219,RocketState.COAST
6.449302911758423,492.5010670000001,14.018072500000187,2.0883969582037056,RocketState.COAST
6.607676029205322,491.0016500000001,2.0834350000004065,2.199191463338163,RocketState.COAST
6.707715749740601,490.08297,-3.6911250000002838,2.1961416180619397,RocketState.COAST
6.807751417160034,489.305373,-7.79237500000022,2.226849052246342,RocketState.COAST
6.907784700393677,489.64003499999995,-6.258507500000405,2.3227837068521398,RocketState.COAST
7.008144855499268,488.196395,-12.090484999999944,2.168093206132807,RocketState.COAST
